region_id,region_name,parent_region_id,parent_region_name,depth,is_leaf,child_count,shortname,species,rgb
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_LEFT,"FuP (Ventral Striatum, Fundus of Putamen) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN,"FuP (Ventral Striatum, Fundus of Putamen)",6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BASAL_FOREBRAIN,basal forebrain,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CEREBRAL_NUCLEI,cerebral nuclei,3,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBLENTICULAR_BASAL_FOREBRAIN,sublenticular basal forebrain,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BASAL_FOREBRAIN,basal forebrain,4,False,1,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBLENTICULAR_BASAL_FOREBRAIN,sublenticular basal forebrain,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN_RIGHT,Ch 4 (Basal Forebrain) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN_LEFT,Ch 4 (Basal Forebrain) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BED_NUCLEUS,bed nucleus,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BASAL_FOREBRAIN,basal forebrain,4,False,1,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS,"BST (Basal Forebrain, Bed Nucleus)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BED_NUCLEUS,bed nucleus,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS_RIGHT,"BST (Basal Forebrain, Bed Nucleus) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS,"BST (Basal Forebrain, Bed Nucleus)",6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS_LEFT,"BST (Basal Forebrain, Bed Nucleus) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS,"BST (Basal Forebrain, Bed Nucleus)",6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MAGNOCELLULAR_GROUP,magnocellular group,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BASAL_FOREBRAIN,basal forebrain,4,False,1,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN,Ch 123 (Basal Forebrain),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MAGNOCELLULAR_GROUP,magnocellular group,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN_RIGHT,Ch 123 (Basal Forebrain) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN,Ch 123 (Basal Forebrain),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN_LEFT,Ch 123 (Basal Forebrain) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN,Ch 123 (Basal Forebrain),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALA,amygdala,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CEREBRAL_NUCLEI,cerebral nuclei,3,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOID_GROUPS,amygdaloid groups,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALA,amygdala,4,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA,CM (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOID_GROUPS,amygdaloid groups,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_RIGHT,CM (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA,CM (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AAA_AMYGDALA_RIGHT,CM.AAA (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_RIGHT,CM (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_CE_AMYGDALA_RIGHT,CM.Ce (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_RIGHT,CM (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_ME_AMYGDALA_RIGHT,CM.Me (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_RIGHT,CM (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_LEFT,CM (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA,CM (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AAA_AMYGDALA_LEFT,CM.AAA (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_LEFT,CM (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_CE_AMYGDALA_LEFT,CM.Ce (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_LEFT,CM (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_ME_AMYGDALA_LEFT,CM.Me (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA_LEFT,CM (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,LB (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOID_GROUPS,amygdaloid groups,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_RIGHT,LB (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,LB (Amygdala),6,False,4,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BL_AMYGDALA_RIGHT,LB.Bl (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_RIGHT,LB (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BM_AMYGDALA_RIGHT,LB.Bm (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_RIGHT,LB (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_PL_AMYGDALA_RIGHT,LB.Pl (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_RIGHT,LB (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_LA_AMYGDALA_RIGHT,LB.La (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_RIGHT,LB (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_LEFT,LB (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,LB (Amygdala),6,False,4,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BL_AMYGDALA_LEFT,LB.Bl (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_LEFT,LB (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BM_AMYGDALA_LEFT,LB.Bm (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_LEFT,LB (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_PL_AMYGDALA_LEFT,LB.Pl (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_LEFT,LB (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_LA_AMYGDALA_LEFT,LB.La (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA_LEFT,LB (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SF (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOID_GROUPS,amygdaloid groups,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_RIGHT,SF (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SF (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AHI_AMYGDALA_RIGHT,SF.AHi (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_RIGHT,SF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_APIR_AMYGDALA_RIGHT,SF.APir (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_RIGHT,SF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_VCO_AMYGDALA_RIGHT,SF.VCo (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_RIGHT,SF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_LEFT,SF (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SF (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AHI_AMYGDALA_LEFT,SF.AHi (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_LEFT,SF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_APIR_AMYGDALA_LEFT,SF.APir (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_LEFT,SF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_VCO_AMYGDALA_LEFT,SF.VCo (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA_LEFT,SF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOSTRIATAL_TRANSITION_ZONE,amygdalostriatal transition zone,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALA,amygdala,4,False,1,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,Astr (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALOSTRIATAL_TRANSITION_ZONE,amygdalostriatal transition zone,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA_RIGHT,Astr (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,Astr (Amygdala),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA_LEFT,Astr (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,Astr (Amygdala),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FIBER_MASSES,fiber masses,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AMYGDALA,amygdala,4,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA,VTM (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FIBER_MASSES,fiber masses,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA_RIGHT,VTM (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA,VTM (Amygdala),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA_LEFT,VTM (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA,VTM (Amygdala),6,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,IF (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FIBER_MASSES,fiber masses,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_RIGHT,IF (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,IF (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_ICE_AMYGDALA_RIGHT,IF.ice (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_RIGHT,IF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_IOL_AMYGDALA_RIGHT,IF.iol (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_RIGHT,IF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_LD_AMYGDALA_RIGHT,IF.ld (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_RIGHT,IF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_LEFT,IF (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,IF (Amygdala),6,False,3,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_ICE_AMYGDALA_LEFT,IF.ice (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_LEFT,IF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_IOL_AMYGDALA_LEFT,IF.iol (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_LEFT,IF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_LD_AMYGDALA_LEFT,IF.ld (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA_LEFT,IF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FIBER_MASSES,fiber masses,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_RIGHT,MF (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala),6,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_ICM_AMYGDALA_RIGHT,MF.icm (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_RIGHT,MF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_LM_AMYGDALA_RIGHT,MF.lm (Amygdala) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_RIGHT,MF (Amygdala) right,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_LEFT,MF (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala),6,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_ICM_AMYGDALA_LEFT,MF.icm (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_LEFT,MF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_LM_AMYGDALA_LEFT,MF.lm (Amygdala) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA_LEFT,MF (Amygdala) left,7,True,0,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CEREBRAL_CORTEX,cerebral cortex,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TELENCEPHALON,telencephalon,2,False,13,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PARIETAL_LOBE,parietal lobe,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CEREBRAL_CORTEX,cerebral cortex,3,False,6,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PARIETAL_LOBE,parietal lobe,4,False,7,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL,Area 5L (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL_RIGHT,Area 5L (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL,Area 5L (SPL),6,True,0,,Homo sapiens,"(184, 184, 57)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL_LEFT,Area 5L (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL,Area 5L (SPL),6,True,0,,Homo sapiens,"(184, 184, 57)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL,Area 7M (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL_RIGHT,Area 7M (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL,Area 7M (SPL),6,True,0,,Homo sapiens,"(205, 60, 235)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL_LEFT,Area 7M (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL,Area 7M (SPL),6,True,0,,Homo sapiens,"(205, 60, 235)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,Area 7PC (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL_RIGHT,Area 7PC (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,Area 7PC (SPL),6,True,0,,Homo sapiens,"(251, 88, 28)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL_LEFT,Area 7PC (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,Area 7PC (SPL),6,True,0,,Homo sapiens,"(251, 88, 28)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5M_SPL,Area 5M (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5M_SPL_RIGHT,Area 5M (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5M_SPL,Area 5M (SPL),6,True,0,,Homo sapiens,"(224, 245, 75)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5M_SPL_LEFT,Area 5M (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5M_SPL,Area 5M (SPL),6,True,0,,Homo sapiens,"(224, 245, 75)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7P_SPL,Area 7P (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7P_SPL_RIGHT,Area 7P (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7P_SPL,Area 7P (SPL),6,True,0,,Homo sapiens,"(52, 19, 106)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7P_SPL_LEFT,Area 7P (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7P_SPL,Area 7P (SPL),6,True,0,,Homo sapiens,"(52, 19, 106)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5CI_SPL,Area 5Ci (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5CI_SPL_RIGHT,Area 5Ci (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5CI_SPL,Area 5Ci (SPL),6,True,0,,Homo sapiens,"(79, 241, 146)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5CI_SPL_LEFT,Area 5Ci (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5CI_SPL,Area 5Ci (SPL),6,True,0,,Homo sapiens,"(79, 241, 146)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL,Area 7A (SPL),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUPERIOR_PARIETAL_LOBULE,superior parietal lobule,5,False,2,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL_RIGHT,Area 7A (SPL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL,Area 7A (SPL),6,True,0,,Homo sapiens,"(0, 204, 201)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL_LEFT,Area 7A (SPL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL,Area 7A (SPL),6,True,0,,Homo sapiens,"(0, 204, 201)"
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_POSTCENTRAL_GYRUS,postcentral gyrus,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PARIETAL_LOBE,parietal lobe,4,False,4,,Homo sapiens,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_3B_POSTCG,Area 3b (PostCG),JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_POSTCENTRAL_GYRUS,postcentral gyrus,5,False,2,,Homo sapiens,
