source_region_id,source_region_name,parent_region_id,parent_region_name,hemisphere,biological_base_name,granularity_level,species_taxon_id,canonical_candidate,circuit_discovery_eligible,normalized_name_en,normalized_name_zh,name_en_status,name_zh_status,identity_note
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_RIGHT,Area Ia3 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA,Area Ia3 (Insula),right,Area Ia3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia3 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_LEFT,Area Ia3 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA,Area Ia3 (Insula),left,Area Ia3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia3 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_RIGHT,Area Id2 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA,Area Id2 (Insula),right,Area Id2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id2 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_LEFT,Area Id2 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA,Area Id2 (Insula),left,Area Id2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id2 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_RIGHT,Area Id8 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA,Area Id8 (Insula),right,Area Id8 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id8 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_LEFT,Area Id8 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA,Area Id8 (Insula),left,Area Id8 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id8 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_RIGHT,Area Id1 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA,Area Id1 (Insula),right,Area Id1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id1 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_LEFT,Area Id1 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA,Area Id1 (Insula),left,Area Id1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id1 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_RIGHT,Area Id9 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA,Area Id9 (Insula),right,Area Id9 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id9 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_LEFT,Area Id9 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA,Area Id9 (Insula),left,Area Id9 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id9 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_RIGHT,Area Id7 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA,Area Id7 (Insula),right,Area Id7 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id7 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_LEFT,Area Id7 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA,Area Id7 (Insula),left,Area Id7 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id7 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_RIGHT,Area Id5 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA,Area Id5 (Insula),right,Area Id5 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id5 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_LEFT,Area Id5 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA,Area Id5 (Insula),left,Area Id5 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id5 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_RIGHT,Area Id6 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA,Area Id6 (Insula),right,Area Id6 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id6 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_LEFT,Area Id6 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA,Area Id6 (Insula),left,Area Id6 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id6 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_RIGHT,Area Id10 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA,Area Id10 (Insula),right,Area Id10 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id10 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_LEFT,Area Id10 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA,Area Id10 (Insula),left,Area Id10 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id10 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_RIGHT,Area Id4 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA,Area Id4 (Insula),right,Area Id4 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id4 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_LEFT,Area Id4 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA,Area Id4 (Insula),left,Area Id4 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id4 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_RIGHT,Area Id3 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA,Area Id3 (Insula),right,Area Id3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id3 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_LEFT,Area Id3 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA,Area Id3 (Insula),left,Area Id3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Id3 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_RIGHT,Area STS2 (STS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS,Area STS2 (STS),right,Area STS2 (STS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area STS2 (STS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_LEFT,Area STS2 (STS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS,Area STS2 (STS),left,Area STS2 (STS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area STS2 (STS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_RIGHT,Area STS1 (STS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS,Area STS1 (STS),right,Area STS1 (STS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area STS1 (STS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_LEFT,Area STS1 (STS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS,Area STS1 (STS),left,Area STS1 (STS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area STS1 (STS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,Area OTS1 (OTS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS),right,Area OTS1 (OTS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area OTS1 (OTS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,Area OTS1 (OTS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS),left,Area OTS1 (OTS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area OTS1 (OTS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_RIGHT,Area Te 3 (STG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG,Area Te 3 (STG),right,Area Te 3 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 3 (STG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_LEFT,Area Te 3 (STG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG,Area Te 3 (STG),left,Area Te 3 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 3 (STG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_RIGHT,Area Te 2.2 (STG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG,Area Te 2.2 (STG),right,Area Te 2.2 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 2.2 (STG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_LEFT,Area Te 2.2 (STG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG,Area Te 2.2 (STG),left,Area Te 2.2 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 2.2 (STG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_RIGHT,Area Te 2.1 (STG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG,Area Te 2.1 (STG),right,Area Te 2.1 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 2.1 (STG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_LEFT,Area Te 2.1 (STG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG,Area Te 2.1 (STG),left,Area Te 2.1 (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 2.1 (STG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_RIGHT,Area Te 1.1 (HESCHL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL,Area Te 1.1 (HESCHL),right,Area Te 1.1 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.1 (HESCHL) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_LEFT,Area Te 1.1 (HESCHL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL,Area Te 1.1 (HESCHL),left,Area Te 1.1 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.1 (HESCHL) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_RIGHT,Area Te 1.2 (HESCHL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL,Area Te 1.2 (HESCHL),right,Area Te 1.2 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.2 (HESCHL) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_LEFT,Area Te 1.2 (HESCHL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL,Area Te 1.2 (HESCHL),left,Area Te 1.2 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.2 (HESCHL) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_RIGHT,Area Te 1.0 (HESCHL) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL,Area Te 1.0 (HESCHL),right,Area Te 1.0 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.0 (HESCHL) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_LEFT,Area Te 1.0 (HESCHL) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL,Area Te 1.0 (HESCHL),left,Area Te 1.0 (HESCHL),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Te 1.0 (HESCHL) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_RIGHT,Area Ph1 (PhG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG,Area Ph1 (PhG),right,Area Ph1 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph1 (PhG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_LEFT,Area Ph1 (PhG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG,Area Ph1 (PhG),left,Area Ph1 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph1 (PhG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_RIGHT,Area Ph2 (PhG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,Area Ph2 (PhG),right,Area Ph2 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph2 (PhG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_LEFT,Area Ph2 (PhG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,Area Ph2 (PhG),left,Area Ph2 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph2 (PhG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_RIGHT,Area Ph3 (PhG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG,Area Ph3 (PhG),right,Area Ph3 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph3 (PhG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_LEFT,Area Ph3 (PhG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG,Area Ph3 (PhG),left,Area Ph3 (PhG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ph3 (PhG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_RIGHT,Area CoS1 (CoS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS,Area CoS1 (CoS),right,Area CoS1 (CoS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area CoS1 (CoS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_LEFT,Area CoS1 (CoS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS,Area CoS1 (CoS),left,Area CoS1 (CoS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area CoS1 (CoS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_RIGHT,Area TI (STG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG,Area TI (STG),right,Area TI (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area TI (STG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_LEFT,Area TI (STG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG,Area TI (STG),left,Area TI (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area TI (STG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_RIGHT,Area TeI (STG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG,Area TeI (STG),right,Area TeI (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area TeI (STG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_LEFT,Area TeI (STG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG,Area TeI (STG),left,Area TeI (STG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area TeI (STG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_RIGHT,Area FG5 (FusG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,Area FG5 (FusG),right,Area FG5 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG5 (FusG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_LEFT,Area FG5 (FusG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,Area FG5 (FusG),left,Area FG5 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG5 (FusG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_RIGHT,Area FG2 (FusG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG,Area FG2 (FusG),right,Area FG2 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG2 (FusG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_LEFT,Area FG2 (FusG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG,Area FG2 (FusG),left,Area FG2 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG2 (FusG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_RIGHT,Area FG3 (FusG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG,Area FG3 (FusG),right,Area FG3 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG3 (FusG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_LEFT,Area FG3 (FusG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG,Area FG3 (FusG),left,Area FG3 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG3 (FusG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_RIGHT,Area FG1 (FusG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG,Area FG1 (FusG),right,Area FG1 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG1 (FusG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_LEFT,Area FG1 (FusG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG,Area FG1 (FusG),left,Area FG1 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG1 (FusG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_RIGHT,Area FG4 (FusG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG,Area FG4 (FusG),right,Area FG4 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG4 (FusG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_LEFT,Area FG4 (FusG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG,Area FG4 (FusG),left,Area FG4 (FusG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area FG4 (FusG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
