fine_region_id,hemisphere,g1_id,gm_weighted_score
NGIQ-BR-00000007,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000294,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000007,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000295,0.31036
NGIQ-BR-00000009,left,NGIQ-BR-00000291,0.05392
NGIQ-BR-00000009,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000294,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000009,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000274,0.27989
NGIQ-BR-00000011,left,NGIQ-BR-00000277,0.00093
NGIQ-BR-00000011,left,NGIQ-BR-00000295,8e-05
NGIQ-BR-00000011,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000294,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000011,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000299,0.44214
NGIQ-BR-00000013,left,NGIQ-BR-00000298,0.02629
NGIQ-BR-00000013,left,NGIQ-BR-00000288,0.01999
NGIQ-BR-00000013,left,NGIQ-BR-00000297,0.00614
NGIQ-BR-00000013,left,NGIQ-BR-00000296,0.0034
NGIQ-BR-00000013,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000294,0.0
NGIQ-BR-00000013,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000279,0.25132
NGIQ-BR-00000015,left,NGIQ-BR-00000277,0.00187
NGIQ-BR-00000015,left,NGIQ-BR-00000273,0.00136
NGIQ-BR-00000015,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000294,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000015,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000294,0.41382
NGIQ-BR-00000021,left,NGIQ-BR-00000293,0.02304
NGIQ-BR-00000021,left,NGIQ-BR-00000270,0.00216
NGIQ-BR-00000021,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000021,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000294,0.61134
NGIQ-BR-00000023,left,NGIQ-BR-00000293,0.01558
NGIQ-BR-00000023,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000023,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000294,0.39727
NGIQ-BR-00000025,left,NGIQ-BR-00000290,0.00226
NGIQ-BR-00000025,left,NGIQ-BR-00000270,0.00082
NGIQ-BR-00000025,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000025,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000294,0.37146
NGIQ-BR-00000027,left,NGIQ-BR-00000283,0.03866
NGIQ-BR-00000027,left,NGIQ-BR-00000289,0.01089
NGIQ-BR-00000027,left,NGIQ-BR-00000290,0.00155
NGIQ-BR-00000027,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000027,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000294,0.49372
NGIQ-BR-00000029,left,NGIQ-BR-00000269,0.00331
NGIQ-BR-00000029,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000293,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000029,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000294,0.52562
NGIQ-BR-00000031,left,NGIQ-BR-00000292,0.00035
NGIQ-BR-00000031,left,NGIQ-BR-00000293,0.00028
NGIQ-BR-00000031,left,NGIQ-BR-00000269,0.0002
NGIQ-BR-00000031,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000031,left,NGIQ-BR-00000299,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000293,0.33108
NGIQ-BR-00000033,left,NGIQ-BR-00000294,0.00436
NGIQ-BR-00000033,left,NGIQ-BR-00000269,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000270,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000271,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000272,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000273,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000274,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000275,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000276,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000277,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000278,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000279,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000280,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000281,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000282,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000283,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000284,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000285,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000286,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000287,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000288,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000289,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000290,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000291,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000292,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000295,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000296,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000297,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000298,0.0
NGIQ-BR-00000033,left,NGIQ-BR-00000299,0.0
