relation_id,fine_region_id,fine_name,granularity,atlas,hemisphere,historical_status,proposed_g1_id,proposed_g1_name,proposed_containment,proposed_rank,proposed_dice,best_g1_id,best_containment,second_best_g1_id,second_best_containment,best_non_proposed_g1_id,best_non_proposed_score,margin_vs_best_competitor,fine_voxels,outside_union_voxels,outside_union_fraction,v3_historical,flags,left_fraction,right_fraction,correct_side_fraction,contralateral_fraction
NGIQ-BR-00000040,NGIQ-BR-00000040,MFG_R_7_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.33596,1,0.27018,NGIQ-BR-00000324,0.33596,NGIQ-BR-00000317,0.00355,NGIQ-BR-00000317,0.00355,0.33242,8742,5747,0.6574,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000044,NGIQ-BR-00000044,MFG_R_7_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,0.35291,1,0.35502,NGIQ-BR-00000301,0.35291,NGIQ-BR-00000325,0.00694,NGIQ-BR-00000325,0.00694,0.34596,5041,3213,0.63737,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000046,NGIQ-BR-00000046,MFG_R_7_7,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.39366,1,0.32259,NGIQ-BR-00000324,0.39366,NGIQ-BR-00000325,0.0389,NGIQ-BR-00000325,0.0389,0.35476,9023,5054,0.56012,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000052,NGIQ-BR-00000052,IFG_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",0.2955,1,0.32359,NGIQ-BR-00000317,0.2955,NGIQ-BR-00000324,0.00168,NGIQ-BR-00000324,0.00168,0.29382,3577,2511,0.70198,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000056,NGIQ-BR-00000056,IFG_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",0.3984,1,0.28571,NGIQ-BR-00000315,0.3984,NGIQ-BR-00000321,0.03298,NGIQ-BR-00000321,0.03298,0.36542,2244,1276,0.56863,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000058,NGIQ-BR-00000058,OrG_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,0.32352,1,0.34686,NGIQ-BR-00000311,0.32352,NGIQ-BR-00000325,0.02761,NGIQ-BR-00000325,0.02761,0.29592,6049,3882,0.64176,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0286,0.9714,0.9714,0.0286
NGIQ-BR-00000062,NGIQ-BR-00000062,OrG_R_6_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,0.4628,1,0.53691,NGIQ-BR-00000309,0.4628,NGIQ-BR-00000316,0.01778,NGIQ-BR-00000316,0.01778,0.44502,10404,5320,0.51134,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000066,NGIQ-BR-00000066,OrG_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,0.22754,1,0.2538,NGIQ-BR-00000311,0.22754,NGIQ-BR-00000309,0.1015,NGIQ-BR-00000309,0.1015,0.12604,6601,4429,0.67096,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.01197,0.98803,0.98803,0.01197
NGIQ-BR-00000070,NGIQ-BR-00000070,PrG_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.50142,1,0.26562,NGIQ-BR-00000321,0.50142,NGIQ-BR-00000319,0.01439,NGIQ-BR-00000319,0.01439,0.48703,4587,2221,0.48419,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000072,NGIQ-BR-00000072,PrG_R_6_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.29978,1,0.21183,NGIQ-BR-00000321,0.29978,NGIQ-BR-00000325,0.02315,NGIQ-BR-00000325,0.02315,0.27664,6955,4589,0.65981,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000074,NGIQ-BR-00000074,PrG_R_6_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.39103,1,0.23489,NGIQ-BR-00000321,0.39103,NGIQ-BR-00000319,0.02287,NGIQ-BR-00000319,0.02287,0.36816,5465,3203,0.58609,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000076,NGIQ-BR-00000076,PrG_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.34435,1,0.13855,NGIQ-BR-00000321,0.34435,NGIQ-BR-00000314,0.01216,NGIQ-BR-00000314,0.01216,0.33219,3206,2043,0.63724,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000078,NGIQ-BR-00000078,PrG_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.43452,1,0.18567,NGIQ-BR-00000321,0.43452,NGIQ-BR-00000315,0.01648,NGIQ-BR-00000315,0.01648,0.41804,3459,1871,0.54091,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000080,NGIQ-BR-00000080,PrG_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,0.28599,1,0.17681,NGIQ-BR-00000321,0.28599,NGIQ-BR-00000301,0.00176,NGIQ-BR-00000301,0.00176,0.28423,5696,4057,0.71225,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000082,NGIQ-BR-00000082,PCL_R_2_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000314,Right Paracentral Lobule,0.39484,1,0.36013,NGIQ-BR-00000314,0.39484,NGIQ-BR-00000322,0.02529,NGIQ-BR-00000322,0.02529,0.36955,3875,2230,0.57548,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000084,NGIQ-BR-00000084,PCL_R_2_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000314,Right Paracentral Lobule,0.39314,1,0.39846,NGIQ-BR-00000314,0.39314,NGIQ-BR-00000321,0.00147,NGIQ-BR-00000321,0.00147,0.39166,4749,2875,0.60539,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.00232,0.99768,0.99768,0.00232
NGIQ-BR-00000086,NGIQ-BR-00000086,STG_R_6_2,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.3362,1,0.1534,NGIQ-BR-00000327,0.3362,NGIQ-BR-00000329,0.07362,NGIQ-BR-00000329,0.07362,0.26258,3260,1920,0.58896,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000090,NGIQ-BR-00000090,STG_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.37777,1,0.22714,NGIQ-BR-00000327,0.37777,NGIQ-BR-00000328,0.00211,NGIQ-BR-00000328,0.00211,0.37566,4741,2940,0.62012,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000092,NGIQ-BR-00000092,STG_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.43371,1,0.29743,NGIQ-BR-00000327,0.43371,NGIQ-BR-00000330,0.00035,NGIQ-BR-00000330,0.00035,0.43336,5755,3257,0.56594,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000094,NGIQ-BR-00000094,STG_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.52515,1,0.22823,NGIQ-BR-00000327,0.52515,NGIQ-BR-00000312,0.00523,NGIQ-BR-00000312,0.00523,0.51992,3062,1438,0.46963,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000096,NGIQ-BR-00000096,MTG_R_4_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.32285,1,0.29316,NGIQ-BR-00000312,0.32285,NGIQ-BR-00000327,0.0454,NGIQ-BR-00000327,0.0454,0.27745,8744,5336,0.61025,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000098,NGIQ-BR-00000098,MTG_R_4_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.27221,1,0.20472,NGIQ-BR-00000312,0.27221,NGIQ-BR-00000306,0.00679,NGIQ-BR-00000306,0.00679,0.26543,6337,4551,0.71816,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000100,NGIQ-BR-00000100,MTG_R_4_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.28031,1,0.27653,NGIQ-BR-00000312,0.28031,NGIQ-BR-00000327,0.10034,NGIQ-BR-00000327,0.10034,0.17997,10235,6339,0.61935,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000102,NGIQ-BR-00000102,ITG_R_7_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.41509,1,0.13876,NGIQ-BR-00000306,0.41509,NGIQ-BR-00000304,0.01461,NGIQ-BR-00000304,0.01461,0.40049,1643,937,0.5703,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000104,NGIQ-BR-00000104,ITG_R_7_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.30765,1,0.11565,NGIQ-BR-00000306,0.30765,NGIQ-BR-00000304,0.00106,NGIQ-BR-00000304,0.00106,0.3066,1895,1310,0.69129,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000106,NGIQ-BR-00000106,ITG_R_7_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.32749,1,0.19529,NGIQ-BR-00000306,0.32749,NGIQ-BR-00000304,0.02559,NGIQ-BR-00000304,0.02559,0.3019,3478,2249,0.64664,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000108,NGIQ-BR-00000108,ITG_R_7_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.29469,1,0.18697,NGIQ-BR-00000306,0.29469,NGIQ-BR-00000312,0.05047,NGIQ-BR-00000312,0.05047,0.24422,3804,2491,0.65484,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000110,NGIQ-BR-00000110,ITG_R_7_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.26428,1,0.13847,NGIQ-BR-00000306,0.26428,NGIQ-BR-00000312,0.00275,NGIQ-BR-00000312,0.00275,0.26153,2906,2126,0.73159,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000112,NGIQ-BR-00000112,ITG_R_7_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.2022,1,0.1154,NGIQ-BR-00000306,0.2022,NGIQ-BR-00000312,0.0673,NGIQ-BR-00000312,0.0673,0.1349,3269,2388,0.7305,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000114,NGIQ-BR-00000114,ITG_R_7_7,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.43848,1,0.31975,NGIQ-BR-00000306,0.43848,NGIQ-BR-00000304,0.00085,NGIQ-BR-00000304,0.00085,0.43763,4698,2634,0.56066,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000116,NGIQ-BR-00000116,FuG_R_3_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,0.2942,1,0.3244,NGIQ-BR-00000304,0.2942,NGIQ-BR-00000303,0.01931,NGIQ-BR-00000303,0.01931,0.27489,8909,5971,0.67022,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000118,NGIQ-BR-00000118,FuG_R_3_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,0.33738,1,0.31898,NGIQ-BR-00000304,0.33738,NGIQ-BR-00000308,0.00354,NGIQ-BR-00000308,0.00354,0.33385,6500,4280,0.65846,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000120,NGIQ-BR-00000120,FuG_R_3_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,0.30636,1,0.29054,NGIQ-BR-00000304,0.30636,NGIQ-BR-00000306,0.04925,NGIQ-BR-00000306,0.04925,0.25711,6538,4201,0.64255,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000122,NGIQ-BR-00000122,PhG_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000303,Right Entorhinal Cortex,0.34937,1,0.28096,NGIQ-BR-00000303,0.34937,NGIQ-BR-00000313,0.0557,NGIQ-BR-00000313,0.0557,0.29367,1185,692,0.58397,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000124,NGIQ-BR-00000124,PhG_R_6_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.46728,1,0.37282,NGIQ-BR-00000313,0.46728,NGIQ-BR-00000304,0.01267,NGIQ-BR-00000304,0.01267,0.45461,1421,730,0.51372,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000126,NGIQ-BR-00000126,PhG_R_6_3,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.35086,1,0.25432,NGIQ-BR-00000313,0.35086,NGIQ-BR-00000304,0.09942,NGIQ-BR-00000304,0.09942,0.25144,1217,669,0.54971,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000128,NGIQ-BR-00000128,PhG_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000303,Right Entorhinal Cortex,0.30118,1,0.24185,NGIQ-BR-00000303,0.30118,NGIQ-BR-00000313,0.14636,NGIQ-BR-00000313,0.14636,0.15482,1182,653,0.55245,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000130,NGIQ-BR-00000130,PhG_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000303,Right Entorhinal Cortex,0.55491,1,0.40917,NGIQ-BR-00000303,0.55491,NGIQ-BR-00000300,0.0,NGIQ-BR-00000300,0.0,0.55491,1029,458,0.44509,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000132,NGIQ-BR-00000132,PhG_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.3792,1,0.28762,NGIQ-BR-00000313,0.3792,NGIQ-BR-00000304,0.00306,NGIQ-BR-00000304,0.00306,0.37615,1308,805,0.61544,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000138,NGIQ-BR-00000138,SPL_R_5_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.28034,1,0.16894,NGIQ-BR-00000326,0.28034,NGIQ-BR-00000322,0.00865,NGIQ-BR-00000322,0.00865,0.27169,3931,2795,0.71102,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000140,NGIQ-BR-00000140,SPL_R_5_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.27531,1,0.16089,NGIQ-BR-00000326,0.27531,NGIQ-BR-00000305,0.00266,NGIQ-BR-00000305,0.00266,0.27265,3763,2706,0.71911,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000142,NGIQ-BR-00000142,SPL_R_5_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.2696,1,0.18161,NGIQ-BR-00000326,0.2696,NGIQ-BR-00000319,0.00454,NGIQ-BR-00000319,0.00454,0.26507,4629,3344,0.7224,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000144,NGIQ-BR-00000144,SPL_R_5_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.13706,1,0.07447,NGIQ-BR-00000326,0.13706,NGIQ-BR-00000305,0.02882,NGIQ-BR-00000305,0.02882,0.10824,3400,2836,0.83412,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000146,NGIQ-BR-00000146,IPL_R_6_2,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.30581,1,0.26994,NGIQ-BR-00000305,0.30581,NGIQ-BR-00000326,0.00078,NGIQ-BR-00000326,0.00078,0.30502,7665,5315,0.69341,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000148,NGIQ-BR-00000148,IPL_R_6_3,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.22535,1,0.23786,NGIQ-BR-00000328,0.22535,NGIQ-BR-00000305,0.02887,NGIQ-BR-00000305,0.02887,0.19648,9665,7132,0.73792,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000150,NGIQ-BR-00000150,IPL_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.23628,1,0.25534,NGIQ-BR-00000328,0.23628,NGIQ-BR-00000305,0.08145,NGIQ-BR-00000305,0.08145,0.15483,10166,6935,0.68218,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000152,NGIQ-BR-00000152,IPL_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.21811,1,0.23586,NGIQ-BR-00000305,0.21811,NGIQ-BR-00000328,0.00517,NGIQ-BR-00000328,0.00517,0.21294,11421,8849,0.7748,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000154,NGIQ-BR-00000154,IPL_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.31292,1,0.34391,NGIQ-BR-00000328,0.31292,NGIQ-BR-00000327,0.00664,NGIQ-BR-00000327,0.00664,0.30628,10549,7118,0.67476,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000156,NGIQ-BR-00000156,PCun_R_4_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,0.25292,1,0.15326,NGIQ-BR-00000322,0.25292,NGIQ-BR-00000326,0.0163,NGIQ-BR-00000326,0.0163,0.23662,3681,2690,0.73078,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000158,NGIQ-BR-00000158,PCun_R_4_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,0.28242,1,0.2216,NGIQ-BR-00000322,0.28242,NGIQ-BR-00000326,0.01774,NGIQ-BR-00000326,0.01774,0.26468,5467,3821,0.69892,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000160,NGIQ-BR-00000160,PCun_R_4_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,0.32428,1,0.33178,NGIQ-BR-00000322,0.32428,NGIQ-BR-00000302,0.01657,NGIQ-BR-00000302,0.01657,0.3077,8869,5597,0.63107,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000162,NGIQ-BR-00000162,PCun_R_4_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,0.304,1,0.28511,NGIQ-BR-00000322,0.304,NGIQ-BR-00000307,0.00695,NGIQ-BR-00000307,0.00695,0.29704,7477,5151,0.68891,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0008,0.9992,0.9992,0.0008
NGIQ-BR-00000164,NGIQ-BR-00000164,PoG_R_4_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,0.29964,1,0.28289,NGIQ-BR-00000319,0.29964,NGIQ-BR-00000321,0.04148,NGIQ-BR-00000321,0.04148,0.25815,8220,5416,0.65888,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
