relation_id,fine_region_id,fine_name,granularity,atlas,hemisphere,historical_status,proposed_g1_id,proposed_g1_name,proposed_containment,proposed_rank,proposed_dice,best_g1_id,best_containment,second_best_g1_id,second_best_containment,best_non_proposed_g1_id,best_non_proposed_score,margin_vs_best_competitor,fine_voxels,outside_union_voxels,outside_union_fraction,v3_historical,flags,left_fraction,right_fraction,correct_side_fraction,contralateral_fraction
NGIQ-BR-00000119,NGIQ-BR-00000119,FuG_L_3_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000273,Left Fusiform Gyrus,0.2813,1,0.28729,NGIQ-BR-00000273,0.2813,NGIQ-BR-00000275,0.05257,NGIQ-BR-00000275,0.05257,0.22874,8066,5295,0.65646,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000121,NGIQ-BR-00000121,PhG_L_6_1,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000272,Left Entorhinal Cortex,0.38024,1,0.32883,NGIQ-BR-00000272,0.38024,NGIQ-BR-00000282,0.00426,NGIQ-BR-00000282,0.00426,0.37598,1407,865,0.61478,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000123,NGIQ-BR-00000123,PhG_L_6_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000282,Left Parahippocampal Gyrus,0.47687,1,0.36188,NGIQ-BR-00000282,0.47687,NGIQ-BR-00000272,0.0319,NGIQ-BR-00000272,0.0319,0.44498,1254,608,0.48485,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000125,NGIQ-BR-00000125,PhG_L_6_3,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000282,Left Parahippocampal Gyrus,0.39435,1,0.31222,NGIQ-BR-00000282,0.39435,NGIQ-BR-00000273,0.0692,NGIQ-BR-00000273,0.0692,0.32515,1344,721,0.53646,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000127,NGIQ-BR-00000127,PhG_L_6_4,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000272,Left Entorhinal Cortex,0.31234,1,0.28403,NGIQ-BR-00000272,0.31234,NGIQ-BR-00000282,0.2026,NGIQ-BR-00000282,0.2026,0.10974,1540,747,0.48506,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000129,NGIQ-BR-00000129,PhG_L_6_5,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000272,Left Entorhinal Cortex,0.31907,1,0.18793,NGIQ-BR-00000272,0.31907,NGIQ-BR-00000269,0.0,NGIQ-BR-00000269,0.0,0.31907,771,525,0.68093,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000131,NGIQ-BR-00000131,PhG_L_6_6,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000282,Left Parahippocampal Gyrus,0.32971,1,0.23074,NGIQ-BR-00000282,0.32971,NGIQ-BR-00000279,0.04529,NGIQ-BR-00000279,0.04529,0.28442,1104,667,0.60417,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000137,NGIQ-BR-00000137,SPL_L_5_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.25742,1,0.16973,NGIQ-BR-00000295,0.25742,NGIQ-BR-00000291,0.0441,NGIQ-BR-00000291,0.0441,0.21332,4580,3199,0.69847,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000139,NGIQ-BR-00000139,SPL_L_5_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.26119,1,0.17553,NGIQ-BR-00000295,0.26119,NGIQ-BR-00000297,0.00891,NGIQ-BR-00000297,0.00891,0.25228,4713,3414,0.72438,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000141,NGIQ-BR-00000141,SPL_L_5_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.22283,1,0.14734,NGIQ-BR-00000295,0.22283,NGIQ-BR-00000291,0.03043,NGIQ-BR-00000291,0.03043,0.19239,4600,3280,0.71304,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000143,NGIQ-BR-00000143,SPL_L_5_5,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.18116,1,0.11384,NGIQ-BR-00000295,0.18116,NGIQ-BR-00000274,0.00656,NGIQ-BR-00000274,0.00656,0.1746,4267,3466,0.81228,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000145,NGIQ-BR-00000145,IPL_L_6_2,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000274,Left Inferior Parietal Lobule,0.22584,1,0.2164,NGIQ-BR-00000274,0.22584,NGIQ-BR-00000297,0.02589,NGIQ-BR-00000297,0.02589,0.19995,7842,5849,0.74586,FROZEN_DECISION_PREVAILS,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000147,NGIQ-BR-00000147,IPL_L_6_3,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000297,Left Supramarginal Gyrus,0.24851,1,0.24368,NGIQ-BR-00000297,0.24851,NGIQ-BR-00000288,0.02273,NGIQ-BR-00000288,0.02273,0.22578,8402,6096,0.72554,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000149,NGIQ-BR-00000149,IPL_L_6_4,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000297,Left Supramarginal Gyrus,0.25055,1,0.2611,NGIQ-BR-00000297,0.25055,NGIQ-BR-00000274,0.08261,NGIQ-BR-00000274,0.08261,0.16795,9503,6317,0.66474,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000151,NGIQ-BR-00000151,IPL_L_6_5,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000274,Left Inferior Parietal Lobule,0.22516,1,0.27099,NGIQ-BR-00000274,0.22516,NGIQ-BR-00000297,0.02499,NGIQ-BR-00000297,0.02499,0.20017,12884,9626,0.74713,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000153,NGIQ-BR-00000153,IPL_L_6_6,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000297,Left Supramarginal Gyrus,0.34055,1,0.34408,NGIQ-BR-00000297,0.34055,NGIQ-BR-00000288,0.01009,NGIQ-BR-00000288,0.01009,0.33046,8918,5767,0.64667,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000155,NGIQ-BR-00000155,PCun_L_4_1,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,0.22813,1,0.15562,NGIQ-BR-00000291,0.22813,NGIQ-BR-00000269,0.0,NGIQ-BR-00000269,0.0,0.22813,4401,3397,0.77187,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.90684,0.09316,0.90684,0.09316
NGIQ-BR-00000157,NGIQ-BR-00000157,PCun_L_4_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,0.30566,1,0.21971,NGIQ-BR-00000291,0.30566,NGIQ-BR-00000283,0.02432,NGIQ-BR-00000283,0.02432,0.28134,4770,3193,0.66939,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.98889,0.01111,0.98889,0.01111
NGIQ-BR-00000159,NGIQ-BR-00000159,PCun_L_4_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,0.27861,1,0.25966,NGIQ-BR-00000291,0.27861,NGIQ-BR-00000271,0.01591,NGIQ-BR-00000271,0.01591,0.2627,7419,5166,0.69632,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.99636,0.00364,0.99636,0.00364
NGIQ-BR-00000161,NGIQ-BR-00000161,PCun_L_4_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,0.32426,1,0.29065,NGIQ-BR-00000291,0.32426,NGIQ-BR-00000276,0.00637,NGIQ-BR-00000276,0.00637,0.31789,6905,4622,0.66937,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.96452,0.03548,0.96452,0.03548
NGIQ-BR-00000163,NGIQ-BR-00000163,PoG_L_4_1,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,0.3048,1,0.26575,NGIQ-BR-00000288,0.3048,NGIQ-BR-00000290,0.01026,NGIQ-BR-00000290,0.01026,0.29454,7897,5409,0.68494,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000165,NGIQ-BR-00000165,PoG_L_4_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,0.48168,1,0.33979,NGIQ-BR-00000288,0.48168,NGIQ-BR-00000290,0.00395,NGIQ-BR-00000290,0.00395,0.47773,5568,2841,0.51024,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000167,NGIQ-BR-00000167,PoG_L_4_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,0.31035,1,0.24615,NGIQ-BR-00000288,0.31035,NGIQ-BR-00000295,0.01653,NGIQ-BR-00000295,0.01653,0.29382,6715,4520,0.67312,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000169,NGIQ-BR-00000169,PoG_L_4_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,0.29878,1,0.19801,NGIQ-BR-00000288,0.29878,NGIQ-BR-00000290,0.00632,NGIQ-BR-00000290,0.00632,0.29246,5064,3503,0.69175,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000171,NGIQ-BR-00000171,INS_L_6_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,0.54169,1,0.19412,NGIQ-BR-00000299,0.54169,NGIQ-BR-00000278,0.04734,NGIQ-BR-00000278,0.04734,0.49435,1859,764,0.41097,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000173,NGIQ-BR-00000173,INS_L_6_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,0.57111,1,0.23517,NGIQ-BR-00000299,0.57111,NGIQ-BR-00000278,0.00498,NGIQ-BR-00000278,0.00498,0.56612,2208,932,0.4221,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000175,NGIQ-BR-00000175,INS_L_6_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,0.5658,1,0.23516,NGIQ-BR-00000299,0.5658,NGIQ-BR-00000296,0.05595,NGIQ-BR-00000296,0.05595,0.50985,2234,845,0.37825,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000177,NGIQ-BR-00000177,INS_L_6_5,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,0.60148,1,0.26697,NGIQ-BR-00000299,0.60148,NGIQ-BR-00000288,0.03129,NGIQ-BR-00000288,0.03129,0.57019,2429,888,0.36558,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000179,NGIQ-BR-00000179,INS_L_6_6,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,0.48556,1,0.27056,NGIQ-BR-00000299,0.48556,NGIQ-BR-00000284,0.08209,NGIQ-BR-00000284,0.08209,0.40347,3289,1331,0.40468,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000187,NGIQ-BR-00000187,CG_L_7_4,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,0.40796,1,0.43141,NGIQ-BR-00000276,0.40796,NGIQ-BR-00000291,0.02611,NGIQ-BR-00000291,0.02611,0.38185,3064,1656,0.54047,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000191,NGIQ-BR-00000191,CG_L_7_6,G3_MESO_FINE,Brainnetome,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,0.29776,1,0.32882,NGIQ-BR-00000289,0.29776,NGIQ-BR-00000283,0.064,NGIQ-BR-00000283,0.064,0.23376,5219,3192,0.61161,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.97662,0.02338,0.97662,0.02338
NGIQ-BR-00000193,NGIQ-BR-00000193,CG_L_7_7,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,0.25503,1,0.35519,NGIQ-BR-00000292,0.25503,NGIQ-BR-00000280,0.04002,NGIQ-BR-00000280,0.04002,0.215,5172,3540,0.68445,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.99401,0.00599,0.99401,0.00599
NGIQ-BR-00000199,NGIQ-BR-00000199,MVOcC_L_5_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000279,Left Lingual Gyrus,0.34222,1,0.38017,NGIQ-BR-00000279,0.34222,NGIQ-BR-00000273,0.00519,NGIQ-BR-00000273,0.00519,0.33703,7124,4633,0.65034,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000203,NGIQ-BR-00000203,LOcC_L_4_1,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.20107,1,0.19527,NGIQ-BR-00000277,0.20107,NGIQ-BR-00000274,0.02346,NGIQ-BR-00000274,0.02346,0.17761,6351,4894,0.77059,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000205,NGIQ-BR-00000205,LOcC_L_4_2,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.19458,1,0.18316,NGIQ-BR-00000277,0.19458,NGIQ-BR-00000274,0.02792,NGIQ-BR-00000274,0.02792,0.16667,5982,4623,0.77282,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000207,NGIQ-BR-00000207,LOcC_L_4_3,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.23958,1,0.26017,NGIQ-BR-00000277,0.23958,NGIQ-BR-00000287,0.00188,NGIQ-BR-00000287,0.00188,0.23771,7993,6054,0.75741,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000209,NGIQ-BR-00000209,LOcC_L_4_4,G3_MESO_FINE,Brainnetome,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.22003,1,0.24825,NGIQ-BR-00000277,0.22003,NGIQ-BR-00000273,0.00413,NGIQ-BR-00000273,0.00413,0.21589,8708,6728,0.77262,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,1.0,0.0,1.0,0.0
NGIQ-BR-00000002,NGIQ-BR-00000002,SFG_R_7_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.43989,1,0.22405,NGIQ-BR-00000325,0.43989,NGIQ-BR-00000300,0.00386,NGIQ-BR-00000300,0.00386,0.43604,7520,4178,0.55559,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000004,NGIQ-BR-00000004,IFG_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",0.21155,1,0.17535,NGIQ-BR-00000315,0.21155,NGIQ-BR-00000324,0.03133,NGIQ-BR-00000324,0.03133,0.18022,2841,2139,0.7529,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000008,NGIQ-BR-00000008,MTG_R_4_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.39195,1,0.28955,NGIQ-BR-00000312,0.39195,NGIQ-BR-00000306,0.00244,NGIQ-BR-00000306,0.00244,0.38951,6159,3730,0.60562,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000010,NGIQ-BR-00000010,SPL_R_5_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.2974,1,0.20635,NGIQ-BR-00000326,0.2974,NGIQ-BR-00000322,0.00145,NGIQ-BR-00000322,0.00145,0.29595,4842,3395,0.70116,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000012,NGIQ-BR-00000012,IPL_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.25888,1,0.26094,NGIQ-BR-00000305,0.25888,NGIQ-BR-00000312,0.00568,NGIQ-BR-00000312,0.00568,0.2532,9858,7243,0.73473,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000014,NGIQ-BR-00000014,INS_R_6_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.5064,1,0.21096,NGIQ-BR-00000330,0.5064,NGIQ-BR-00000329,0.02163,NGIQ-BR-00000329,0.02163,0.48477,2265,1040,0.45916,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000016,NGIQ-BR-00000016,MVOcC_R_5_1,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000310,Right Lingual Gyrus,0.21549,1,0.20929,NGIQ-BR-00000310,0.21549,NGIQ-BR-00000318,0.03059,NGIQ-BR-00000318,0.03059,0.1849,5165,3821,0.73979,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000022,NGIQ-BR-00000022,SFG_R_7_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.33706,1,0.15408,NGIQ-BR-00000325,0.33706,NGIQ-BR-00000301,0.00736,NGIQ-BR-00000301,0.00736,0.3297,6521,4260,0.65327,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000024,NGIQ-BR-00000024,SFG_R_7_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.51379,1,0.25662,NGIQ-BR-00000325,0.51379,NGIQ-BR-00000324,0.00082,NGIQ-BR-00000324,0.00082,0.51297,7326,3556,0.48539,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000026,NGIQ-BR-00000026,SFG_R_7_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.4,1,0.15796,NGIQ-BR-00000325,0.4,NGIQ-BR-00000301,0.00609,NGIQ-BR-00000301,0.00609,0.39391,5415,3216,0.59391,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000028,NGIQ-BR-00000028,SFG_R_7_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.24359,1,0.10964,NGIQ-BR-00000325,0.24359,NGIQ-BR-00000314,0.06164,NGIQ-BR-00000314,0.06164,0.18195,6392,4307,0.67381,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.00329,0.99671,0.99671,0.00329
NGIQ-BR-00000030,NGIQ-BR-00000030,SFG_R_7_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.43988,1,0.2306,NGIQ-BR-00000325,0.43988,NGIQ-BR-00000300,0.00345,NGIQ-BR-00000300,0.00345,0.43643,7818,4341,0.55526,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.01752,0.98248,0.98248,0.01752
NGIQ-BR-00000032,NGIQ-BR-00000032,SFG_R_7_7,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.41926,1,0.22896,NGIQ-BR-00000325,0.41926,NGIQ-BR-00000323,0.00181,NGIQ-BR-00000323,0.00181,0.41744,8267,4786,0.57893,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.00931,0.99069,0.99069,0.00931
NGIQ-BR-00000034,NGIQ-BR-00000034,MFG_R_7_1,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.21148,1,0.17388,NGIQ-BR-00000324,0.21148,NGIQ-BR-00000301,0.04386,NGIQ-BR-00000301,0.04386,0.16762,9074,6634,0.7311,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000036,NGIQ-BR-00000036,MFG_R_7_2,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,0.16302,1,0.16742,NGIQ-BR-00000301,0.16302,NGIQ-BR-00000324,0.01921,NGIQ-BR-00000324,0.01921,0.14381,5257,4220,0.80274,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000038,NGIQ-BR-00000038,MFG_R_7_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.29951,1,0.24374,NGIQ-BR-00000324,0.29951,NGIQ-BR-00000325,0.0176,NGIQ-BR-00000325,0.0176,0.2819,8918,6090,0.68289,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
