canonical_g4_id,canonical_name,hemisphere,source_region_pk,spatial_component_id,scientific_decision,decision_reason_code,candidate_allowed,evidence_reference,provenance_reference
NGIQ-BR-00000353,LB.Bl (Amygdala) right,right,892,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000354,LB.Bm (Amygdala) right,right,895,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000355,LB.Pl (Amygdala) right,right,898,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000356,LB.La (Amygdala) right,right,901,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000357,LB.Bl (Amygdala) left,left,904,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000358,LB.Bm (Amygdala) left,left,907,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000359,LB.Pl (Amygdala) left,left,910,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000360,LB.La (Amygdala) left,left,913,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000361,SF.AHi (Amygdala) right,right,916,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000362,SF.APir (Amygdala) right,right,919,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000363,SF.VCo (Amygdala) right,right,922,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000364,SF.AHi (Amygdala) left,left,925,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000365,SF.APir (Amygdala) left,left,928,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000366,SF.VCo (Amygdala) left,left,931,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000367,Astr (Amygdala) right,right,934,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000368,Astr (Amygdala) left,left,937,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,CONFLICT_REVIEW,PARTIAL_TARGET_EVIDENCE_INCONSISTENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000370,VTM (Amygdala) left,left,943,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VTM_AMYGDALA,CONFLICT_REVIEW,SEMANTIC_FAMILY_MISMATCH,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000371,IF.ice (Amygdala) right,right,946,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000372,IF.iol (Amygdala) right,right,949,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000373,IF.ld (Amygdala) right,right,952,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000374,IF.ice (Amygdala) left,left,955,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000375,IF.iol (Amygdala) left,left,958,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000376,IF.ld (Amygdala) left,left,961,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000377,MF.icm (Amygdala) right,right,964,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000378,MF.lm (Amygdala) right,right,967,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000379,MF.icm (Amygdala) left,left,970,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000380,MF.lm (Amygdala) left,left,973,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000382,Area 5L (SPL) left,left,979,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_5L_SPL,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000383,Area 7M (SPL) right,right,982,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7M_SPL,CONFLICT_REVIEW,MULTI_TARGET_DIFFUSE_REMAINDER,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000393,Area 7A (SPL) right,right,1012,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000394,Area 7A (SPL) left,left,1015,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7A_SPL,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000395,Area 3b (PostCG) right,right,1018,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_3B_POSTCG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000396,Area 3b (PostCG) left,left,1021,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_3B_POSTCG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000399,Area 2 (PostCS) right,right,1030,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_2_POSTCS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000400,Area 2 (PostCS) left,left,1033,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_2_POSTCS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000401,Area 3a (PostCG) right,right,1036,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_3A_POSTCG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000402,Area 3a (PostCG) left,left,1039,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_3A_POSTCG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000426,Area hPO1 (POS) left,left,1111,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000427,Area hIP1 (IPS) right,right,1114,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP1_IPS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000452,Area 6d2 (PreCG) left,left,1189,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000454,Area 6d1 (PreCG) left,left,1195,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000471,Area 4a (PreCG) right,right,1246,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000472,Area 4a (PreCG) left,left,1249,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000473,Area Op10 (Frontal Operculum) right,right,1252,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000474,Area Op10 (Frontal Operculum) left,left,1255,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000480,Area Op7 (Frontal Operculum) left,left,1273,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000485,Area IFS4 (IFS) right,right,1288,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000488,Area IFS2 (IFS) left,left,1297,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000489,Area IFS1 (IFS) right,right,1300,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000493,Area IFS3 (IFS) right,right,1312,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS,CONFLICT_REVIEW,LOW_DOMINANCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000500,Area 44 (IFG) left,left,1333,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000501,Area 45 (IFG) right,right,1336,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG,CONFLICT_REVIEW,MULTI_TARGET_DIFFUSE_REMAINDER,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000509,Area MFG1 (MFG) right,right,1360,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000514,Area 6d3 (SFS) left,left,1375,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000519,"Area MFG5 (MFG, IFG) right",right,1390,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG,CONFLICT_REVIEW,PARTIAL_TARGET_EVIDENCE_INCONSISTENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000563,Area Id10 (Insula) right,right,1522,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA,CONFLICT_REVIEW,PARTIAL_TARGET_EVIDENCE_INCONSISTENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000573,Area OTS1 (OTS) right,right,1552,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000574,Area OTS1 (OTS) left,left,1555,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000576,Area Te 3 (STG) left,left,1561,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG,CONFLICT_REVIEW,MULTI_TARGET_DIFFUSE_REMAINDER,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000578,Area Te 2.2 (STG) left,left,1567,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000589,Area Ph2 (PhG) right,right,1600,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000590,Area Ph2 (PhG) left,left,1603,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000609,"Area TPJ (STG, SMG) right",right,1660,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000611,"Area hOc2 (V2, 18) right",right,1666,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000612,"Area hOc2 (V2, 18) left",left,1669,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000613,"Area hOc1 (V1, 17, CalcS) right",right,1672,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000614,"Area hOc1 (V1, 17, CalcS) left",left,1675,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,CONFLICT_REVIEW,MULTI_TARGET_DIFFUSE_REMAINDER,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000619,Area hOc3d (Cuneus) right,right,1690,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000631,Area p24c.pd24cd (pACC) right,right,1726,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000632,Area p24c.pd24cv (pACC) right,right,1729,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000633,Area p24c.pv24c (pACC) right,right,1732,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000634,Area p24c.pd24cd (pACC) left,left,1735,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000635,Area p24c.pd24cv (pACC) left,left,1738,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000636,Area p24c.pv24c (pACC) left,left,1741,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000637,Area 25.25a (sACC) right,right,1744,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000638,Area 25.25p (sACC) right,right,1747,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000639,Area 25.25a (sACC) left,left,1750,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000640,Area 25.25p (sACC) left,left,1753,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000641,Area p24ab.p24a (pACC) right,right,1756,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000642,Area p24ab.p24b (pACC) right,right,1759,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000643,Area p24ab.p24a (pACC) left,left,1762,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000644,Area p24ab.p24b (pACC) left,left,1765,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
