hemisphere,g3_entity_id,parcel_id,official_code,official_modified_name,seed_mask_code,seed_type,cohort,current_authority_decision,g3_vertex_count,dk_label_name,dk_label_id,dk_vertex_count,intersection_vertex_count,source_coverage_ratio,target_coverage_ratio,g1_entity_id,g1_name_en,g1_alignment_status,is_no_g1_target
left,NGIQ-BR-00000153,145,IPL_L_6_6,rostroventral area 40(PFop),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2767,transversetemporal,34,0,2,0.000723,0,NGIQ-BR-00000298,Left Transverse Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000153,145,IPL_L_6_6,rostroventral area 40(PFop),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2767,insula,35,0,29,0.010481,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000155,147,PCun_L_4_1,medial area 7(PEp),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1258,precuneus,25,0,1140,0.9062,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000155,147,PCun_L_4_1,medial area 7(PEp),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1258,superiorparietal,29,0,118,0.0938,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000157,149,PCun_L_4_2,medial area 5(PEm),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1793,paracentral,17,0,86,0.047964,0,NGIQ-BR-00000283,Left Paracentral Lobule,ALIGNED,false
left,NGIQ-BR-00000157,149,PCun_L_4_2,medial area 5(PEm),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1793,precuneus,25,0,1620,0.903514,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000157,149,PCun_L_4_2,medial area 5(PEm),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1793,superiorparietal,29,0,87,0.048522,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000159,151,PCun_L_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2275,cuneus,5,0,38,0.016703,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000159,151,PCun_L_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2275,isthmuscingulate,10,0,2,0.000879,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000159,151,PCun_L_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2275,precuneus,25,0,2192,0.963516,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000159,151,PCun_L_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2275,superiorparietal,29,0,43,0.018901,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000161,153,PCun_L_4_4,area 31 (Lc1),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2006,isthmuscingulate,10,0,100,0.04985,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000161,153,PCun_L_4_4,area 31 (Lc1),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2006,precuneus,25,0,1906,0.95015,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000163,155,PoG_L_4_1,"area 1/2/3(upper limb, head and face region)",PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,3151,postcentral,22,0,3112,0.987623,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000163,155,PoG_L_4_1,"area 1/2/3(upper limb, head and face region)",PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,3151,precentral,24,0,39,0.012377,0,NGIQ-BR-00000290,Left Precentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000165,157,PoG_L_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2054,postcentral,22,0,1871,0.910906,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000165,157,PoG_L_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2054,precentral,24,0,14,0.006816,0,NGIQ-BR-00000290,Left Precentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000165,157,PoG_L_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2054,supramarginal,31,0,111,0.054041,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000165,157,PoG_L_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2054,insula,35,0,58,0.028238,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000167,159,PoG_L_4_3,area 2,PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2431,postcentral,22,0,2186,0.899218,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000167,159,PoG_L_4_3,area 2,PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2431,superiorparietal,29,0,236,0.097079,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000167,159,PoG_L_4_3,area 2,PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2431,supramarginal,31,0,9,0.003702,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,paracentral,17,0,35,0.016572,0,NGIQ-BR-00000283,Left Paracentral Lobule,ALIGNED,false
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,postcentral,22,0,2010,0.951705,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,precentral,24,0,12,0.005682,0,NGIQ-BR-00000290,Left Precentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,precuneus,25,0,2,0.000947,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,superiorparietal,29,0,53,0.025095,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000013,163,INS_L_6_1,hypergranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1065,superiortemporal,30,0,2,0.001878,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000013,163,INS_L_6_1,hypergranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1065,transversetemporal,34,0,35,0.032864,0,NGIQ-BR-00000298,Left Transverse Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000013,163,INS_L_6_1,hypergranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1065,insula,35,0,1028,0.965258,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000171,165,INS_L_6_2,ventral agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,717,lateralorbitofrontal,12,0,286,0.398884,0,NGIQ-BR-00000278,Left Lateral Orbitofrontal Cortex,ALIGNED,false
left,NGIQ-BR-00000171,165,INS_L_6_2,ventral agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,717,insula,35,0,431,0.601116,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000173,167,INS_L_6_3,dorsal agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,727,lateralorbitofrontal,12,0,38,0.05227,0,NGIQ-BR-00000278,Left Lateral Orbitofrontal Cortex,ALIGNED,false
left,NGIQ-BR-00000173,167,INS_L_6_3,dorsal agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,727,parstriangularis,20,0,15,0.020633,0,NGIQ-BR-00000286,"Left Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
left,NGIQ-BR-00000173,167,INS_L_6_3,dorsal agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,727,insula,35,0,674,0.927098,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000175,169,INS_L_6_4,ventral dysgranular and granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1128,superiortemporal,30,0,58,0.051418,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000175,169,INS_L_6_4,ventral dysgranular and granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1128,insula,35,0,1070,0.948582,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000177,171,INS_L_6_5,dorsal granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,771,insula,35,0,771,1.0,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000179,173,INS_L_6_6,dorsal dysgranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,parsopercularis,18,0,260,0.222412,0,NGIQ-BR-00000284,"Left Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
left,NGIQ-BR-00000179,173,INS_L_6_6,dorsal dysgranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,precentral,24,0,49,0.041916,0,NGIQ-BR-00000290,Left Precentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000179,173,INS_L_6_6,dorsal dysgranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,insula,35,0,860,0.735672,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000181,175,CG_L_7_1,dorsal area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1209,isthmuscingulate,10,0,736,0.608768,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000181,175,CG_L_7_1,dorsal area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1209,posteriorcingulate,23,0,458,0.378825,0,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000181,175,CG_L_7_1,dorsal area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1209,precuneus,25,0,15,0.012407,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000183,177,CG_L_7_2,rostroventral area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,caudalanteriorcingulate,2,0,633,0.57441,0,NGIQ-BR-00000269,Left Caudal Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000183,177,CG_L_7_2,rostroventral area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,posteriorcingulate,23,0,411,0.372958,0,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000183,177,CG_L_7_2,rostroventral area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,rostralanteriorcingulate,26,0,58,0.052632,0,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000185,179,CG_L_7_3,pregenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,877,caudalanteriorcingulate,2,0,296,0.337514,0,NGIQ-BR-00000269,Left Caudal Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000185,179,CG_L_7_3,pregenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,877,rostralanteriorcingulate,26,0,228,0.259977,0,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000185,179,CG_L_7_3,pregenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,877,superiorfrontal,28,0,353,0.402509,0,NGIQ-BR-00000294,Left Superior Frontal Gyrus,ALIGNED,false
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,isthmuscingulate,10,0,1567,0.861462,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,lingual,13,0,5,0.002749,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,parahippocampal,16,0,21,0.011545,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,posteriorcingulate,23,0,169,0.092908,0,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,precuneus,25,0,57,0.031336,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000189,183,CG_L_7_5,caudodorsal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1081,caudalanteriorcingulate,2,0,491,0.454209,0,NGIQ-BR-00000269,Left Caudal Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000189,183,CG_L_7_5,caudodorsal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1081,posteriorcingulate,23,0,320,0.296022,0,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000189,183,CG_L_7_5,caudodorsal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1081,superiorfrontal,28,0,270,0.249769,0,NGIQ-BR-00000294,Left Superior Frontal Gyrus,ALIGNED,false
left,NGIQ-BR-00000191,185,CG_L_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2256,paracentral,17,0,486,0.215426,0,NGIQ-BR-00000283,Left Paracentral Lobule,ALIGNED,false
left,NGIQ-BR-00000191,185,CG_L_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2256,posteriorcingulate,23,0,1584,0.702128,0,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000191,185,CG_L_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2256,precuneus,25,0,63,0.027926,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000191,185,CG_L_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2256,superiorfrontal,28,0,123,0.054521,0,NGIQ-BR-00000294,Left Superior Frontal Gyrus,ALIGNED,false
left,NGIQ-BR-00000193,187,CG_L_7_7,subgenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1074,medialorbitofrontal,14,0,42,0.039106,0,NGIQ-BR-00000280,Left Medial Orbitofrontal Cortex,ALIGNED,false
left,NGIQ-BR-00000193,187,CG_L_7_7,subgenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1074,rostralanteriorcingulate,26,0,1006,0.936685,0,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,ALIGNED,false
left,NGIQ-BR-00000193,187,CG_L_7_7,subgenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1074,superiorfrontal,28,0,26,0.024209,0,NGIQ-BR-00000294,Left Superior Frontal Gyrus,ALIGNED,false
left,NGIQ-BR-00000015,189,MVOcC_L_5_1,caudal lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,642,lateraloccipital,11,0,12,0.018692,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000015,189,MVOcC_L_5_1,caudal lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,642,lingual,13,0,630,0.981308,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000195,191,MVOcC_L_5_2,rostral cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1477,cuneus,5,0,429,0.290454,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000195,191,MVOcC_L_5_2,rostral cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1477,lingual,13,0,434,0.293839,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000195,191,MVOcC_L_5_2,rostral cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1477,pericalcarine,21,0,614,0.415708,0,NGIQ-BR-00000287,Left Pericalcarine Cortex,ALIGNED,false
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,cuneus,5,0,298,0.280339,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,lateraloccipital,11,0,31,0.029163,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,lingual,13,0,222,0.208843,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,pericalcarine,21,0,508,0.477893,0,NGIQ-BR-00000287,Left Pericalcarine Cortex,ALIGNED,false
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,superiorparietal,29,0,4,0.003763,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000199,195,MVOcC_L_5_4,rostral lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1753,fusiform,7,0,18,0.010268,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000199,195,MVOcC_L_5_4,rostral lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1753,lingual,13,0,1717,0.979464,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000199,195,MVOcC_L_5_4,rostral lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1753,parahippocampal,16,0,18,0.010268,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,cuneus,5,0,769,0.265906,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,isthmuscingulate,10,0,43,0.014869,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,lingual,13,0,1098,0.379668,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,pericalcarine,21,0,760,0.262794,0,NGIQ-BR-00000287,Left Pericalcarine Cortex,ALIGNED,false
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,precuneus,25,0,222,0.076763,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000203,199,LOcC_L_4_1,middle occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1532,inferiorparietal,8,0,132,0.086162,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000203,199,LOcC_L_4_1,middle occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1532,lateraloccipital,11,0,1391,0.907963,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000203,199,LOcC_L_4_1,middle occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1532,superiorparietal,29,0,9,0.005875,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,fusiform,7,0,5,0.002946,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,inferiorparietal,8,0,164,0.096641,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,inferiortemporal,9,0,128,0.075427,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,lateraloccipital,11,0,1307,0.770183,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,middletemporal,15,0,93,0.054803,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,cuneus,5,0,13,0.007035,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,lateraloccipital,11,0,1783,0.964827,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,lingual,13,0,11,0.005952,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,pericalcarine,21,0,30,0.016234,0,NGIQ-BR-00000287,Left Pericalcarine Cortex,ALIGNED,false
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,superiorparietal,29,0,11,0.005952,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000209,205,LOcC_L_4_4,inferior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1799,fusiform,7,0,69,0.038355,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000209,205,LOcC_L_4_4,inferior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1799,lateraloccipital,11,0,1701,0.945525,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
