hemisphere,g3_entity_id,parcel_id,official_code,official_modified_name,seed_mask_code,seed_type,cohort,current_authority_decision,g3_vertex_count,dk_label_name,dk_label_id,dk_vertex_count,intersection_vertex_count,source_coverage_ratio,target_coverage_ratio,g1_entity_id,g1_name_en,g1_alignment_status,is_no_g1_target
left,NGIQ-BR-00000005,69,STG_L_6_1,medial area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1092,superiortemporal,30,0,169,0.154762,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000005,69,STG_L_6_1,medial area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1092,temporalpole,33,0,822,0.752747,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000005,69,STG_L_6_1,medial area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1092,insula,35,0,19,0.017399,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000085,71,STG_L_6_2,area 41/42,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1617,superiortemporal,30,0,1555,0.961657,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000085,71,STG_L_6_2,area 41/42,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1617,supramarginal,31,0,16,0.009895,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000085,71,STG_L_6_2,area 41/42,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1617,transversetemporal,34,0,46,0.028448,0,NGIQ-BR-00000298,Left Transverse Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000087,73,STG_L_6_3,TE1.0 and TE1.2,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2285,superiortemporal,30,0,1303,0.570241,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000087,73,STG_L_6_3,TE1.0 and TE1.2,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2285,transversetemporal,34,0,981,0.429322,0,NGIQ-BR-00000298,Left Transverse Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000087,73,STG_L_6_3,TE1.0 and TE1.2,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2285,insula,35,0,1,0.000438,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000089,75,STG_L_6_4,caudal area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1422,bankssts,1,0,62,0.043601,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000089,75,STG_L_6_4,caudal area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1422,middletemporal,15,0,2,0.001406,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000089,75,STG_L_6_4,caudal area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1422,superiortemporal,30,0,1358,0.954993,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000091,77,STG_L_6_5,lateral area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1042,superiortemporal,30,0,998,0.957774,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000091,77,STG_L_6_5,lateral area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1042,insula,35,0,44,0.042226,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000093,79,STG_L_6_6,rostral area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1582,middletemporal,15,0,8,0.005057,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000093,79,STG_L_6_6,rostral area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1582,superiortemporal,30,0,1574,0.994943,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000007,81,MTG_L_4_1,caudal area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,651,inferiortemporal,9,0,10,0.015361,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000007,81,MTG_L_4_1,caudal area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,651,middletemporal,15,0,641,0.984639,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000095,83,MTG_L_4_2,rostral area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,936,inferiortemporal,9,0,7,0.007479,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000095,83,MTG_L_4_2,rostral area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,936,middletemporal,15,0,876,0.935897,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000095,83,MTG_L_4_2,rostral area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,936,superiortemporal,30,0,53,0.056624,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000097,85,MTG_L_4_3,dorsolateral area 37,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,905,bankssts,1,0,41,0.045304,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000097,85,MTG_L_4_3,dorsolateral area 37,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,905,inferiorparietal,8,0,2,0.00221,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000097,85,MTG_L_4_3,dorsolateral area 37,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,905,middletemporal,15,0,862,0.952486,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000099,87,MTG_L_4_4,anterior superior temporal sulcus,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1467,bankssts,1,0,6,0.00409,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000099,87,MTG_L_4_4,anterior superior temporal sulcus,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1467,middletemporal,15,0,1417,0.965917,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000099,87,MTG_L_4_4,anterior superior temporal sulcus,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1467,superiortemporal,30,0,44,0.029993,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000101,89,ITG_L_7_1,intermediate ventral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,348,fusiform,7,0,9,0.025862,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000101,89,ITG_L_7_1,intermediate ventral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,348,inferiortemporal,9,0,339,0.974138,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000103,91,ITG_L_7_2,extreme lateroventral area 37,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,480,inferiortemporal,9,0,480,1.0,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000105,93,ITG_L_7_3,rostral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,616,fusiform,7,0,16,0.025974,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000105,93,ITG_L_7_3,rostral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,616,inferiortemporal,9,0,560,0.909091,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000105,93,ITG_L_7_3,rostral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,616,middletemporal,15,0,40,0.064935,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000107,95,ITG_L_7_4,intermediate lateral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,575,inferiortemporal,9,0,458,0.796522,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000107,95,ITG_L_7_4,intermediate lateral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,575,middletemporal,15,0,117,0.203478,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000109,97,ITG_L_7_5,ventrolateral area 37,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,776,inferiortemporal,9,0,612,0.78866,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000109,97,ITG_L_7_5,ventrolateral area 37,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,776,middletemporal,15,0,164,0.21134,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000111,99,ITG_L_7_6,caudolateral of area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,631,inferiortemporal,9,0,476,0.754358,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000111,99,ITG_L_7_6,caudolateral of area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,631,middletemporal,15,0,155,0.245642,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000113,101,ITG_L_7_7,caudoventral of area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,875,inferiortemporal,9,0,875,1.0,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,entorhinal,6,0,47,0.025337,0,NGIQ-BR-00000272,Left Entorhinal Cortex,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,fusiform,7,0,1706,0.919677,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,inferiortemporal,9,0,42,0.022642,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,lingual,13,0,6,0.003235,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,parahippocampal,16,0,49,0.026415,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000115,103,FuG_L_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1855,temporalpole,33,0,5,0.002695,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000117,105,FuG_L_3_2,medioventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1649,fusiform,7,0,1564,0.948454,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000117,105,FuG_L_3_2,medioventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1649,lateraloccipital,11,0,65,0.039418,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000117,105,FuG_L_3_2,medioventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1649,lingual,13,0,20,0.012129,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000119,107,FuG_L_3_3,lateroventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1718,fusiform,7,0,1304,0.759022,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000119,107,FuG_L_3_3,lateroventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1718,inferiortemporal,9,0,414,0.240978,0,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000121,109,PhG_L_6_1,rostral area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,396,entorhinal,6,0,386,0.974747,0,NGIQ-BR-00000272,Left Entorhinal Cortex,ALIGNED,false
left,NGIQ-BR-00000121,109,PhG_L_6_1,rostral area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,396,fusiform,7,0,10,0.025253,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000123,111,PhG_L_6_2,caudal area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,376,entorhinal,6,0,27,0.071809,0,NGIQ-BR-00000272,Left Entorhinal Cortex,ALIGNED,false
left,NGIQ-BR-00000123,111,PhG_L_6_2,caudal area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,376,parahippocampal,16,0,349,0.928191,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000125,113,PhG_L_6_3,"area TL (lateral PPHC, posterior parahippocampal gyrus)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,623,fusiform,7,0,13,0.020867,0,NGIQ-BR-00000273,Left Fusiform Gyrus,ALIGNED,false
left,NGIQ-BR-00000125,113,PhG_L_6_3,"area TL (lateral PPHC, posterior parahippocampal gyrus)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,623,parahippocampal,16,0,610,0.979133,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000127,115,PhG_L_6_4,"area 28/34 (EC, entorhinal cortex)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,369,entorhinal,6,0,224,0.607046,0,NGIQ-BR-00000272,Left Entorhinal Cortex,ALIGNED,false
left,NGIQ-BR-00000127,115,PhG_L_6_4,"area 28/34 (EC, entorhinal cortex)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,369,parahippocampal,16,0,145,0.392954,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000129,117,PhG_L_6_5,area TI(temporal agranular insular cortex),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,96,entorhinal,6,0,80,0.833333,0,NGIQ-BR-00000272,Left Entorhinal Cortex,ALIGNED,false
left,NGIQ-BR-00000129,117,PhG_L_6_5,area TI(temporal agranular insular cortex),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,96,temporalpole,33,0,11,0.114583,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000129,117,PhG_L_6_5,area TI(temporal agranular insular cortex),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,96,insula,35,0,5,0.052083,0,NGIQ-BR-00000299,Left Insula,ALIGNED,false
left,NGIQ-BR-00000131,119,PhG_L_6_6,area TH (medial PPHC),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,425,isthmuscingulate,10,0,11,0.025882,0,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,ALIGNED,false
left,NGIQ-BR-00000131,119,PhG_L_6_6,area TH (medial PPHC),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,425,lingual,13,0,33,0.077647,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000131,119,PhG_L_6_6,area TH (medial PPHC),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,425,parahippocampal,16,0,381,0.896471,0,NGIQ-BR-00000282,Left Parahippocampal Gyrus,ALIGNED,false
left,NGIQ-BR-00000133,121,pSTS_L_2_1,rostroposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1085,bankssts,1,0,1047,0.964977,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000133,121,pSTS_L_2_1,rostroposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1085,middletemporal,15,0,29,0.026728,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000133,121,pSTS_L_2_1,rostroposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1085,superiortemporal,30,0,9,0.008295,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000135,123,pSTS_L_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1146,bankssts,1,0,965,0.842059,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000135,123,pSTS_L_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1146,inferiorparietal,8,0,76,0.066318,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000135,123,pSTS_L_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1146,middletemporal,15,0,14,0.012216,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000135,123,pSTS_L_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1146,superiortemporal,30,0,40,0.034904,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000135,123,pSTS_L_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1146,supramarginal,31,0,51,0.044503,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000009,125,SPL_L_5_1,rostral area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,840,superiorparietal,29,0,840,1.0,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000137,127,SPL_L_5_2,caudal area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1488,precuneus,25,0,73,0.049059,0,NGIQ-BR-00000291,Left Precuneus,ALIGNED,false
left,NGIQ-BR-00000137,127,SPL_L_5_2,caudal area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1488,superiorparietal,29,0,1415,0.950941,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000139,129,SPL_L_5_3,lateral area 5,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1959,inferiorparietal,8,0,9,0.004594,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000139,129,SPL_L_5_3,lateral area 5,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1959,superiorparietal,29,0,1930,0.985197,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000139,129,SPL_L_5_3,lateral area 5,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1959,supramarginal,31,0,20,0.010209,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000141,131,SPL_L_5_4,postcentral area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1621,postcentral,22,0,19,0.011721,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000141,131,SPL_L_5_4,postcentral area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1621,superiorparietal,29,0,1602,0.988279,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000143,133,SPL_L_5_5,intraparietal area 7(hIP3),SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1254,superiorparietal,29,0,1254,1.0,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000011,135,IPL_L_6_1,caudal area 39(PGp),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1999,inferiorparietal,8,0,1939,0.969985,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000011,135,IPL_L_6_1,caudal area 39(PGp),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1999,lateraloccipital,11,0,10,0.005003,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000011,135,IPL_L_6_1,caudal area 39(PGp),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1999,superiorparietal,29,0,50,0.025013,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000145,137,IPL_L_6_2,rostrodorsal area 39(Hip3),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2455,inferiorparietal,8,0,1951,0.794705,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000145,137,IPL_L_6_2,rostrodorsal area 39(Hip3),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2455,superiorparietal,29,0,229,0.093279,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000145,137,IPL_L_6_2,rostrodorsal area 39(Hip3),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2455,supramarginal,31,0,275,0.112016,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000147,139,IPL_L_6_3,rostrodorsal area 40(PFt),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2848,postcentral,22,0,63,0.022121,0,NGIQ-BR-00000288,Left Postcentral Gyrus,ALIGNED,false
left,NGIQ-BR-00000147,139,IPL_L_6_3,rostrodorsal area 40(PFt),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2848,superiorparietal,29,0,11,0.003862,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000147,139,IPL_L_6_3,rostrodorsal area 40(PFt),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2848,supramarginal,31,0,2774,0.974017,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000149,141,IPL_L_6_4,caudal area 40(PFm),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2855,inferiorparietal,8,0,441,0.154466,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000149,141,IPL_L_6_4,caudal area 40(PFm),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2855,superiortemporal,30,0,52,0.018214,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000149,141,IPL_L_6_4,caudal area 40(PFm),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2855,supramarginal,31,0,2362,0.82732,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000151,143,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3484,bankssts,1,0,16,0.004592,0,,,NO_G1_TARGET,true
left,NGIQ-BR-00000151,143,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3484,inferiorparietal,8,0,3142,0.901837,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000151,143,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3484,middletemporal,15,0,25,0.007176,0,NGIQ-BR-00000281,Left Middle Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000151,143,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3484,superiortemporal,30,0,4,0.001148,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000151,143,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3484,supramarginal,31,0,297,0.085247,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
left,NGIQ-BR-00000153,145,IPL_L_6_6,rostroventral area 40(PFop),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2767,superiortemporal,30,0,51,0.018432,0,NGIQ-BR-00000296,Left Superior Temporal Gyrus,ALIGNED,false
left,NGIQ-BR-00000153,145,IPL_L_6_6,rostroventral area 40(PFop),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2767,supramarginal,31,0,2685,0.970365,0,NGIQ-BR-00000297,Left Supramarginal Gyrus,ALIGNED,false
