canonical_g4_id,canonical_g4_name,hemisphere,spatial_component_id,spatial_asset_file,spatial_evidence_status,pp_top1_g3,pp_top1_name,pp_top1_g4_weighted,pp_top1_joint_mass,hard_top1_g3,hard_top1_coverage,hard_top2_coverage,hard_top1_top2_margin,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,scientific_decision,decision_reason_code,future_rollup_eligible,future_primary_rollup,decision_policy_version,review_status,mapping_candidate_allowed
NGIQ-BR-00000641,Area p24ab.p24a (pACC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,AREA_P24AB_PACC_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000194,CG_R_7_7,0.44262864,399.42159962,NGIQ-BR-00000194,0.57189325,0.16322673,0.40866653,0.93017204,0.06982796,3.3443,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000642,Area p24ab.p24b (pACC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,AREA_P24AB_PACC_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000194,CG_R_7_7,0.44262864,399.42159962,NGIQ-BR-00000194,0.57189325,0.16322673,0.40866653,0.93017204,0.06982796,3.3443,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000643,Area p24ab.p24a (pACC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,AREA_P24AB_PACC_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000193,CG_L_7_7,0.49586214,467.81688062,NGIQ-BR-00000193,0.65891131,0.22938902,0.42952229,0.95663341,0.04336659,2.3645,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000644,Area p24ab.p24b (pACC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,AREA_P24AB_PACC_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000193,CG_L_7_7,0.49586214,467.81688062,NGIQ-BR-00000193,0.65891131,0.22938902,0.42952229,0.95663341,0.04336659,2.3645,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000651,Area s24.s24a (sACC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,AREA_S24_SACC_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000066,OrG_R_6_5,0.29827792,231.96963019,NGIQ-BR-00000066,0.35477236,0.20645357,0.14831878,0.85943714,0.14056286,4.2103,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000652,Area s24.s24b (sACC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,AREA_S24_SACC_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000066,OrG_R_6_5,0.29827792,231.96963019,NGIQ-BR-00000066,0.35477236,0.20645357,0.14831878,0.85943714,0.14056286,4.2103,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000653,Area s24.s24a (sACC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,AREA_S24_SACC_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000193,CG_L_7_7,0.37822036,245.97755483,NGIQ-BR-00000193,0.52711863,0.36678111,0.16033751,0.91612144,0.08387856,2.2271,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000654,Area s24.s24b (sACC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,AREA_S24_SACC_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000193,CG_L_7_7,0.37822036,245.97755483,NGIQ-BR-00000193,0.52711863,0.36678111,0.16033751,0.91612144,0.08387856,2.2271,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000655,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000006,STG_R_6_1,0.6699076,321.69119363,NGIQ-BR-00000006,0.77193122,0.01922434,0.75270689,0.79897363,0.20102637,1.2039,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000656,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000006,STG_R_6_1,0.6699076,321.69119363,NGIQ-BR-00000006,0.77193122,0.01922434,0.75270689,0.79897363,0.20102637,1.2039,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000657,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000005,STG_L_6_1,0.36536999,341.19471344,NGIQ-BR-00000005,0.5148509,0.16276774,0.35208317,0.76259743,0.23740257,2.8433,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000658,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000005,STG_L_6_1,0.36536999,341.19471344,NGIQ-BR-00000005,0.5148509,0.16276774,0.35208317,0.76259743,0.23740257,2.8433,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000659,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000172,INS_R_6_2,0.08588584,16.23197833,NGIQ-BR-00000172,0.12101112,0.01416285,0.10684826,0.14540823,0.85459177,1.8874,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000660,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000172,INS_R_6_2,0.08588584,16.23197833,NGIQ-BR-00000172,0.12101112,0.01416285,0.10684826,0.14540823,0.85459177,1.8874,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000661,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000065,OrG_L_6_5,0.15491425,17.61590503,NGIQ-BR-00000065,0.15591584,0.03697144,0.1189444,0.20597459,0.79402541,2.1193,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000662,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000065,OrG_L_6_5,0.15491425,17.61590503,NGIQ-BR-00000065,0.15591584,0.03697144,0.1189444,0.20597459,0.79402541,2.1193,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000669,"Subc.PaS (Hippocampus, Parasubiculum) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000018,Hipp_R_2_1,0.27907228,720.89567526,NGIQ-BR-00000018,0.25389957,0.23845531,0.01544426,0.7886398,0.2113602,6.6599,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000670,"Subc.PreS (Hippocampus, Presubiculum) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000018,Hipp_R_2_1,0.27907228,720.89567526,NGIQ-BR-00000018,0.25389957,0.23845531,0.01544426,0.7886398,0.2113602,6.6599,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000671,"Subc.ProS (Hippocampus, Prosubiculum) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000018,Hipp_R_2_1,0.27907228,720.89567526,NGIQ-BR-00000018,0.25389957,0.23845531,0.01544426,0.7886398,0.2113602,6.6599,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000672,"Subc.Sub (Hippocampus, Subiculum) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_RIGHT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000018,Hipp_R_2_1,0.27907228,720.89567526,NGIQ-BR-00000018,0.25389957,0.23845531,0.01544426,0.7886398,0.2113602,6.6599,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000673,"Subc.PaS (Hippocampus, Parasubiculum) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000017,Hipp_L_2_1,0.22605679,609.56275692,NGIQ-BR-00000017,0.22747006,0.20841966,0.0190504,0.79195563,0.20804437,6.6654,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000674,"Subc.PreS (Hippocampus, Presubiculum) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000017,Hipp_L_2_1,0.22605679,609.56275692,NGIQ-BR-00000017,0.22747006,0.20841966,0.0190504,0.79195563,0.20804437,6.6654,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000675,"Subc.ProS (Hippocampus, Prosubiculum) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000017,Hipp_L_2_1,0.22605679,609.56275692,NGIQ-BR-00000017,0.22747006,0.20841966,0.0190504,0.79195563,0.20804437,6.6654,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
NGIQ-BR-00000676,"Subc.Sub (Hippocampus, Subiculum) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX_LEFT.nii.gz,SHARED_SPATIAL_EVIDENCE,NGIQ-BR-00000017,Hipp_L_2_1,0.22605679,609.56275692,NGIQ-BR-00000017,0.22747006,0.20841966,0.0190504,0.79195563,0.20804437,6.6654,TRUE,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW,FALSE
