row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,spatial_identity_status,canonical_g4_descendant_count,canonical_g4_ids,pp_top1_g3_id,pp_top1_name,pp_top1_joint_mass,pp_top1_g4_weighted,pp_top1_g3_weighted,pp_top1_cosine,pp_top1_soft_dice,pp_top2_g3_id,pp_top2_g4_weighted,pp_top3_g3_id,pp_top1_top2_margin,pp_top1_top2_ratio,pp_association_effective_targets,hard_top1_g3_id,hard_top1_name,hard_top1_coverage,hard_top2_g3_id,hard_top2_coverage,hard_top3_g3_id,hard_top3_coverage,hard_top1_top2_margin,hard_top1_top2_ratio,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,evidence_pattern,qa_flags,metric_version,scientific_decision,decision_reason
196,AREA_OP3_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC,Area Op3 (POperc) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC_RIGHT,NGIQ-BR-00000166,PoG_R_4_2,432.47333338,0.54618549,0.07599495,0.40022792,0.20729419,NGIQ-BR-00000178,0.1973246,NGIQ-BR-00000180,0.34886088,2.768,3.4355,NGIQ-BR-00000166,PoG_R_4_2,0.49941484,NGIQ-BR-00000178,0.23718359,NGIQ-BR-00000180,0.0198037,0.26223126,2.1056,0.78758141,0.21241859,2.4683,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
197,AREA_OP4_POPERC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC,Area Op4 (POperc) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_LEFT,NGIQ-BR-00000165,PoG_L_4_2,659.65856626,0.67357837,0.12397103,0.5409291,0.32157384,NGIQ-BR-00000077,0.14506543,NGIQ-BR-00000163,0.52851294,4.6433,2.9461,NGIQ-BR-00000165,PoG_L_4_2,0.73248195,NGIQ-BR-00000077,0.14711943,NGIQ-BR-00000087,0.01093075,0.58536253,4.9788,0.89957777,0.10042223,1.7637,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
198,AREA_OP4_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC,Area Op4 (POperc) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_RIGHT,NGIQ-BR-00000166,PoG_R_4_2,1341.54211602,0.46216805,0.23573806,0.6546998,0.54142278,NGIQ-BR-00000078,0.22981645,NGIQ-BR-00000088,0.2323516,2.011,6.4787,NGIQ-BR-00000166,PoG_R_4_2,0.54202928,NGIQ-BR-00000078,0.18261625,NGIQ-BR-00000088,0.12641882,0.35941304,2.9681,0.95224786,0.04775214,3.931,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
199,AREA_OP5_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000077,PrG_L_6_5,491.08105529,0.54327216,0.12254892,0.45712474,0.29702206,NGIQ-BR-00000165,0.17677386,NGIQ-BR-00000177,0.3664983,3.0733,3.1427,NGIQ-BR-00000077,PrG_L_6_5,0.49357052,NGIQ-BR-00000165,0.16371519,NGIQ-BR-00000177,0.0947493,0.32985532,3.0148,0.79624768,0.20375232,2.8336,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
200,AREA_OP5_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000078,PrG_R_6_5,815.71557296,0.55596755,0.1805805,0.60108821,0.47252896,NGIQ-BR-00000166,0.23912731,NGIQ-BR-00000180,0.31684024,2.325,4.129,NGIQ-BR-00000078,PrG_R_6_5,0.47882669,NGIQ-BR-00000166,0.25423627,NGIQ-BR-00000180,0.07342889,0.22459042,1.8834,0.88254828,0.11745172,3.326,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
201,AREA_OP6_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000077,PrG_L_6_5,898.05676804,0.43523444,0.22410941,0.5968176,0.48699154,NGIQ-BR-00000055,0.15850939,NGIQ-BR-00000053,0.27672505,2.7458,7.1894,NGIQ-BR-00000077,PrG_L_6_5,0.42740526,NGIQ-BR-00000055,0.18200639,NGIQ-BR-00000179,0.13135976,0.24539887,2.3483,0.88494274,0.11505726,4.516,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
202,AREA_OP6_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000078,PrG_R_6_5,405.50165765,0.55147837,0.08976866,0.46003765,0.26405051,NGIQ-BR-00000054,0.18422015,NGIQ-BR-00000056,0.36725822,2.9936,5.116,NGIQ-BR-00000078,PrG_R_6_5,0.52866555,NGIQ-BR-00000088,0.18530451,NGIQ-BR-00000054,0.11904383,0.34336105,2.853,0.94954483,0.05045517,3.5036,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
203,AREA_OP7_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000053,IFG_L_6_5,291.38350586,0.54309915,0.06167778,0.35411246,0.1845389,NGIQ-BR-00000055,0.18098302,NGIQ-BR-00000179,0.36211612,3.0008,4.1828,NGIQ-BR-00000179,INS_L_6_6,0.51957615,NGIQ-BR-00000053,0.27995504,NGIQ-BR-00000077,0.03222469,0.23962112,1.8559,0.86283741,0.13716259,2.5543,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
204,AREA_OP7_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000054,IFG_R_6_5,316.48687167,0.64235579,0.05927554,0.37091706,0.16524666,NGIQ-BR-00000180,0.12938338,NGIQ-BR-00000174,0.51297241,4.9647,3.3187,NGIQ-BR-00000054,IFG_R_6_5,0.58458118,NGIQ-BR-00000180,0.17088949,NGIQ-BR-00000174,0.08243146,0.41369169,3.4208,0.8719277,0.1280723,2.5524,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
205,AREA_OP8_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000053,IFG_L_6_5,546.7591971,0.60158398,0.11573371,0.5209264,0.33106545,NGIQ-BR-00000049,0.12053508,NGIQ-BR-00000055,0.4810489,4.9909,3.1073,NGIQ-BR-00000053,IFG_L_6_5,0.72731312,NGIQ-BR-00000049,0.06224539,NGIQ-BR-00000173,0.03687072,0.66506773,11.6846,0.88569155,0.11430845,2.0305,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
206,AREA_OP8_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000054,IFG_R_6_5,733.59872186,0.71187894,0.13739735,0.60023547,0.36304027,NGIQ-BR-00000050,0.08133064,NGIQ-BR-00000052,0.6305483,8.7529,3.0977,NGIQ-BR-00000054,IFG_R_6_5,0.7807942,NGIQ-BR-00000180,0.04874729,NGIQ-BR-00000050,0.03948646,0.7320469,16.0172,0.93754144,0.06245856,2.0418,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
207,AREA_OP9_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000053,IFG_L_6_5,404.54539412,0.32226007,0.08563101,0.31005518,0.23062212,NGIQ-BR-00000051,0.19914354,NGIQ-BR-00000049,0.12311653,1.6182,4.6111,NGIQ-BR-00000053,IFG_L_6_5,0.3953067,NGIQ-BR-00000051,0.18630792,NGIQ-BR-00000049,0.16886061,0.20899878,2.1218,0.82217986,0.17782014,3.5903,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
208,AREA_OP9_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000054,IFG_R_6_5,941.22288762,0.50372459,0.17628375,0.56113231,0.42734184,NGIQ-BR-00000052,0.16406992,NGIQ-BR-00000050,0.33965467,3.0702,4.3278,NGIQ-BR-00000054,IFG_R_6_5,0.59067742,NGIQ-BR-00000052,0.1328013,NGIQ-BR-00000050,0.10438438,0.45787613,4.4478,0.90169149,0.09830851,2.94,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
209,AREA_OTS1_OTS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,NGIQ-BR-00000101,ITG_L_7_1,218.95355128,0.29454754,0.05261813,0.32618232,0.2450671,NGIQ-BR-00000113,0.19747604,NGIQ-BR-00000107,0.0970715,1.4916,5.2124,NGIQ-BR-00000101,ITG_L_7_1,0.29709464,NGIQ-BR-00000113,0.20521743,NGIQ-BR-00000107,0.13554499,0.09187721,1.4477,0.69844932,0.30155068,3.6897,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
210,AREA_OTS1_OTS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,NGIQ-BR-00000114,ITG_R_7_7,336.29812546,0.2895498,0.07764903,0.34923214,0.28714816,NGIQ-BR-00000102,0.23965937,NGIQ-BR-00000116,0.04989043,1.2082,6.4247,NGIQ-BR-00000114,ITG_R_7_7,0.43371339,NGIQ-BR-00000116,0.15052329,NGIQ-BR-00000120,0.13819153,0.2831901,2.8814,0.87272523,0.12727477,3.7939,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
215,AREA_P32_PACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,NGIQ-BR-00000031,SFG_L_7_7,1873.97063168,0.45679932,0.19842771,0.5713392,0.48657936,NGIQ-BR-00000193,0.14726452,NGIQ-BR-00000029,0.3095348,3.1019,5.3816,NGIQ-BR-00000031,SFG_L_7_7,0.51366012,NGIQ-BR-00000193,0.19577155,NGIQ-BR-00000057,0.11896396,0.31788858,2.6238,0.91064422,0.08935578,3.3647,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
216,AREA_P32_PACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,NGIQ-BR-00000032,SFG_R_7_7,1337.38358572,0.37272752,0.15425529,0.47609104,0.39923113,NGIQ-BR-00000058,0.24459535,NGIQ-BR-00000030,0.12813217,1.5239,4.6689,NGIQ-BR-00000032,SFG_R_7_7,0.40625572,NGIQ-BR-00000058,0.29018671,NGIQ-BR-00000030,0.15514905,0.11606901,1.4,0.89157262,0.10842738,3.2558,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
217,AREA_PFCM_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL,Area PFcm (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_LEFT,NGIQ-BR-00000153,IPL_L_6_6,1267.20952249,0.5223056,0.12744837,0.52967874,0.36270454,NGIQ-BR-00000085,0.17086099,NGIQ-BR-00000149,0.35144461,3.0569,3.9825,NGIQ-BR-00000153,IPL_L_6_6,0.61055619,NGIQ-BR-00000085,0.16662534,NGIQ-BR-00000149,0.12012956,0.44393086,3.6642,0.91862196,0.08137804,2.5998,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
218,AREA_PFCM_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL,Area PFcm (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_RIGHT,NGIQ-BR-00000154,IPL_R_6_6,1579.76741595,0.81092418,0.14873606,0.66778788,0.38759528,NGIQ-BR-00000086,0.08697752,NGIQ-BR-00000148,0.72394666,9.3234,2.153,NGIQ-BR-00000154,IPL_R_6_6,0.89002508,NGIQ-BR-00000086,0.04630378,NGIQ-BR-00000090,0.00939534,0.8437213,19.2214,0.95410276,0.04589724,1.3608,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
219,AREA_PFM_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL,Area PFm (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_LEFT,NGIQ-BR-00000149,IPL_L_6_4,2174.90761109,0.50765545,0.20215624,0.78409181,0.68691049,NGIQ-BR-00000145,0.17024258,NGIQ-BR-00000151,0.33741286,2.982,4.542,NGIQ-BR-00000149,IPL_L_6_4,0.67815209,NGIQ-BR-00000151,0.11258271,NGIQ-BR-00000145,0.08574369,0.56556938,6.0236,0.96677919,0.03322081,2.8702,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
220,AREA_PFM_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL,Area PFm (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_RIGHT,NGIQ-BR-00000150,IPL_R_6_4,1679.80229829,0.49779462,0.15788344,0.73926049,0.61027265,NGIQ-BR-00000148,0.15522376,NGIQ-BR-00000154,0.34257086,3.2069,4.4464,NGIQ-BR-00000150,IPL_R_6_4,0.7455803,NGIQ-BR-00000148,0.08536001,NGIQ-BR-00000154,0.07004458,0.66022029,8.7345,0.96105772,0.03894228,2.2936,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
221,AREA_PFOP_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL,Area PFop (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_LEFT,NGIQ-BR-00000153,IPL_L_6_6,721.87099688,0.45957342,0.07260147,0.38897702,0.21841318,NGIQ-BR-00000147,0.25783358,NGIQ-BR-00000165,0.20173984,1.7824,4.385,NGIQ-BR-00000153,IPL_L_6_6,0.52168404,NGIQ-BR-00000147,0.20197252,NGIQ-BR-00000165,0.16890088,0.31971152,2.5829,0.91581491,0.08418509,2.9625,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
222,AREA_PFOP_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL,Area PFop (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_RIGHT,NGIQ-BR-00000154,IPL_R_6_6,458.30167403,0.30577519,0.04314938,0.23710304,0.11602461,NGIQ-BR-00000148,0.21646173,NGIQ-BR-00000166,0.08931346,1.4126,5.118,NGIQ-BR-00000154,IPL_R_6_6,0.30645752,NGIQ-BR-00000166,0.21569549,NGIQ-BR-00000148,0.16196705,0.09076203,1.4208,0.81965509,0.18034491,4.1306,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
223,AREA_PFT_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL,Area PFt (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_LEFT,NGIQ-BR-00000147,IPL_L_6_3,1425.8068269,0.49932633,0.15621809,0.61244837,0.46845303,NGIQ-BR-00000167,0.22440879,NGIQ-BR-00000153,0.27491754,2.2251,4.3174,NGIQ-BR-00000147,IPL_L_6_3,0.56220665,NGIQ-BR-00000167,0.24709459,NGIQ-BR-00000165,0.04105465,0.31511206,2.2753,0.91424799,0.08575201,2.8085,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
224,AREA_PFT_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL,Area PFt (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_RIGHT,NGIQ-BR-00000148,IPL_R_6_3,1291.21447334,0.44284775,0.13300104,0.50693023,0.38189865,NGIQ-BR-00000168,0.27047462,NGIQ-BR-00000154,0.17237313,1.6373,4.2567,NGIQ-BR-00000148,IPL_R_6_3,0.43305463,NGIQ-BR-00000168,0.32606252,NGIQ-BR-00000154,0.11679292,0.1069921,1.3281,0.92387108,0.07612892,3.2472,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
225,AREA_PF_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL,Area PF (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_LEFT,NGIQ-BR-00000149,IPL_L_6_4,1120.89014156,0.34859559,0.10418601,0.4928976,0.38685162,NGIQ-BR-00000153,0.27022851,NGIQ-BR-00000147,0.07836708,1.29,4.7882,NGIQ-BR-00000149,IPL_L_6_4,0.40824211,NGIQ-BR-00000153,0.26213853,NGIQ-BR-00000147,0.24137939,0.14610358,1.5574,0.97574757,0.02425243,3.8064,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
226,AREA_PF_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL,Area PF (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_RIGHT,NGIQ-BR-00000154,IPL_R_6_6,1281.84448391,0.41943296,0.12068643,0.44930377,0.30176962,NGIQ-BR-00000150,0.22720655,NGIQ-BR-00000148,0.19222642,1.846,5.3744,NGIQ-BR-00000154,IPL_R_6_6,0.51613716,NGIQ-BR-00000150,0.23105878,NGIQ-BR-00000148,0.11673559,0.28507839,2.2338,0.9847056,0.0152944,3.6346,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
227,AREA_PGA_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL,Area PGa (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_LEFT,NGIQ-BR-00000149,IPL_L_6_4,1410.98269804,0.36940559,0.13114992,0.60160359,0.48114489,NGIQ-BR-00000145,0.2502585,NGIQ-BR-00000151,0.11914709,1.4761,4.8718,NGIQ-BR-00000149,IPL_L_6_4,0.36640096,NGIQ-BR-00000151,0.32245295,NGIQ-BR-00000145,0.22756786,0.04394801,1.1363,0.9673355,0.0326645,3.7521,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
228,AREA_PGA_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL,Area PGa (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_RIGHT,NGIQ-BR-00000152,IPL_R_6_5,1706.94772652,0.41171985,0.15372266,0.61224167,0.49337867,NGIQ-BR-00000150,0.32019669,NGIQ-BR-00000146,0.09152316,1.2858,4.7584,NGIQ-BR-00000152,IPL_R_6_5,0.54478728,NGIQ-BR-00000150,0.29987876,NGIQ-BR-00000146,0.04902079,0.24490852,1.8167,0.9648764,0.0351236,3.1186,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
229,AREA_PGP_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL,Area PGp (IPL) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_LEFT,NGIQ-BR-00000151,IPL_L_6_5,2121.66166792,0.46890775,0.20063197,0.66895471,0.56322096,NGIQ-BR-00000011,0.18726268,NGIQ-BR-00000145,0.28164507,2.504,4.3138,NGIQ-BR-00000151,IPL_L_6_5,0.6505143,NGIQ-BR-00000011,0.1586608,NGIQ-BR-00000145,0.12679445,0.4918535,4.1,0.97175796,0.02824204,2.7087,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
230,AREA_PGP_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL,Area PGp (IPL) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_RIGHT,NGIQ-BR-00000152,IPL_R_6_5,1494.45777336,0.32351679,0.13458644,0.46249285,0.40369836,NGIQ-BR-00000012,0.31151308,NGIQ-BR-00000146,0.01200371,1.0385,4.1657,NGIQ-BR-00000152,IPL_R_6_5,0.40539865,NGIQ-BR-00000012,0.31579639,NGIQ-BR-00000146,0.24341747,0.08960226,1.2837,0.98524799,0.01475201,3.2894,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
