row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,spatial_identity_status,canonical_g4_descendant_count,canonical_g4_ids,pp_top1_g3_id,pp_top1_name,pp_top1_joint_mass,pp_top1_g4_weighted,pp_top1_g3_weighted,pp_top1_cosine,pp_top1_soft_dice,pp_top2_g3_id,pp_top2_g4_weighted,pp_top3_g3_id,pp_top1_top2_margin,pp_top1_top2_ratio,pp_association_effective_targets,hard_top1_g3_id,hard_top1_name,hard_top1_coverage,hard_top2_g3_id,hard_top2_coverage,hard_top3_g3_id,hard_top3_coverage,hard_top1_top2_margin,hard_top1_top2_ratio,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,evidence_pattern,qa_flags,metric_version,scientific_decision,decision_reason
106,AREA_HIP4_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS,Area hIP4 (IPS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_RIGHT,NGIQ-BR-00000012,IPL_R_6_1,660.57021143,0.44853404,0.0649881,0.39816537,0.22688783,NGIQ-BR-00000146,0.22043181,NGIQ-BR-00000214,0.22810223,2.0348,5.0213,NGIQ-BR-00000012,IPL_R_6_1,0.5709721,NGIQ-BR-00000214,0.19738236,NGIQ-BR-00000146,0.09419886,0.37358975,2.8927,0.93917052,0.06082948,2.9383,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
107,AREA_HIP5_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,Area hIP5 (IPS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_LEFT,NGIQ-BR-00000011,IPL_L_6_1,685.8208283,0.34719666,0.08057151,0.3313351,0.2213635,NGIQ-BR-00000213,0.25307312,NGIQ-BR-00000137,0.09412354,1.3719,5.1624,NGIQ-BR-00000213,LOcC_L_2_2,0.39297599,NGIQ-BR-00000011,0.36967486,NGIQ-BR-00000145,0.09187526,0.02330113,1.063,0.87857008,0.12142992,2.954,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
108,AREA_HIP5_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,Area hIP5 (IPS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_RIGHT,NGIQ-BR-00000146,IPL_R_6_2,579.64678595,0.33190946,0.06647689,0.39090235,0.28268597,NGIQ-BR-00000214,0.16156926,NGIQ-BR-00000012,0.1703402,2.0543,4.9258,NGIQ-BR-00000146,IPL_R_6_2,0.39705886,NGIQ-BR-00000214,0.27272316,NGIQ-BR-00000012,0.03948405,0.1243357,1.4559,0.74020741,0.25979259,2.7521,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
109,AREA_HIP6_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,Area hIP6 (IPS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_LEFT,NGIQ-BR-00000145,IPL_L_6_2,665.85244289,0.35908808,0.07752087,0.46004652,0.33098492,NGIQ-BR-00000143,0.19699725,NGIQ-BR-00000137,0.16209083,1.8228,7.1972,NGIQ-BR-00000145,IPL_L_6_2,0.52715031,NGIQ-BR-00000143,0.23399034,NGIQ-BR-00000137,0.08470879,0.29315997,2.2529,0.96208544,0.03791456,3.6569,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
110,AREA_HIP6_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,Area hIP6 (IPS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_RIGHT,NGIQ-BR-00000146,IPL_R_6_2,827.01140726,0.4394089,0.09484595,0.52295693,0.39493189,NGIQ-BR-00000150,0.10285455,NGIQ-BR-00000144,0.33655435,4.2721,6.279,NGIQ-BR-00000146,IPL_R_6_2,0.71845945,NGIQ-BR-00000144,0.07813006,NGIQ-BR-00000214,0.06945728,0.64032939,9.1957,0.89761823,0.10238177,2.1108,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
111,AREA_HIP7_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,Area hIP7 (IPS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_LEFT,NGIQ-BR-00000213,LOcC_L_2_2,547.23036688,0.43864375,0.10413538,0.54734176,0.39754079,NGIQ-BR-00000011,0.16820942,NGIQ-BR-00000211,0.27043433,2.6077,4.6753,NGIQ-BR-00000213,LOcC_L_2_2,0.57372273,NGIQ-BR-00000011,0.17915385,NGIQ-BR-00000211,0.04415855,0.39456888,3.2024,0.83501679,0.16498321,2.4866,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
112,AREA_HIP7_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,Area hIP7 (IPS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_RIGHT,NGIQ-BR-00000214,LOcC_R_2_2,835.13686929,0.41093952,0.1524782,0.5374542,0.4535616,NGIQ-BR-00000146,0.16677458,NGIQ-BR-00000012,0.24416494,2.464,5.5732,NGIQ-BR-00000214,LOcC_R_2_2,0.50726092,NGIQ-BR-00000146,0.17722876,NGIQ-BR-00000204,0.07904397,0.33003216,2.8622,0.84349409,0.15650591,3.0866,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
113,AREA_HIP8_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,Area hIP8 (IPS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_LEFT,NGIQ-BR-00000213,LOcC_L_2_2,551.3348177,0.31096139,0.10491644,0.45495977,0.37315742,NGIQ-BR-00000137,0.29436558,NGIQ-BR-00000159,0.01659581,1.0564,5.1957,NGIQ-BR-00000213,LOcC_L_2_2,0.37291227,NGIQ-BR-00000137,0.29288751,NGIQ-BR-00000159,0.08971425,0.08002476,1.2732,0.8324544,0.1675456,3.6434,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
114,AREA_HIP8_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,Area hIP8 (IPS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_RIGHT,NGIQ-BR-00000214,LOcC_R_2_2,703.94415422,0.40274007,0.1285252,0.53516001,0.4091862,NGIQ-BR-00000138,0.1944982,NGIQ-BR-00000146,0.20824187,2.0707,5.4075,NGIQ-BR-00000214,LOcC_R_2_2,0.59347711,NGIQ-BR-00000146,0.08803515,NGIQ-BR-00000160,0.06590988,0.50544196,6.7414,0.82505282,0.17494718,2.6269,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
115,AREA_HOC1_V1_17_CALCS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,NGIQ-BR-00000197,MVOcC_L_5_3,1877.14769001,0.21436607,0.31791014,0.52326945,0.51864171,NGIQ-BR-00000195,0.21378778,NGIQ-BR-00000201,0.00057829,1.0027,7.2808,NGIQ-BR-00000197,MVOcC_L_5_3,0.23309793,NGIQ-BR-00000195,0.22954997,NGIQ-BR-00000201,0.18909179,0.00354796,1.0155,0.91380008,0.08619992,5.6706,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
116,AREA_HOC1_V1_17_CALCS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,NGIQ-BR-00000196,MVOcC_R_5_2,1970.95270712,0.17992833,0.26347865,0.44032013,0.42167963,NGIQ-BR-00000202,0.16321094,NGIQ-BR-00000198,0.01671739,1.1024,7.3916,NGIQ-BR-00000196,MVOcC_R_5_2,0.21428879,NGIQ-BR-00000202,0.18655241,NGIQ-BR-00000208,0.16537933,0.02773639,1.1487,0.87884022,0.12115978,6.154,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
117,AREA_HOC2_V2_18_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,NGIQ-BR-00000197,MVOcC_L_5_3,1177.88651316,0.16577743,0.19948461,0.43603445,0.43116384,NGIQ-BR-00000207,0.16469645,NGIQ-BR-00000195,0.00108098,1.0066,9.379,NGIQ-BR-00000207,LOcC_L_4_3,0.1956661,NGIQ-BR-00000197,0.1575317,NGIQ-BR-00000195,0.14963202,0.03813441,1.2421,0.97009354,0.02990646,8.2233,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
118,AREA_HOC2_V2_18_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,NGIQ-BR-00000196,MVOcC_R_5_2,1383.34986406,0.16568421,0.1849274,0.42806407,0.42787756,NGIQ-BR-00000198,0.15419331,NGIQ-BR-00000016,0.01149091,1.0745,8.7593,NGIQ-BR-00000208,LOcC_R_4_3,0.16253974,NGIQ-BR-00000196,0.15674782,NGIQ-BR-00000016,0.14968501,0.00579192,1.037,0.9574574,0.0425426,8.1174,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
119,AREA_HOC3D_CUNEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,NGIQ-BR-00000211,LOcC_L_2_1,1254.18282631,0.32887095,0.24338088,0.57329125,0.52694879,NGIQ-BR-00000207,0.17628528,NGIQ-BR-00000203,0.15258568,1.8656,7.038,NGIQ-BR-00000211,LOcC_L_2_1,0.37045816,NGIQ-BR-00000207,0.24913351,NGIQ-BR-00000195,0.11030148,0.12132465,1.487,0.947552,0.052448,5.0672,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
120,AREA_HOC3D_CUNEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,NGIQ-BR-00000212,LOcC_R_2_1,738.84571903,0.23540082,0.1511897,0.42924831,0.37011167,NGIQ-BR-00000208,0.17297875,NGIQ-BR-00000198,0.06242207,1.3609,7.7441,NGIQ-BR-00000212,LOcC_R_2_1,0.27313079,NGIQ-BR-00000208,0.18890558,NGIQ-BR-00000198,0.14165424,0.08422522,1.4459,0.92853797,0.07146203,5.8177,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
121,AREA_HOC3V_LINGG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,NGIQ-BR-00000209,LOcC_L_4_4,985.16609713,0.23878104,0.12731227,0.41928846,0.39045068,NGIQ-BR-00000015,0.22709774,NGIQ-BR-00000207,0.0116833,1.0514,6.6685,NGIQ-BR-00000209,LOcC_L_4_4,0.34341011,NGIQ-BR-00000015,0.26699893,NGIQ-BR-00000199,0.14760213,0.07641119,1.2862,0.94067842,0.05932158,4.8233,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
122,AREA_HOC3V_LINGG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,NGIQ-BR-00000210,LOcC_R_4_4,1152.90868694,0.35442752,0.1461781,0.53678733,0.45303552,NGIQ-BR-00000200,0.17727368,NGIQ-BR-00000208,0.17715384,1.9993,6.1334,NGIQ-BR-00000210,LOcC_R_4_4,0.45467808,NGIQ-BR-00000200,0.22273117,NGIQ-BR-00000016,0.13377645,0.23194691,2.0414,0.96784359,0.03215641,4.2332,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
123,AREA_HOC4D_CUNEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,NGIQ-BR-00000211,LOcC_L_2_1,766.06468481,0.33522659,0.14865894,0.51015437,0.38329771,NGIQ-BR-00000203,0.23527224,NGIQ-BR-00000213,0.09995435,1.4248,6.5097,NGIQ-BR-00000211,LOcC_L_2_1,0.37675595,NGIQ-BR-00000203,0.25297267,NGIQ-BR-00000213,0.10534584,0.12378328,1.4893,0.87801432,0.12198568,4.4454,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
124,AREA_HOC4D_CUNEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,NGIQ-BR-00000212,LOcC_R_2_1,839.84121631,0.39626562,0.17185636,0.57763529,0.45270575,NGIQ-BR-00000204,0.18213947,NGIQ-BR-00000214,0.21412614,2.1756,6.6593,NGIQ-BR-00000212,LOcC_R_2_1,0.48278785,NGIQ-BR-00000204,0.2194251,NGIQ-BR-00000202,0.0654925,0.26336276,2.2002,0.89843604,0.10156396,3.9412,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
125,AREA_HOC4LA_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,NGIQ-BR-00000205,LOcC_L_4_2,1399.44377114,0.43363757,0.25715394,0.65652557,0.59097475,NGIQ-BR-00000209,0.19104113,NGIQ-BR-00000203,0.24259643,2.2699,5.8837,NGIQ-BR-00000205,LOcC_L_4_2,0.4955266,NGIQ-BR-00000209,0.24601511,NGIQ-BR-00000203,0.12809468,0.24951149,2.0142,0.97613928,0.02386072,3.9507,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
126,AREA_HOC4LA_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,NGIQ-BR-00000206,LOcC_R_4_2,1745.83709971,0.50452365,0.25856167,0.70075976,0.60348743,NGIQ-BR-00000204,0.14551838,NGIQ-BR-00000012,0.35900527,3.4671,5.6854,NGIQ-BR-00000206,LOcC_R_4_2,0.61303109,NGIQ-BR-00000012,0.13579138,NGIQ-BR-00000210,0.11058605,0.4772397,4.5145,0.97975149,0.02024851,3.3479,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
127,AREA_HOC4LP_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,NGIQ-BR-00000203,LOcC_L_4_1,1557.91175732,0.43664243,0.20596983,0.6540462,0.59084149,NGIQ-BR-00000011,0.17512908,NGIQ-BR-00000207,0.26151335,2.4933,4.9194,NGIQ-BR-00000203,LOcC_L_4_1,0.54798947,NGIQ-BR-00000209,0.1758794,NGIQ-BR-00000011,0.13061166,0.37211006,3.1157,0.97149615,0.02850385,3.3997,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
128,AREA_HOC4LP_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,NGIQ-BR-00000204,LOcC_R_4_1,1215.83993609,0.47645881,0.1675858,0.63039436,0.51875481,NGIQ-BR-00000208,0.16084452,NGIQ-BR-00000210,0.31561429,2.9622,4.5842,NGIQ-BR-00000204,LOcC_R_4_1,0.65116093,NGIQ-BR-00000210,0.14639594,NGIQ-BR-00000012,0.08188694,0.50476499,4.4479,0.97225885,0.02774115,2.8818,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
129,AREA_HOC4V_LINGG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,NGIQ-BR-00000209,LOcC_L_4_4,879.06779667,0.26172328,0.11360126,0.39813313,0.36184602,NGIQ-BR-00000117,0.19411058,NGIQ-BR-00000015,0.06761271,1.3483,6.9878,NGIQ-BR-00000209,LOcC_L_4_4,0.38170513,NGIQ-BR-00000117,0.21673341,NGIQ-BR-00000015,0.17934744,0.16497172,1.7612,0.94835659,0.05164341,3.8846,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
130,AREA_HOC4V_LINGG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,NGIQ-BR-00000210,LOcC_R_4_4,1038.47221411,0.32032217,0.13166862,0.43514118,0.38701626,NGIQ-BR-00000118,0.31417785,NGIQ-BR-00000200,0.00614432,1.0196,6.2579,NGIQ-BR-00000210,LOcC_R_4_4,0.43524849,NGIQ-BR-00000118,0.34435182,NGIQ-BR-00000200,0.12981539,0.09089668,1.264,0.95089099,0.04910901,3.2871,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
131,AREA_HOC5_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,NGIQ-BR-00000205,LOcC_L_4_2,739.37670179,0.76791711,0.13586372,0.60566235,0.38530717,NGIQ-BR-00000209,0.05387402,NGIQ-BR-00000203,0.71404308,14.2539,2.7805,NGIQ-BR-00000205,LOcC_L_4_2,0.87319857,NGIQ-BR-00000151,0.04028397,NGIQ-BR-00000209,0.01849684,0.83291459,21.6761,0.94938803,0.05061197,1.4663,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
132,AREA_HOC5_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,NGIQ-BR-00000206,LOcC_R_4_2,524.81723787,0.61074464,0.07772639,0.44516614,0.22419154,NGIQ-BR-00000098,0.21162875,NGIQ-BR-00000012,0.39911589,2.8859,4.9645,NGIQ-BR-00000206,LOcC_R_4_2,0.7032117,NGIQ-BR-00000098,0.17108775,NGIQ-BR-00000012,0.09779798,0.53212395,4.1102,0.99956951,0.00043049,2.4036,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
133,AREA_HOC6_POS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,NGIQ-BR-00000201,MVOcC_L_5_5,431.14306348,0.51623507,0.05806523,0.31853971,0.17372971,NGIQ-BR-00000159,0.13696832,NGIQ-BR-00000195,0.37926675,3.769,2.7583,NGIQ-BR-00000201,MVOcC_L_5_5,0.60821608,NGIQ-BR-00000159,0.12465042,NGIQ-BR-00000195,0.01492917,0.48356566,4.8794,0.7478027,0.2521973,1.7245,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
134,AREA_HOC6_POS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,NGIQ-BR-00000202,MVOcC_R_5_5,368.39322967,0.57919333,0.047956,0.29679701,0.13125828,NGIQ-BR-00000160,0.31675349,NGIQ-BR-00000196,0.26243984,1.8285,2.3415,NGIQ-BR-00000202,MVOcC_R_5_5,0.51297163,NGIQ-BR-00000160,0.28950795,NGIQ-BR-00000196,0.00863521,0.22346368,1.7719,0.81111846,0.18888154,2.0257,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
135,AREA_HPO1_POS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS,Area hPO1 (POS) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_LEFT,NGIQ-BR-00000211,LOcC_L_2_1,483.46273936,0.25122338,0.09381853,0.32545194,0.24278048,NGIQ-BR-00000213,0.22271197,NGIQ-BR-00000159,0.02851141,1.128,6.4092,NGIQ-BR-00000211,LOcC_L_2_1,0.27805755,NGIQ-BR-00000213,0.23170374,NGIQ-BR-00000159,0.14811506,0.04635382,1.2001,0.87248339,0.12751661,4.7957,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
136,AREA_HPO1_POS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS,Area hPO1 (POS) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_RIGHT,NGIQ-BR-00000212,LOcC_R_2_1,515.32256568,0.28364325,0.10545024,0.36823374,0.28170298,NGIQ-BR-00000214,0.26152858,NGIQ-BR-00000160,0.02211467,1.0846,6.0099,NGIQ-BR-00000212,LOcC_R_2_1,0.33833598,NGIQ-BR-00000214,0.27854333,NGIQ-BR-00000160,0.18116046,0.05979265,1.2147,0.86806299,0.13193701,3.7712,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
