canonical_g4_id,canonical_g4_name,hemisphere,spatial_component_id,spatial_asset_file,spatial_evidence_status,pp_top1_g3,pp_top1_name,pp_top1_g4_weighted,pp_top1_joint_mass,hard_top1_g3,hard_top1_coverage,hard_top2_coverage,hard_top1_top2_margin,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,scientific_decision,decision_reason_code,future_rollup_eligible,future_primary_rollup,decision_policy_version,review_status
NGIQ-BR-00000442,Area hIP8 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,AREA_HIP8_IPS_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000213,LOcC_L_2_2,0.31096139,551.3348177,NGIQ-BR-00000213,0.37291227,0.29288751,0.08002476,0.8324544,0.1675456,3.6434,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000443,Area 6v3 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,AREA_6V3_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000080,PrG_R_6_6,0.35026664,936.38092116,NGIQ-BR-00000080,0.45540849,0.21921273,0.23619576,0.85904877,0.14095123,3.6762,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000444,Area 6v3 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,AREA_6V3_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000079,PrG_L_6_6,0.44572155,1315.77251067,NGIQ-BR-00000079,0.53867166,0.22198394,0.31668772,0.86690081,0.13309919,2.8784,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000445,Area 6v2 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,AREA_6V2_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000036,MFG_R_7_2,0.31153357,1355.88545816,NGIQ-BR-00000080,0.39825486,0.29576176,0.10249311,0.84735569,0.15264431,3.6882,FALSE,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000446,Area 6v2 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,AREA_6V2_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000079,PrG_L_6_6,0.38501909,921.3109835,NGIQ-BR-00000079,0.47136147,0.28807201,0.18328946,0.92020914,0.07979086,3.3305,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000447,Area 6r1 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG,AREA_6R1_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000080,PrG_R_6_6,0.2914833,506.87459188,NGIQ-BR-00000080,0.39763374,0.22446977,0.17316398,0.95865976,0.04134024,4.0444,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000448,Area 6r1 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG,AREA_6R1_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000079,PrG_L_6_6,0.30411039,368.32584872,NGIQ-BR-00000079,0.42784395,0.16837433,0.25946962,0.90838918,0.09161082,3.8814,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000449,Area 6v1 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,AREA_6V1_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000044,MFG_R_7_6,0.37663396,1027.27247397,NGIQ-BR-00000072,0.36741086,0.36382204,0.00358882,0.89480519,0.10519481,3.5677,FALSE,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000450,Area 6v1 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,AREA_6V1_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000043,MFG_L_7_6,0.38128372,984.15999815,NGIQ-BR-00000043,0.48963054,0.37949438,0.11013616,0.95085973,0.04914027,2.8321,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000451,Area 6d2 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG,AREA_6D2_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000026,SFG_R_7_4,0.41150728,633.26270317,NGIQ-BR-00000026,0.59576613,0.1661941,0.42957203,0.85282366,0.14717634,2.2698,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000452,Area 6d2 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG,AREA_6D2_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000025,SFG_L_7_4,0.39816214,1278.20512455,NGIQ-BR-00000025,0.49190954,0.13448002,0.35742952,0.87016822,0.12983178,3.7629,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000453,Area 6d1 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG,AREA_6D1_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000072,PrG_R_6_2,0.23316158,853.47671829,NGIQ-BR-00000072,0.32640225,0.17867225,0.14773,0.81912089,0.18087911,4.5592,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000454,Area 6d1 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG,AREA_6D1_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000071,PrG_L_6_2,0.26170626,1384.57474582,NGIQ-BR-00000071,0.30665537,0.23468517,0.0719702,0.84046723,0.15953277,5.1226,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000455,"Area 6ma (preSMA, mesial SFG) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG,AREA_6MA_PRESMA_MESIAL_SFG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000002,SFG_R_7_1,0.46408302,724.92757703,NGIQ-BR-00000002,0.54256143,0.33350416,0.20905727,0.88807468,0.11192532,2.0796,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000456,"Area 6ma (preSMA, mesial SFG) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG,AREA_6MA_PRESMA_MESIAL_SFG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000001,SFG_L_7_1,0.45909,769.0803252,NGIQ-BR-00000001,0.51923737,0.38845642,0.13078095,0.91032331,0.08967669,2.0172,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000457,Area Fp1 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,AREA_FP1_FPOLE_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000046,MFG_R_7_7,0.44777521,2444.82299336,NGIQ-BR-00000046,0.49564025,0.23849538,0.25714487,0.96508543,0.03491457,3.5383,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000458,Area Fp1 (FPole) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,AREA_FP1_FPOLE_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000045,MFG_L_7_7,0.40513104,1956.31389417,NGIQ-BR-00000045,0.45315321,0.17202184,0.28113137,0.95825744,0.04174256,4.21,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,AREA_FP2_FPOLE_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000032,SFG_R_7_7,0.38786618,689.47721477,NGIQ-BR-00000032,0.41712945,0.29957421,0.11755524,0.96116126,0.03883874,2.9314,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000460,Area Fp2 (FPole) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,AREA_FP2_FPOLE_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000057,OrG_L_6_1,0.44972668,915.80957199,NGIQ-BR-00000057,0.52159234,0.28678186,0.23481048,0.95261903,0.04738097,2.7578,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000461,"Area 6mp (SMA, mesial SFG) right",right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG,AREA_6MP_SMA_MESIAL_SFG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000028,SFG_R_7_5,0.53337979,656.69532594,NGIQ-BR-00000028,0.54395447,0.31295808,0.23099639,0.90164734,0.09835266,2.2997,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000462,"Area 6mp (SMA, mesial SFG) left",left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG,AREA_6MP_SMA_MESIAL_SFG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000027,SFG_L_7_5,0.74409859,731.50185748,NGIQ-BR-00000027,0.76339055,0.12016508,0.64322547,0.90779036,0.09220964,1.6895,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,AREA_FO1_OFC_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000066,OrG_R_6_5,0.34233693,659.05157311,NGIQ-BR-00000066,0.4145345,0.30086351,0.11367099,0.91192794,0.08807206,2.8866,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000464,Area Fo1 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,AREA_FO1_OFC_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000063,OrG_L_6_4,0.4671995,670.38273529,NGIQ-BR-00000063,0.69753683,0.161351,0.53618583,0.91928625,0.08071375,2.0477,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000465,Area Fo3 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,AREA_FO3_OFC_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000062,OrG_R_6_3,0.69123894,3001.74990222,NGIQ-BR-00000062,0.85846788,0.05147768,0.8069902,0.93779435,0.06220565,1.4597,TRUE,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000466,Area Fo3 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,AREA_FO3_OFC_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000061,OrG_L_6_3,0.59343932,2012.83833452,NGIQ-BR-00000061,0.78954554,0.07819724,0.7113483,0.92996467,0.07003533,1.8292,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000467,Area Fo2 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,AREA_FO2_OFC_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000066,OrG_R_6_5,0.67015851,1054.3057528,NGIQ-BR-00000066,0.83293015,0.03915463,0.79377551,0.8833743,0.1166257,1.2971,TRUE,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000468,Area Fo2 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,AREA_FO2_OFC_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000065,OrG_L_6_5,0.65844168,1052.55754871,NGIQ-BR-00000065,0.81905615,0.02777381,0.79128235,0.85439618,0.14560382,1.2228,TRUE,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000469,Area 4p (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG,AREA_4P_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000074,PrG_R_6_3,0.39593493,541.06799269,NGIQ-BR-00000074,0.42459644,0.2233097,0.20128673,0.82538008,0.17461992,2.867,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000470,Area 4p (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG,AREA_4P_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000069,PrG_L_6_1,0.35652833,588.68101657,NGIQ-BR-00000069,0.3665584,0.30014709,0.06641131,0.85173968,0.14826032,3.1909,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000471,Area 4a (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,AREA_4A_PRECG_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000074,PrG_R_6_3,0.19683403,1502.09371807,NGIQ-BR-00000074,0.17430741,0.16911337,0.00519404,0.82908658,0.17091342,7.5134,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000472,Area 4a (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,AREA_4A_PRECG_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000083,PCL_L_2_2,0.33212274,863.21361131,NGIQ-BR-00000083,0.36470955,0.18973732,0.17497223,0.80975973,0.19024027,4.302,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000473,Area Op10 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,AREA_OP10_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000054,IFG_R_6_5,0.44397226,219.78082434,NGIQ-BR-00000054,0.47323097,0.00238115,0.47084983,0.47679337,0.52320663,1.0523,TRUE,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000474,Area Op10 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,AREA_OP10_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000053,IFG_L_6_5,0.32658814,222.98809939,NGIQ-BR-00000053,0.38627059,0.01401996,0.37225063,0.41340429,0.58659571,1.3731,TRUE,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000475,Area Op6 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,AREA_OP6_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000078,PrG_R_6_5,0.55147837,405.50165765,NGIQ-BR-00000078,0.52866555,0.18530451,0.34336105,0.94954483,0.05045517,3.5036,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000476,Area Op6 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,AREA_OP6_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000077,PrG_L_6_5,0.43523444,898.05676804,NGIQ-BR-00000077,0.42740526,0.18200639,0.24539887,0.88494274,0.11505726,4.516,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000477,Area Op5 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,AREA_OP5_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000078,PrG_R_6_5,0.55596755,815.71557296,NGIQ-BR-00000078,0.47882669,0.25423627,0.22459042,0.88254828,0.11745172,3.326,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000478,Area Op5 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,AREA_OP5_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000077,PrG_L_6_5,0.54327216,491.08105529,NGIQ-BR-00000077,0.49357052,0.16371519,0.32985532,0.79624768,0.20375232,2.8336,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000479,Area Op7 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,AREA_OP7_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000054,IFG_R_6_5,0.64235579,316.48687167,NGIQ-BR-00000054,0.58458118,0.17088949,0.41369169,0.8719277,0.1280723,2.5524,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000480,Area Op7 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,AREA_OP7_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000053,IFG_L_6_5,0.54309915,291.38350586,NGIQ-BR-00000179,0.51957615,0.27995504,0.23962112,0.86283741,0.13716259,2.5543,FALSE,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000481,Area Op9 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,AREA_OP9_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000054,IFG_R_6_5,0.50372459,941.22288762,NGIQ-BR-00000054,0.59067742,0.1328013,0.45787613,0.90169149,0.09830851,2.94,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000482,Area Op9 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,AREA_OP9_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000053,IFG_L_6_5,0.32226007,404.54539412,NGIQ-BR-00000053,0.3953067,0.18630792,0.20899878,0.82217986,0.17782014,3.5903,TRUE,CONFLICT_REVIEW,HIGH_FRAGMENTATION,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000483,Area Op8 (Frontal Operculum) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,AREA_OP8_FRONTAL_OPERCULUM_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000054,IFG_R_6_5,0.71187894,733.59872186,NGIQ-BR-00000054,0.7807942,0.04874729,0.7320469,0.93754144,0.06245856,2.0418,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000484,Area Op8 (Frontal Operculum) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,AREA_OP8_FRONTAL_OPERCULUM_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000053,IFG_L_6_5,0.60158398,546.7591971,NGIQ-BR-00000053,0.72731312,0.06224539,0.66506773,0.88569155,0.11430845,2.0305,TRUE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000485,Area IFS4 (IFS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,AREA_IFS4_IFS_RIGHT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000036,MFG_R_7_2,0.30959626,249.64520083,NGIQ-BR-00000004,0.34043907,0.22992131,0.11051776,0.92755129,0.07244871,4.1856,FALSE,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000486,Area IFS4 (IFS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,AREA_IFS4_IFS_LEFT.nii.gz,DIRECT_CANONICAL_SPATIAL_EVIDENCE,NGIQ-BR-00000003,IFG_L_6_1,0.30309131,179.45621805,NGIQ-BR-00000003,0.37468186,0.33555783,0.03912403,0.91847229,0.08152771,3.1442,TRUE,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
