component_index,parcel_id,official_name,official_code,canonical_g3_id,hemisphere,lut_name,lobe,macro_gyrus_name,source_asset,source_sha256,output_asset,output_sha256,source_space,target_space,transform_sha256,tool,tool_version,interpolation,source_scale,output_scale,source_nonzero_voxels,target_nonzero_voxels,source_probability_sum,target_probability_sum,probability_sum_ratio,support_volume_ratio,target_grid_match,hemisphere_check,finite_check,range_check,nonempty_check,cross_check,boundary_touch_fraction,correct_side_mass_fraction,transform_status
191,191,MedioVentral occipital cortex,MVOcC_L_5_2,NGIQ-BR-00000195,left,rCunG_L,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp191_MVOcC_L_5_2_prob_2009c.nii.gz,c6b203c9ebe4e4fa079a798b3881dc403df9a55d3aa3cdbf690c8df06ea3c529,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12978,37468,350076.7549,7336.594,0.020957,2.88704,True,True,True,True,True,True,0.0,0.877362,PASS
192,192,MedioVentral occipital cortex,MVOcC_R_5_2,NGIQ-BR-00000196,right,rCunG_R,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp192_MVOcC_R_5_2_prob_2009c.nii.gz,d621bea647b78af7e10871bda67a7cdcad96cf6bfb4228b6ac4744b3f14deda7,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,13406,37543,358049.9409,7480.5025,0.020892,2.800462,True,True,True,True,True,True,0.0,0.975639,PASS
193,193,MedioVentral occipital cortex,MVOcC_L_5_3,NGIQ-BR-00000197,left,cCunG_L,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp193_MVOcC_L_5_3_prob_2009c.nii.gz,51680e1884ad943aff13a2a025cc4768aa3d8db8e70a02603fa46839332022cb,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9369,29039,287045.9676,5904.6486,0.02057,3.099477,True,True,True,True,True,True,0.0,0.916823,PASS
194,194,MedioVentral occipital cortex,MVOcC_R_5_3,NGIQ-BR-00000198,right,cCunG_R,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp194_MVOcC_R_5_3_prob_2009c.nii.gz,56af3240a60e851f80031bc115f1fe3cd91cb224779c6bd57661c342298c57b0,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,11355,33379,320240.015,6453.231,0.020151,2.939586,True,True,True,True,True,True,0.0,0.989044,PASS
195,195,MedioVentral occipital cortex,MVOcC_L_5_4,NGIQ-BR-00000199,left,rLinG_L,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp195_MVOcC_L_5_4_prob_2009c.nii.gz,c97ae76f14db145e9cdcc4f3b6eeac1476602ea1a5a8c8087857ff86d400dbda,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12009,35409,326896.31,7183.3647,0.021974,2.948539,True,True,True,True,True,True,0.0,0.993729,PASS
196,196,MedioVentral occipital cortex,MVOcC_R_5_4,NGIQ-BR-00000200,right,rLinG_R,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp196_MVOcC_R_5_4_prob_2009c.nii.gz,44fe79a6dce19c1d2eb1a191f6b3605dcc3212a351590f0df95d59de76c6174e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10750,32680,344560.3775,7184.0161,0.02085,3.04,True,True,True,True,True,True,0.0,0.99894,PASS
197,197,MedioVentral occipital cortex,MVOcC_L_5_5,NGIQ-BR-00000201,left,vmPOS_L,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp197_MVOcC_L_5_5_prob_2009c.nii.gz,d5913b674d945ab3c3b70ced9ae31c981cff2b6b16393c10c787accfbba260f5,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9066,27932,349441.2355,7425.1508,0.021249,3.080962,True,True,True,True,True,True,0.0,0.981466,PASS
198,198,MedioVentral occipital cortex,MVOcC_R_5_5,NGIQ-BR-00000202,right,vmPOS_R,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp198_MVOcC_R_5_5_prob_2009c.nii.gz,ec60c6fe0ac4ee0da1597772504c603c5f84b3dbeaf0065d05bdc27f15ed6a2c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7402,22930,371370.6173,7681.9003,0.020685,3.097811,True,True,True,True,True,True,0.0,0.997962,PASS
199,199,Lateral occipital cortex,LOcC_L_4_1,NGIQ-BR-00000203,left,mOccG_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp199_LOcC_L_4_1_prob_2009c.nii.gz,f73df8af665fa96f911fd97aeea23b5c56ae1e1d35764c860b7c73332487fa38,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,14296,36714,392935.8716,7563.7861,0.019249,2.568131,True,True,True,True,True,True,0.0,0.999991,PASS
200,200,Lateral occipital cortex,LOcC_R_4_1,NGIQ-BR-00000204,right,mOccG_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp200_LOcC_R_4_1_prob_2009c.nii.gz,146408877a1a2ab1c5124f260205c746c50c440bdbb449e0d77af68c9b32adb7,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12082,33937,358572.3863,7255.0297,0.020233,2.808889,True,True,True,True,True,True,0.0,1.0,PASS
201,201,Lateral occipital cortex,LOcC_L_4_2,NGIQ-BR-00000205,left,V5/MT+_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp201_LOcC_L_4_2_prob_2009c.nii.gz,b34c05c98e8897390df58020e1cbefea38f1aed846229db4d944a92d97003e34,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7701,23996,282446.6332,5442.0468,0.019268,3.115959,True,True,True,True,True,True,0.0,1.0,PASS
202,202,Lateral occipital cortex,LOcC_R_4_2,NGIQ-BR-00000206,right,V5/MT+_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp202_LOcC_R_4_2_prob_2009c.nii.gz,4cf439748fbd72515bc32af3db4eb9f67f5db4d61aa320469a5c54066d62c65e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8062,23783,306831.0905,6752.111,0.022006,2.950012,True,True,True,True,True,True,0.0,1.0,PASS
203,203,Lateral occipital cortex,LOcC_L_4_3,NGIQ-BR-00000207,left,OPC_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp203_LOcC_L_4_3_prob_2009c.nii.gz,a5cc35155f5a2a1ab7a94c22747578037386f2e7370a1eed9bff2fb360b58be9,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,13440,34734,440695.6483,8839.8903,0.020059,2.584375,True,True,True,True,True,True,0.0,0.999945,PASS
204,204,Lateral occipital cortex,LOcC_R_4_3,NGIQ-BR-00000208,right,OPC_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp204_LOcC_R_4_3_prob_2009c.nii.gz,0fa557844ab53e41db8df18f7f02bee180745dff4392b939219916256b9d4326,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12632,34224,426699.6182,8640.1414,0.020249,2.70931,True,True,True,True,True,True,0.0,1.0,PASS
205,205,Lateral occipital cortex,LOcC_L_4_4,NGIQ-BR-00000209,left,iOccG_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp205_LOcC_L_4_4_prob_2009c.nii.gz,d4da58d0fd758e8befc54a389c76b9fba8edf72832051ed9cc759b98b3c227e2,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,13424,35409,383721.8451,7738.1868,0.020166,2.637738,True,True,True,True,True,True,0.0,0.999973,PASS
206,206,Lateral occipital cortex,LOcC_R_4_4,NGIQ-BR-00000210,right,iOccG_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp206_LOcC_R_4_4_prob_2009c.nii.gz,1cbc076ad472ea471b927b04adc1a825062f7d64be03896115a81340f25d2269,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,13226,35906,390596.9038,7887.0137,0.020192,2.714804,True,True,True,True,True,True,0.0,1.0,PASS
207,207,Lateral occipital cortex,LOcC_L_2_1,NGIQ-BR-00000211,left,msOccG_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp207_LOcC_L_2_1_prob_2009c.nii.gz,4993cc4cc0cd884167fbe35d0ae26df2e9721d70ae255d7fe7016f28fdfe6ef5,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5572,17020,249312.8013,5153.1691,0.020669,3.054559,True,True,True,True,True,True,0.0,0.992829,PASS
208,208,Lateral occipital cortex,LOcC_R_2_1,NGIQ-BR-00000212,right,msOccG_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp208_LOcC_R_2_1_prob_2009c.nii.gz,fdb8a2a189c2fcf20f09820832c21921dc8c9210f56d395087ee35c899ab816d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6188,18000,256297.9817,4886.8788,0.019067,2.908856,True,True,True,True,True,True,0.0,1.0,PASS
209,209,Lateral occipital cortex,LOcC_L_2_2,NGIQ-BR-00000213,left,lsOccG_L,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp209_LOcC_L_2_2_prob_2009c.nii.gz,8d2569d1a4693627407cfbb93d54cab7ea9544ac0e1dfd2d0e53d613e0822e2b,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9671,32233,254974.9893,5254.9897,0.02061,3.332954,True,True,True,True,True,True,0.0,0.999854,PASS
210,210,Lateral occipital cortex,LOcC_R_2_2,NGIQ-BR-00000214,right,lsOccG_R,Occipital lobe,Lateral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp210_LOcC_R_2_2_prob_2009c.nii.gz,21bfcdbfa2356bc667cd3f661fc8ce930afe289ef8d3ae4caa1ad313ea8fdb55,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9891,26692,303852.707,5477.0904,0.018025,2.698615,True,True,True,True,True,True,0.0,1.0,PASS
211,211,Amygdala,Amyg_L_2_1,NGIQ-BR-00000215,left,mAmyg_L,Subcortical nuclei,Amygdala,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp211_Amyg_L_2_1_prob_2009c.nii.gz,b14fd996f0ae4d5470b64aa8973b4f774dc6d7ace733cb9064be840672a3966d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,1431,4245,87253.941,1789.468,0.020509,2.966457,True,True,True,True,True,True,0.0,1.0,PASS
212,212,Amygdala,Amyg_R_2_1,NGIQ-BR-00000216,right,mAmyg_R,Subcortical nuclei,Amygdala,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp212_Amyg_R_2_1_prob_2009c.nii.gz,58ea2d1718d3f9480da63b7d08dcd9ca044a5990e1874011f7602ff9573a5f34,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,1572,4582,99389.279,2047.7526,0.020603,2.914758,True,True,True,True,True,True,0.0,1.0,PASS
213,213,Amygdala,Amyg_L_2_2,NGIQ-BR-00000217,left,lAmyg_L,Subcortical nuclei,Amygdala,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp213_Amyg_L_2_2_prob_2009c.nii.gz,9d4266d8b33076e5e4b91328631d1465b58c93e60a24363f57deb75cacea1d06,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,1424,4252,56746.0589,1181.2156,0.020816,2.985955,True,True,True,True,True,True,0.0,1.0,PASS
214,214,Amygdala,Amyg_R_2_2,NGIQ-BR-00000218,right,lAmyg_R,Subcortical nuclei,Amygdala,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp214_Amyg_R_2_2_prob_2009c.nii.gz,61e18e299a97f0bd3ad3f7724084f66bdb8b33ad80d5f51fe529027191b8eb4d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,1468,4485,60810.7209,1244.1263,0.020459,3.055177,True,True,True,True,True,True,0.0,1.0,PASS
215,215,Hippocampus,Hipp_L_2_1,NGIQ-BR-00000017,left,rHipp_L,Subcortical nuclei,Hippocampus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp215_Hipp_L_2_1_prob_2009c.nii.gz,e4cf7fed4cb3adb7c0cc2deda17b669aaf43e0ea4a0499def258ef4ac64716a1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4447,12473,237775.3373,4897.6279,0.020598,2.804812,True,True,True,True,True,True,0.0,1.0,PASS
216,216,Hippocampus,Hipp_R_2_1,NGIQ-BR-00000018,right,rHipp_R,Subcortical nuclei,Hippocampus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp216_Hipp_R_2_1_prob_2009c.nii.gz,709af8a033747d58a3582ae10c12ca92cf0bdbbe3cc6e262a32cdb4ba8ba1c8d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4507,12644,258828.4067,5292.3988,0.020448,2.805414,True,True,True,True,True,True,0.0,1.0,PASS
217,217,Hippocampus,Hipp_L_2_2,NGIQ-BR-00000219,left,cHipp_L,Subcortical nuclei,Hippocampus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp217_Hipp_L_2_2_prob_2009c.nii.gz,0fcf189901513bdc9824e4efb7a2751ff9aa941acc77cc0597dea0e9a32bdbe3,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4049,11865,210424.6623,4364.0555,0.020739,2.930353,True,True,True,True,True,True,0.0,1.0,PASS
218,218,Hippocampus,Hipp_R_2_2,NGIQ-BR-00000220,right,cHipp_R,Subcortical nuclei,Hippocampus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp218_Hipp_R_2_2_prob_2009c.nii.gz,8fd5130b39c08da98321a5c74a2efecdeb095d6760d5de02460ee6ae964605bd,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4109,12141,194471.5929,4008.9097,0.020614,2.954734,True,True,True,True,True,True,0.0,1.0,PASS
219,219,Basal ganglia,BG_L_6_1,NGIQ-BR-00000019,left,vCa_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp219_BG_L_6_1_prob_2009c.nii.gz,9676d202cea4bdfd12179ed3e877bf97fef90a14eae0e142064608e1017ddede,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6156,18608,194787.6482,4128.6834,0.021196,3.022742,True,True,True,True,True,True,0.0,1.0,PASS
220,220,Basal ganglia,BG_R_6_1,NGIQ-BR-00000221,right,vCa_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp220_BG_R_6_1_prob_2009c.nii.gz,85eb49ea81077a9672da47d087550cdd0766c8667842cf626a0524d5fb7bec13,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8662,25253,166279.2908,3459.9376,0.020808,2.915378,True,True,True,True,True,True,0.0,1.0,PASS
221,221,Basal ganglia,BG_L_6_2,NGIQ-BR-00000222,left,GP_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp221_BG_L_6_2_prob_2009c.nii.gz,ef405c4253f06bed4ff818cc9083301802c09d398bed98cbf827c2875defe17a,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7743,22873,175538.578,3704.6926,0.021105,2.954023,True,True,True,True,True,True,0.0,1.0,PASS
