g3_entity_id,g3_name_en,g3_name_zh,g3_source_name,g3_hemisphere,derived_anatomical_family,derivation_basis,g1_candidate_entity_id,g1_candidate_name_en,g1_candidate_name_zh,g1_hemisphere,candidate_relation,candidate_method,confidence_class,candidate_count,decision,review_reason
NGIQ-BR-00000118,"Right Fusiform gyrus, Brainnetome 3_2",右侧梭状回（Brainnetome 3-2）,FuG_R_3_2,right,Fusiform gyrus,CANONICAL_NAME,NGIQ-BR-00000304,Right Fusiform Gyrus,右梭状回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000120,"Right Fusiform gyrus, Brainnetome 3_3",右侧梭状回（Brainnetome 3-3）,FuG_R_3_3,right,Fusiform gyrus,CANONICAL_NAME,NGIQ-BR-00000304,Right Fusiform Gyrus,右梭状回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000018,"Right Hippocampus, Brainnetome 2_1",右侧海马（Brainnetome 2-1）,Hipp_R_2_1,right,Hippocampus,CANONICAL_NAME,NGIQ-BR-00000260,Right Hippocampus,右海马,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",右侧海马（Brainnetome 2-2）,Hipp_R_2_2,right,Hippocampus,CANONICAL_NAME,NGIQ-BR-00000260,Right Hippocampus,右海马,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000004,"Right Inferior frontal gyrus, Brainnetome 6_1",右侧额下回（Brainnetome 6-1）,IFG_R_6_1,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000048,"Right Inferior frontal gyrus, Brainnetome 6_2",右侧额下回（Brainnetome 6-2）,IFG_R_6_2,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000050,"Right Inferior frontal gyrus, Brainnetome 6_3",右侧额下回（Brainnetome 6-3）,IFG_R_6_3,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000052,"Right Inferior frontal gyrus, Brainnetome 6_4",右侧额下回（Brainnetome 6-4）,IFG_R_6_4,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000054,"Right Inferior frontal gyrus, Brainnetome 6_5",右侧额下回（Brainnetome 6-5）,IFG_R_6_5,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000056,"Right Inferior frontal gyrus, Brainnetome 6_6",右侧额下回（Brainnetome 6-6）,IFG_R_6_6,right,Inferior frontal gyrus,MANUAL_REVIEW_REQUIRED,,"Right Inferior Frontal Gyrus, Pars Opercularis; Right Inferior Frontal Gyrus, Pars Orbitalis; Right Inferior Frontal Gyrus, Pars Triangularis",,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,"multiple coarse G1 candidates: inferior frontal gyrus, pars opercularis; inferior frontal gyrus, pars orbitalis; inferior frontal gyrus, pars triangularis"
NGIQ-BR-00000012,"Right Inferior parietal lobule, Brainnetome 6_1",右侧顶下小叶（Brainnetome 6-1）,IPL_R_6_1,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000146,"Right Inferior parietal lobule, Brainnetome 6_2",右侧顶下小叶（Brainnetome 6-2）,IPL_R_6_2,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000148,"Right Inferior parietal lobule, Brainnetome 6_3",右侧顶下小叶（Brainnetome 6-3）,IPL_R_6_3,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000150,"Right Inferior parietal lobule, Brainnetome 6_4",右侧顶下小叶（Brainnetome 6-4）,IPL_R_6_4,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000152,"Right Inferior parietal lobule, Brainnetome 6_5",右侧顶下小叶（Brainnetome 6-5）,IPL_R_6_5,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000154,"Right Inferior parietal lobule, Brainnetome 6_6",右侧顶下小叶（Brainnetome 6-6）,IPL_R_6_6,right,Inferior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000102,"Right Inferior temporal gyrus, Brainnetome 7_1",右侧颞下回（Brainnetome 7-1）,ITG_R_7_1,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000104,"Right Inferior temporal gyrus, Brainnetome 7_2",右侧颞下回（Brainnetome 7-2）,ITG_R_7_2,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000106,"Right Inferior temporal gyrus, Brainnetome 7_3",右侧颞下回（Brainnetome 7-3）,ITG_R_7_3,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000108,"Right Inferior temporal gyrus, Brainnetome 7_4",右侧颞下回（Brainnetome 7-4）,ITG_R_7_4,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000110,"Right Inferior temporal gyrus, Brainnetome 7_5",右侧颞下回（Brainnetome 7-5）,ITG_R_7_5,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000112,"Right Inferior temporal gyrus, Brainnetome 7_6",右侧颞下回（Brainnetome 7-6）,ITG_R_7_6,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000114,"Right Inferior temporal gyrus, Brainnetome 7_7",右侧颞下回（Brainnetome 7-7）,ITG_R_7_7,right,Inferior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,右颞下回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000014,"Right Insular gyrus, Brainnetome 6_1",右侧岛回（Brainnetome 6-1）,Ins_R_6_1,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000172,"Right Insular gyrus, Brainnetome 6_2",右侧岛回（Brainnetome 6-2）,Ins_R_6_2,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000174,"Right Insular gyrus, Brainnetome 6_3",右侧岛回（Brainnetome 6-3）,Ins_R_6_3,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000176,"Right Insular gyrus, Brainnetome 6_4",右侧岛回（Brainnetome 6-4）,Ins_R_6_4,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000178,"Right Insular gyrus, Brainnetome 6_5",右侧岛回（Brainnetome 6-5）,Ins_R_6_5,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000180,"Right Insular gyrus, Brainnetome 6_6",右侧岛回（Brainnetome 6-6）,Ins_R_6_6,right,Insular gyrus,CANONICAL_NAME,NGIQ-BR-00000330,Right Insula,右岛叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000204,"Right Lateral occipital cortex, Brainnetome 4_1",右侧外侧枕叶皮层（Brainnetome 4-1）,OcG_R_4_1,right,Lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000206,"Right Lateral occipital cortex, Brainnetome 4_2",右侧外侧枕叶皮层（Brainnetome 4-2）,OcG_R_4_2,right,Lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000208,"Right Lateral occipital cortex, Brainnetome 4_3",右侧外侧枕叶皮层（Brainnetome 4-3）,OcG_R_4_3,right,Lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000210,"Right Lateral occipital cortex, Brainnetome 4_4",右侧外侧枕叶皮层（Brainnetome 4-4）,OcG_R_4_4,right,Lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000016,"Right Medioventral occipital cortex, Brainnetome 5_1",右侧腹内侧枕叶皮层（Brainnetome 5-1）,Cun_R_5_1,right,Medioventral occipital cortex,MANUAL_REVIEW_REQUIRED,,Right Lingual Gyrus; Right Pericalcarine Cortex; Right Cuneus,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: lingual gyrus; pericalcarine cortex; cuneus
NGIQ-BR-00000196,"Right Medioventral occipital cortex, Brainnetome 5_2",右侧腹内侧枕叶皮层（Brainnetome 5-2）,Cun_R_5_2,right,Medioventral occipital cortex,MANUAL_REVIEW_REQUIRED,,Right Lingual Gyrus; Right Pericalcarine Cortex; Right Cuneus,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: lingual gyrus; pericalcarine cortex; cuneus
NGIQ-BR-00000198,"Right Medioventral occipital cortex, Brainnetome 5_3",右侧腹内侧枕叶皮层（Brainnetome 5-3）,Cun_R_5_3,right,Medioventral occipital cortex,MANUAL_REVIEW_REQUIRED,,Right Lingual Gyrus; Right Pericalcarine Cortex; Right Cuneus,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: lingual gyrus; pericalcarine cortex; cuneus
NGIQ-BR-00000200,"Right Medioventral occipital cortex, Brainnetome 5_4",右侧腹内侧枕叶皮层（Brainnetome 5-4）,Cun_R_5_4,right,Medioventral occipital cortex,MANUAL_REVIEW_REQUIRED,,Right Lingual Gyrus; Right Pericalcarine Cortex; Right Cuneus,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: lingual gyrus; pericalcarine cortex; cuneus
NGIQ-BR-00000202,"Right Medioventral occipital cortex, Brainnetome 5_5",右侧腹内侧枕叶皮层（Brainnetome 5-5）,Cun_R_5_5,right,Medioventral occipital cortex,MANUAL_REVIEW_REQUIRED,,Right Lingual Gyrus; Right Pericalcarine Cortex; Right Cuneus,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: lingual gyrus; pericalcarine cortex; cuneus
NGIQ-BR-00000034,"Right Middle frontal gyrus, Brainnetome 7_1",右侧额中回（Brainnetome 7-1）,MFG_R_7_1,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000036,"Right Middle frontal gyrus, Brainnetome 7_2",右侧额中回（Brainnetome 7-2）,MFG_R_7_2,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000038,"Right Middle frontal gyrus, Brainnetome 7_3",右侧额中回（Brainnetome 7-3）,MFG_R_7_3,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000040,"Right Middle frontal gyrus, Brainnetome 7_4",右侧额中回（Brainnetome 7-4）,MFG_R_7_4,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000042,"Right Middle frontal gyrus, Brainnetome 7_5",右侧额中回（Brainnetome 7-5）,MFG_R_7_5,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000044,"Right Middle frontal gyrus, Brainnetome 7_6",右侧额中回（Brainnetome 7-6）,MFG_R_7_6,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000046,"Right Middle frontal gyrus, Brainnetome 7_7",右侧额中回（Brainnetome 7-7）,MFG_R_7_7,right,Middle frontal gyrus,MANUAL_REVIEW_REQUIRED,,Right Caudal Middle Frontal Gyrus; Right Rostral Middle Frontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: caudal middle frontal gyrus; rostral middle frontal cortex
NGIQ-BR-00000008,"Right Middle temporal gyrus, Brainnetome 4_1",右侧颞中回（Brainnetome 4-1）,MTG_R_4_1,right,Middle temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000312,Right Middle Temporal Gyrus,右颞中回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000096,"Right Middle temporal gyrus, Brainnetome 4_2",右侧颞中回（Brainnetome 4-2）,MTG_R_4_2,right,Middle temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000312,Right Middle Temporal Gyrus,右颞中回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000098,"Right Middle temporal gyrus, Brainnetome 4_3",右侧颞中回（Brainnetome 4-3）,MTG_R_4_3,right,Middle temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000312,Right Middle Temporal Gyrus,右颞中回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000100,"Right Middle temporal gyrus, Brainnetome 4_4",右侧颞中回（Brainnetome 4-4）,MTG_R_4_4,right,Middle temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000312,Right Middle Temporal Gyrus,右颞中回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000058,"Right Orbital gyrus, Brainnetome 6_1",右侧眶回（Brainnetome 6-1）,OrG_R_6_1,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000060,"Right Orbital gyrus, Brainnetome 6_2",右侧眶回（Brainnetome 6-2）,OrG_R_6_2,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000062,"Right Orbital gyrus, Brainnetome 6_3",右侧眶回（Brainnetome 6-3）,OrG_R_6_3,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000064,"Right Orbital gyrus, Brainnetome 6_4",右侧眶回（Brainnetome 6-4）,OrG_R_6_4,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000066,"Right Orbital gyrus, Brainnetome 6_5",右侧眶回（Brainnetome 6-5）,OrG_R_6_5,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000068,"Right Orbital gyrus, Brainnetome 6_6",右侧眶回（Brainnetome 6-6）,OrG_R_6_6,right,Orbital gyrus,MANUAL_REVIEW_REQUIRED,,Right Lateral Orbitofrontal Cortex; Right Medial Orbitofrontal Cortex,,right,COARSE_AGGREGATION_CANDIDATE,,low,2,NEEDS_REVIEW,multiple coarse G1 candidates: lateral orbitofrontal cortex; medial orbitofrontal cortex
NGIQ-BR-00000082,"Right Paracentral lobule, Brainnetome 2_1",右侧中央旁小叶（Brainnetome 2-1）,PCL_R_2_1,right,Paracentral lobule,CANONICAL_NAME,NGIQ-BR-00000314,Right Paracentral Lobule,右中央旁小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000084,"Right Paracentral lobule, Brainnetome 2_2",右侧中央旁小叶（Brainnetome 2-2）,PCL_R_2_2,right,Paracentral lobule,CANONICAL_NAME,NGIQ-BR-00000314,Right Paracentral Lobule,右中央旁小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000122,"Right Parahippocampal gyrus, Brainnetome 6_1",右侧海马旁回（Brainnetome 6-1）,Ent_R_6_1,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000124,"Right Parahippocampal gyrus, Brainnetome 6_2",右侧海马旁回（Brainnetome 6-2）,Ent_R_6_2,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000126,"Right Parahippocampal gyrus, Brainnetome 6_3",右侧海马旁回（Brainnetome 6-3）,Ent_R_6_3,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000128,"Right Parahippocampal gyrus, Brainnetome 6_4",右侧海马旁回（Brainnetome 6-4）,Ent_R_6_4,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000130,"Right Parahippocampal gyrus, Brainnetome 6_5",右侧海马旁回（Brainnetome 6-5）,Ent_R_6_5,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000132,"Right Parahippocampal gyrus, Brainnetome 6_6",右侧海马旁回（Brainnetome 6-6）,Ent_R_6_6,right,Parahippocampal gyrus,CANONICAL_NAME,NGIQ-BR-00000313,Right Parahippocampal Gyrus,右海马旁回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000164,"Right Postcentral gyrus, Brainnetome 4_1",右侧中央后回（Brainnetome 4-1）,PoG_R_4_1,right,Postcentral gyrus,CANONICAL_NAME,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000166,"Right Postcentral gyrus, Brainnetome 4_2",右侧中央后回（Brainnetome 4-2）,PoG_R_4_2,right,Postcentral gyrus,CANONICAL_NAME,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000168,"Right Postcentral gyrus, Brainnetome 4_3",右侧中央后回（Brainnetome 4-3）,PoG_R_4_3,right,Postcentral gyrus,CANONICAL_NAME,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000170,"Right Postcentral gyrus, Brainnetome 4_4",右侧中央后回（Brainnetome 4-4）,PoG_R_4_4,right,Postcentral gyrus,CANONICAL_NAME,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000134,"Right Posterior superior temporal sulcus, Brainnetome 2_1",右侧颞上沟后部（Brainnetome 2-1）,pSTS_R_2_1,right,Posterior superior temporal sulcus,MANUAL_REVIEW_REQUIRED,,,,right,,,none,0,NO_CANDIDATE,sulcal region; no coarse gyrus concept in G1
NGIQ-BR-00000136,"Right Posterior superior temporal sulcus, Brainnetome 2_2",右侧颞上沟后部（Brainnetome 2-2）,pSTS_R_2_2,right,Posterior superior temporal sulcus,MANUAL_REVIEW_REQUIRED,,,,right,,,none,0,NO_CANDIDATE,sulcal region; no coarse gyrus concept in G1
NGIQ-BR-00000070,"Right Precentral gyrus, Brainnetome 6_1",右侧中央前回（Brainnetome 6-1）,PrG_R_6_1,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
