parcel_id,official_code,official_macro_gyrus,official_modified_name,hemisphere,g3_entity_id,g3_name_en,g3_name_zh,g3_source_name_original,current_alias,alignment_method,alignment_status
98,ITG_R_7_5,"ITG, Inferior temporal gyrus",ventrolateral area 37,right,NGIQ-BR-00000110,"Right Inferior temporal gyrus, Brainnetome 7_5",右侧颞下回（Brainnetome 7-5）,ITG_R_7_5,ITG_R_7_5,EXACT_BRAINNETOME_XREF,ALIGNED
99,ITG_L_7_6,"ITG, Inferior temporal gyrus",caudolateral of area 20,left,NGIQ-BR-00000111,"Left Inferior temporal gyrus, Brainnetome 7_6",左侧颞下回（Brainnetome 7-6）,ITG_L_7_6,ITG_L_7_6,EXACT_BRAINNETOME_XREF,ALIGNED
100,ITG_R_7_6,"ITG, Inferior temporal gyrus",caudolateral of area 20,right,NGIQ-BR-00000112,"Right Inferior temporal gyrus, Brainnetome 7_6",右侧颞下回（Brainnetome 7-6）,ITG_R_7_6,ITG_R_7_6,EXACT_BRAINNETOME_XREF,ALIGNED
101,ITG_L_7_7,"ITG, Inferior temporal gyrus",caudoventral of area 20,left,NGIQ-BR-00000113,"Left Inferior temporal gyrus, Brainnetome 7_7",左侧颞下回（Brainnetome 7-7）,ITG_L_7_7,ITG_L_7_7,EXACT_BRAINNETOME_XREF,ALIGNED
102,ITG_R_7_7,"ITG, Inferior temporal gyrus",caudoventral of area 20,right,NGIQ-BR-00000114,"Right Inferior temporal gyrus, Brainnetome 7_7",右侧颞下回（Brainnetome 7-7）,ITG_R_7_7,ITG_R_7_7,EXACT_BRAINNETOME_XREF,ALIGNED
103,FuG_L_3_1,"FuG, Fusiform gyrus",rostroventral area 20,left,NGIQ-BR-00000115,"Left Fusiform gyrus, Brainnetome 3_1",左侧梭状回（Brainnetome 3-1）,FuG_L_3_1,FuG_L_3_1,EXACT_BRAINNETOME_XREF,ALIGNED
104,FuG_R_3_1,"FuG, Fusiform gyrus",rostroventral area 20,right,NGIQ-BR-00000116,"Right Fusiform gyrus, Brainnetome 3_1",右侧梭状回（Brainnetome 3-1）,FuG_R_3_1,FuG_R_3_1,EXACT_BRAINNETOME_XREF,ALIGNED
105,FuG_L_3_2,"FuG, Fusiform gyrus",medioventral area 37,left,NGIQ-BR-00000117,"Left Fusiform gyrus, Brainnetome 3_2",左侧梭状回（Brainnetome 3-2）,FuG_L_3_2,FuG_L_3_2,EXACT_BRAINNETOME_XREF,ALIGNED
106,FuG_R_3_2,"FuG, Fusiform gyrus",medioventral area 37,right,NGIQ-BR-00000118,"Right Fusiform gyrus, Brainnetome 3_2",右侧梭状回（Brainnetome 3-2）,FuG_R_3_2,FuG_R_3_2,EXACT_BRAINNETOME_XREF,ALIGNED
107,FuG_L_3_3,"FuG, Fusiform gyrus",lateroventral area 37,left,NGIQ-BR-00000119,"Left Fusiform gyrus, Brainnetome 3_3",左侧梭状回（Brainnetome 3-3）,FuG_L_3_3,FuG_L_3_3,EXACT_BRAINNETOME_XREF,ALIGNED
108,FuG_R_3_3,"FuG, Fusiform gyrus",lateroventral area 37,right,NGIQ-BR-00000120,"Right Fusiform gyrus, Brainnetome 3_3",右侧梭状回（Brainnetome 3-3）,FuG_R_3_3,FuG_R_3_3,EXACT_BRAINNETOME_XREF,ALIGNED
109,PhG_L_6_1,"PhG, Parahippocampal gyrus",rostral area 35/36,left,NGIQ-BR-00000121,"Left Parahippocampal gyrus, Brainnetome 6_1",左侧海马旁回（Brainnetome 6-1）,Ent_L_6_1,Ent_L_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
110,PhG_R_6_1,"PhG, Parahippocampal gyrus",rostral area 35/36,right,NGIQ-BR-00000122,"Right Parahippocampal gyrus, Brainnetome 6_1",右侧海马旁回（Brainnetome 6-1）,Ent_R_6_1,Ent_R_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
111,PhG_L_6_2,"PhG, Parahippocampal gyrus",caudal area 35/36,left,NGIQ-BR-00000123,"Left Parahippocampal gyrus, Brainnetome 6_2",左侧海马旁回（Brainnetome 6-2）,Ent_L_6_2,Ent_L_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
112,PhG_R_6_2,"PhG, Parahippocampal gyrus",caudal area 35/36,right,NGIQ-BR-00000124,"Right Parahippocampal gyrus, Brainnetome 6_2",右侧海马旁回（Brainnetome 6-2）,Ent_R_6_2,Ent_R_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
113,PhG_L_6_3,"PhG, Parahippocampal gyrus","area TL (lateral PPHC, posterior parahippocampal gyrus)",left,NGIQ-BR-00000125,"Left Parahippocampal gyrus, Brainnetome 6_3",左侧海马旁回（Brainnetome 6-3）,Ent_L_6_3,Ent_L_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
114,PhG_R_6_3,"PhG, Parahippocampal gyrus","area TL (lateral PPHC, posterior parahippocampal gyrus)",right,NGIQ-BR-00000126,"Right Parahippocampal gyrus, Brainnetome 6_3",右侧海马旁回（Brainnetome 6-3）,Ent_R_6_3,Ent_R_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
115,PhG_L_6_4,"PhG, Parahippocampal gyrus","area 28/34 (EC, entorhinal cortex)",left,NGIQ-BR-00000127,"Left Parahippocampal gyrus, Brainnetome 6_4",左侧海马旁回（Brainnetome 6-4）,Ent_L_6_4,Ent_L_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
116,PhG_R_6_4,"PhG, Parahippocampal gyrus","area 28/34 (EC, entorhinal cortex)",right,NGIQ-BR-00000128,"Right Parahippocampal gyrus, Brainnetome 6_4",右侧海马旁回（Brainnetome 6-4）,Ent_R_6_4,Ent_R_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
117,PhG_L_6_5,"PhG, Parahippocampal gyrus",area TI(temporal agranular insular cortex),left,NGIQ-BR-00000129,"Left Parahippocampal gyrus, Brainnetome 6_5",左侧海马旁回（Brainnetome 6-5）,Ent_L_6_5,Ent_L_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
118,PhG_R_6_5,"PhG, Parahippocampal gyrus",area TI(temporal agranular insular cortex),right,NGIQ-BR-00000130,"Right Parahippocampal gyrus, Brainnetome 6_5",右侧海马旁回（Brainnetome 6-5）,Ent_R_6_5,Ent_R_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
119,PhG_L_6_6,"PhG, Parahippocampal gyrus",area TH (medial PPHC),left,NGIQ-BR-00000131,"Left Parahippocampal gyrus, Brainnetome 6_6",左侧海马旁回（Brainnetome 6-6）,Ent_L_6_6,Ent_L_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
120,PhG_R_6_6,"PhG, Parahippocampal gyrus",area TH (medial PPHC),right,NGIQ-BR-00000132,"Right Parahippocampal gyrus, Brainnetome 6_6",右侧海马旁回（Brainnetome 6-6）,Ent_R_6_6,Ent_R_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
121,pSTS_L_2_1,"pSTS, Posterior superior temporal sulcus",rostroposterior superior temporal sulcus,left,NGIQ-BR-00000133,"Left Posterior superior temporal sulcus, Brainnetome 2_1",左侧颞上沟后部（Brainnetome 2-1）,pSTS_L_2_1,pSTS_L_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
122,pSTS_R_2_1,"pSTS, Posterior superior temporal sulcus",rostroposterior superior temporal sulcus,right,NGIQ-BR-00000134,"Right Posterior superior temporal sulcus, Brainnetome 2_1",右侧颞上沟后部（Brainnetome 2-1）,pSTS_R_2_1,pSTS_R_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
123,pSTS_L_2_2,"pSTS, Posterior superior temporal sulcus",caudoposterior superior temporal sulcus,left,NGIQ-BR-00000135,"Left Posterior superior temporal sulcus, Brainnetome 2_2",左侧颞上沟后部（Brainnetome 2-2）,pSTS_L_2_2,pSTS_L_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
124,pSTS_R_2_2,"pSTS, Posterior superior temporal sulcus",caudoposterior superior temporal sulcus,right,NGIQ-BR-00000136,"Right Posterior superior temporal sulcus, Brainnetome 2_2",右侧颞上沟后部（Brainnetome 2-2）,pSTS_R_2_2,pSTS_R_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
125,SPL_L_5_1,"SPL, Superior parietal lobule",rostral area 7,left,NGIQ-BR-00000009,"Left Superior parietal lobule, Brainnetome 5_1",左侧顶上小叶（Brainnetome 5-1）,SPL_L_5_1,SPL_L_5_1,EXACT_BRAINNETOME_XREF,ALIGNED
126,SPL_R_5_1,"SPL, Superior parietal lobule",rostral area 7,right,NGIQ-BR-00000010,"Right Superior parietal lobule, Brainnetome 5_1",右侧顶上小叶（Brainnetome 5-1）,SPL_R_5_1,SPL_R_5_1,EXACT_BRAINNETOME_XREF,ALIGNED
127,SPL_L_5_2,"SPL, Superior parietal lobule",caudal area 7,left,NGIQ-BR-00000137,"Left Superior parietal lobule, Brainnetome 5_2",左侧顶上小叶（Brainnetome 5-2）,SPL_L_5_2,SPL_L_5_2,EXACT_BRAINNETOME_XREF,ALIGNED
128,SPL_R_5_2,"SPL, Superior parietal lobule",caudal area 7,right,NGIQ-BR-00000138,"Right Superior parietal lobule, Brainnetome 5_2",右侧顶上小叶（Brainnetome 5-2）,SPL_R_5_2,SPL_R_5_2,EXACT_BRAINNETOME_XREF,ALIGNED
129,SPL_L_5_3,"SPL, Superior parietal lobule",lateral area 5,left,NGIQ-BR-00000139,"Left Superior parietal lobule, Brainnetome 5_3",左侧顶上小叶（Brainnetome 5-3）,SPL_L_5_3,SPL_L_5_3,EXACT_BRAINNETOME_XREF,ALIGNED
130,SPL_R_5_3,"SPL, Superior parietal lobule",lateral area 5,right,NGIQ-BR-00000140,"Right Superior parietal lobule, Brainnetome 5_3",右侧顶上小叶（Brainnetome 5-3）,SPL_R_5_3,SPL_R_5_3,EXACT_BRAINNETOME_XREF,ALIGNED
131,SPL_L_5_4,"SPL, Superior parietal lobule",postcentral area 7,left,NGIQ-BR-00000141,"Left Superior parietal lobule, Brainnetome 5_4",左侧顶上小叶（Brainnetome 5-4）,SPL_L_5_4,SPL_L_5_4,EXACT_BRAINNETOME_XREF,ALIGNED
132,SPL_R_5_4,"SPL, Superior parietal lobule",postcentral area 7,right,NGIQ-BR-00000142,"Right Superior parietal lobule, Brainnetome 5_4",右侧顶上小叶（Brainnetome 5-4）,SPL_R_5_4,SPL_R_5_4,EXACT_BRAINNETOME_XREF,ALIGNED
133,SPL_L_5_5,"SPL, Superior parietal lobule",intraparietal area 7(hIP3),left,NGIQ-BR-00000143,"Left Superior parietal lobule, Brainnetome 5_5",左侧顶上小叶（Brainnetome 5-5）,SPL_L_5_5,SPL_L_5_5,EXACT_BRAINNETOME_XREF,ALIGNED
134,SPL_R_5_5,"SPL, Superior parietal lobule",intraparietal area 7(hIP3),right,NGIQ-BR-00000144,"Right Superior parietal lobule, Brainnetome 5_5",右侧顶上小叶（Brainnetome 5-5）,SPL_R_5_5,SPL_R_5_5,EXACT_BRAINNETOME_XREF,ALIGNED
135,IPL_L_6_1,"IPL, Inferior parietal lobule",caudal area 39(PGp),left,NGIQ-BR-00000011,"Left Inferior parietal lobule, Brainnetome 6_1",左侧顶下小叶（Brainnetome 6-1）,IPL_L_6_1,IPL_L_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
136,IPL_R_6_1,"IPL, Inferior parietal lobule",caudal area 39(PGp),right,NGIQ-BR-00000012,"Right Inferior parietal lobule, Brainnetome 6_1",右侧顶下小叶（Brainnetome 6-1）,IPL_R_6_1,IPL_R_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
137,IPL_L_6_2,"IPL, Inferior parietal lobule",rostrodorsal area 39(Hip3),left,NGIQ-BR-00000145,"Left Inferior parietal lobule, Brainnetome 6_2",左侧顶下小叶（Brainnetome 6-2）,IPL_L_6_2,IPL_L_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
138,IPL_R_6_2,"IPL, Inferior parietal lobule",rostrodorsal area 39(Hip3),right,NGIQ-BR-00000146,"Right Inferior parietal lobule, Brainnetome 6_2",右侧顶下小叶（Brainnetome 6-2）,IPL_R_6_2,IPL_R_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
139,IPL_L_6_3,"IPL, Inferior parietal lobule",rostrodorsal area 40(PFt),left,NGIQ-BR-00000147,"Left Inferior parietal lobule, Brainnetome 6_3",左侧顶下小叶（Brainnetome 6-3）,IPL_L_6_3,IPL_L_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
140,IPL_R_6_3,"IPL, Inferior parietal lobule",rostrodorsal area 40(PFt),right,NGIQ-BR-00000148,"Right Inferior parietal lobule, Brainnetome 6_3",右侧顶下小叶（Brainnetome 6-3）,IPL_R_6_3,IPL_R_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
141,IPL_L_6_4,"IPL, Inferior parietal lobule",caudal area 40(PFm),left,NGIQ-BR-00000149,"Left Inferior parietal lobule, Brainnetome 6_4",左侧顶下小叶（Brainnetome 6-4）,IPL_L_6_4,IPL_L_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
142,IPL_R_6_4,"IPL, Inferior parietal lobule",caudal area 40(PFm),right,NGIQ-BR-00000150,"Right Inferior parietal lobule, Brainnetome 6_4",右侧顶下小叶（Brainnetome 6-4）,IPL_R_6_4,IPL_R_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
143,IPL_L_6_5,"IPL, Inferior parietal lobule",rostroventral area 39(PGa),left,NGIQ-BR-00000151,"Left Inferior parietal lobule, Brainnetome 6_5",左侧顶下小叶（Brainnetome 6-5）,IPL_L_6_5,IPL_L_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
144,IPL_R_6_5,"IPL, Inferior parietal lobule",rostroventral area 39(PGa),right,NGIQ-BR-00000152,"Right Inferior parietal lobule, Brainnetome 6_5",右侧顶下小叶（Brainnetome 6-5）,IPL_R_6_5,IPL_R_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
145,IPL_L_6_6,"IPL, Inferior parietal lobule",rostroventral area 40(PFop),left,NGIQ-BR-00000153,"Left Inferior parietal lobule, Brainnetome 6_6",左侧顶下小叶（Brainnetome 6-6）,IPL_L_6_6,IPL_L_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
146,IPL_R_6_6,"IPL, Inferior parietal lobule",rostroventral area 40(PFop),right,NGIQ-BR-00000154,"Right Inferior parietal lobule, Brainnetome 6_6",右侧顶下小叶（Brainnetome 6-6）,IPL_R_6_6,IPL_R_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
147,PCun_L_4_1,"Pcun, Precuneus",medial area 7(PEp),left,NGIQ-BR-00000155,"Left Precuneus, Brainnetome 4_1",左侧楔前叶（Brainnetome 4-1）,PCun_L_4_1,PCun_L_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
148,PCun_R_4_1,"Pcun, Precuneus",medial area 7(PEp),right,NGIQ-BR-00000156,"Right Precuneus, Brainnetome 4_1",右侧楔前叶（Brainnetome 4-1）,PCun_R_4_1,PCun_R_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
149,PCun_L_4_2,"Pcun, Precuneus",medial area 5(PEm),left,NGIQ-BR-00000157,"Left Precuneus, Brainnetome 4_2",左侧楔前叶（Brainnetome 4-2）,PCun_L_4_2,PCun_L_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
150,PCun_R_4_2,"Pcun, Precuneus",medial area 5(PEm),right,NGIQ-BR-00000158,"Right Precuneus, Brainnetome 4_2",右侧楔前叶（Brainnetome 4-2）,PCun_R_4_2,PCun_R_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
151,PCun_L_4_3,"Pcun, Precuneus",dorsomedial parietooccipital sulcus(PEr),left,NGIQ-BR-00000159,"Left Precuneus, Brainnetome 4_3",左侧楔前叶（Brainnetome 4-3）,PCun_L_4_3,PCun_L_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
152,PCun_R_4_3,"Pcun, Precuneus",dorsomedial parietooccipital sulcus(PEr),right,NGIQ-BR-00000160,"Right Precuneus, Brainnetome 4_3",右侧楔前叶（Brainnetome 4-3）,PCun_R_4_3,PCun_R_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
153,PCun_L_4_4,"Pcun, Precuneus",area 31 (Lc1),left,NGIQ-BR-00000161,"Left Precuneus, Brainnetome 4_4",左侧楔前叶（Brainnetome 4-4）,PCun_L_4_4,PCun_L_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
154,PCun_R_4_4,"Pcun, Precuneus",area 31 (Lc1),right,NGIQ-BR-00000162,"Right Precuneus, Brainnetome 4_4",右侧楔前叶（Brainnetome 4-4）,PCun_R_4_4,PCun_R_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
155,PoG_L_4_1,"PoG, Postcentral gyrus","area 1/2/3(upper limb, head and face region)",left,NGIQ-BR-00000163,"Left Postcentral gyrus, Brainnetome 4_1",左侧中央后回（Brainnetome 4-1）,PoG_L_4_1,PoG_L_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
156,PoG_R_4_1,"PoG, Postcentral gyrus","area 1/2/3(upper limb, head and face region)",right,NGIQ-BR-00000164,"Right Postcentral gyrus, Brainnetome 4_1",右侧中央后回（Brainnetome 4-1）,PoG_R_4_1,PoG_R_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
157,PoG_L_4_2,"PoG, Postcentral gyrus",area 1/2/3(tongue and larynx region),left,NGIQ-BR-00000165,"Left Postcentral gyrus, Brainnetome 4_2",左侧中央后回（Brainnetome 4-2）,PoG_L_4_2,PoG_L_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
158,PoG_R_4_2,"PoG, Postcentral gyrus",area 1/2/3(tongue and larynx region),right,NGIQ-BR-00000166,"Right Postcentral gyrus, Brainnetome 4_2",右侧中央后回（Brainnetome 4-2）,PoG_R_4_2,PoG_R_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
159,PoG_L_4_3,"PoG, Postcentral gyrus",area 2,left,NGIQ-BR-00000167,"Left Postcentral gyrus, Brainnetome 4_3",左侧中央后回（Brainnetome 4-3）,PoG_L_4_3,PoG_L_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
160,PoG_R_4_3,"PoG, Postcentral gyrus",area 2,right,NGIQ-BR-00000168,"Right Postcentral gyrus, Brainnetome 4_3",右侧中央后回（Brainnetome 4-3）,PoG_R_4_3,PoG_R_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
161,PoG_L_4_4,"PoG, Postcentral gyrus",area 1/2/3(trunk region),left,NGIQ-BR-00000169,"Left Postcentral gyrus, Brainnetome 4_4",左侧中央后回（Brainnetome 4-4）,PoG_L_4_4,PoG_L_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
162,PoG_R_4_4,"PoG, Postcentral gyrus",area 1/2/3(trunk region),right,NGIQ-BR-00000170,"Right Postcentral gyrus, Brainnetome 4_4",右侧中央后回（Brainnetome 4-4）,PoG_R_4_4,PoG_R_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
163,INS_L_6_1,"INS, Insular gyrus",hypergranular insula,left,NGIQ-BR-00000013,"Left Insular gyrus, Brainnetome 6_1",左侧岛回（Brainnetome 6-1）,Ins_L_6_1,Ins_L_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
164,INS_R_6_1,"INS, Insular gyrus",hypergranular insula,right,NGIQ-BR-00000014,"Right Insular gyrus, Brainnetome 6_1",右侧岛回（Brainnetome 6-1）,Ins_R_6_1,Ins_R_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
165,INS_L_6_2,"INS, Insular gyrus",ventral agranular insula,left,NGIQ-BR-00000171,"Left Insular gyrus, Brainnetome 6_2",左侧岛回（Brainnetome 6-2）,Ins_L_6_2,Ins_L_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
166,INS_R_6_2,"INS, Insular gyrus",ventral agranular insula,right,NGIQ-BR-00000172,"Right Insular gyrus, Brainnetome 6_2",右侧岛回（Brainnetome 6-2）,Ins_R_6_2,Ins_R_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
167,INS_L_6_3,"INS, Insular gyrus",dorsal agranular insula,left,NGIQ-BR-00000173,"Left Insular gyrus, Brainnetome 6_3",左侧岛回（Brainnetome 6-3）,Ins_L_6_3,Ins_L_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
168,INS_R_6_3,"INS, Insular gyrus",dorsal agranular insula,right,NGIQ-BR-00000174,"Right Insular gyrus, Brainnetome 6_3",右侧岛回（Brainnetome 6-3）,Ins_R_6_3,Ins_R_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
169,INS_L_6_4,"INS, Insular gyrus",ventral dysgranular and granular insula,left,NGIQ-BR-00000175,"Left Insular gyrus, Brainnetome 6_4",左侧岛回（Brainnetome 6-4）,Ins_L_6_4,Ins_L_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
170,INS_R_6_4,"INS, Insular gyrus",ventral dysgranular and granular insula,right,NGIQ-BR-00000176,"Right Insular gyrus, Brainnetome 6_4",右侧岛回（Brainnetome 6-4）,Ins_R_6_4,Ins_R_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
171,INS_L_6_5,"INS, Insular gyrus",dorsal granular insula,left,NGIQ-BR-00000177,"Left Insular gyrus, Brainnetome 6_5",左侧岛回（Brainnetome 6-5）,Ins_L_6_5,Ins_L_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
172,INS_R_6_5,"INS, Insular gyrus",dorsal granular insula,right,NGIQ-BR-00000178,"Right Insular gyrus, Brainnetome 6_5",右侧岛回（Brainnetome 6-5）,Ins_R_6_5,Ins_R_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
173,INS_L_6_6,"INS, Insular gyrus",dorsal dysgranular insula,left,NGIQ-BR-00000179,"Left Insular gyrus, Brainnetome 6_6",左侧岛回（Brainnetome 6-6）,Ins_L_6_6,Ins_L_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
174,INS_R_6_6,"INS, Insular gyrus",dorsal dysgranular insula,right,NGIQ-BR-00000180,"Right Insular gyrus, Brainnetome 6_6",右侧岛回（Brainnetome 6-6）,Ins_R_6_6,Ins_R_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
175,CG_L_7_1,"CG, Cingulate gyrus",dorsal area 23,left,NGIQ-BR-00000181,"Left Cingulate gyrus, Brainnetome 7_1",左侧扣带回（Brainnetome 7-1）,CG_L_7_1,CG_L_7_1,EXACT_BRAINNETOME_XREF,ALIGNED
176,CG_R_7_1,"CG, Cingulate gyrus",dorsal area 23,right,NGIQ-BR-00000182,"Right Cingulate gyrus, Brainnetome 7_1",右侧扣带回（Brainnetome 7-1）,CG_R_7_1,CG_R_7_1,EXACT_BRAINNETOME_XREF,ALIGNED
177,CG_L_7_2,"CG, Cingulate gyrus",rostroventral area 24,left,NGIQ-BR-00000183,"Left Cingulate gyrus, Brainnetome 7_2",左侧扣带回（Brainnetome 7-2）,CG_L_7_2,CG_L_7_2,EXACT_BRAINNETOME_XREF,ALIGNED
178,CG_R_7_2,"CG, Cingulate gyrus",rostroventral area 24,right,NGIQ-BR-00000184,"Right Cingulate gyrus, Brainnetome 7_2",右侧扣带回（Brainnetome 7-2）,CG_R_7_2,CG_R_7_2,EXACT_BRAINNETOME_XREF,ALIGNED
179,CG_L_7_3,"CG, Cingulate gyrus",pregenual area 32,left,NGIQ-BR-00000185,"Left Cingulate gyrus, Brainnetome 7_3",左侧扣带回（Brainnetome 7-3）,CG_L_7_3,CG_L_7_3,EXACT_BRAINNETOME_XREF,ALIGNED
180,CG_R_7_3,"CG, Cingulate gyrus",pregenual area 32,right,NGIQ-BR-00000186,"Right Cingulate gyrus, Brainnetome 7_3",右侧扣带回（Brainnetome 7-3）,CG_R_7_3,CG_R_7_3,EXACT_BRAINNETOME_XREF,ALIGNED
181,CG_L_7_4,"CG, Cingulate gyrus",ventral area 23,left,NGIQ-BR-00000187,"Left Cingulate gyrus, Brainnetome 7_4",左侧扣带回（Brainnetome 7-4）,CG_L_7_4,CG_L_7_4,EXACT_BRAINNETOME_XREF,ALIGNED
182,CG_R_7_4,"CG, Cingulate gyrus",ventral area 23,right,NGIQ-BR-00000188,"Right Cingulate gyrus, Brainnetome 7_4",右侧扣带回（Brainnetome 7-4）,CG_R_7_4,CG_R_7_4,EXACT_BRAINNETOME_XREF,ALIGNED
183,CG_L_7_5,"CG, Cingulate gyrus",caudodorsal area 24,left,NGIQ-BR-00000189,"Left Cingulate gyrus, Brainnetome 7_5",左侧扣带回（Brainnetome 7-5）,CG_L_7_5,CG_L_7_5,EXACT_BRAINNETOME_XREF,ALIGNED
184,CG_R_7_5,"CG, Cingulate gyrus",caudodorsal area 24,right,NGIQ-BR-00000190,"Right Cingulate gyrus, Brainnetome 7_5",右侧扣带回（Brainnetome 7-5）,CG_R_7_5,CG_R_7_5,EXACT_BRAINNETOME_XREF,ALIGNED
185,CG_L_7_6,"CG, Cingulate gyrus",caudal area 24,left,NGIQ-BR-00000191,"Left Cingulate gyrus, Brainnetome 7_6",左侧扣带回（Brainnetome 7-6）,CG_L_7_6,CG_L_7_6,EXACT_BRAINNETOME_XREF,ALIGNED
186,CG_R_7_6,"CG, Cingulate gyrus",caudal area 24,right,NGIQ-BR-00000192,"Right Cingulate gyrus, Brainnetome 7_6",右侧扣带回（Brainnetome 7-6）,CG_R_7_6,CG_R_7_6,EXACT_BRAINNETOME_XREF,ALIGNED
187,CG_L_7_7,"CG, Cingulate gyrus",subgenual area 32,left,NGIQ-BR-00000193,"Left Cingulate gyrus, Brainnetome 7_7",左侧扣带回（Brainnetome 7-7）,CG_L_7_7,CG_L_7_7,EXACT_BRAINNETOME_XREF,ALIGNED
188,CG_R_7_7,"CG, Cingulate gyrus",subgenual area 32,right,NGIQ-BR-00000194,"Right Cingulate gyrus, Brainnetome 7_7",右侧扣带回（Brainnetome 7-7）,CG_R_7_7,CG_R_7_7,EXACT_BRAINNETOME_XREF,ALIGNED
189,MVOcC_L_5_1,"MVOcC, MedioVentral occipital cortex",caudal lingual gyrus,left,NGIQ-BR-00000015,"Left Medioventral occipital cortex, Brainnetome 5_1",左侧腹内侧枕叶皮层（Brainnetome 5-1）,Cun_L_5_1,Cun_L_5_1,EXACT_BRAINNETOME_XREF,ALIGNED
190,MVOcC_R_5_1,"MVOcC, MedioVentral occipital cortex",caudal lingual gyrus,right,NGIQ-BR-00000016,"Right Medioventral occipital cortex, Brainnetome 5_1",右侧腹内侧枕叶皮层（Brainnetome 5-1）,Cun_R_5_1,Cun_R_5_1,EXACT_BRAINNETOME_XREF,ALIGNED
191,MVOcC_L_5_2,"MVOcC, MedioVentral occipital cortex",rostral cuneus gyrus,left,NGIQ-BR-00000195,"Left Medioventral occipital cortex, Brainnetome 5_2",左侧腹内侧枕叶皮层（Brainnetome 5-2）,Cun_L_5_2,Cun_L_5_2,EXACT_BRAINNETOME_XREF,ALIGNED
192,MVOcC_R_5_2,"MVOcC, MedioVentral occipital cortex",rostral cuneus gyrus,right,NGIQ-BR-00000196,"Right Medioventral occipital cortex, Brainnetome 5_2",右侧腹内侧枕叶皮层（Brainnetome 5-2）,Cun_R_5_2,Cun_R_5_2,EXACT_BRAINNETOME_XREF,ALIGNED
193,MVOcC_L_5_3,"MVOcC, MedioVentral occipital cortex",caudal cuneus gyrus,left,NGIQ-BR-00000197,"Left Medioventral occipital cortex, Brainnetome 5_3",左侧腹内侧枕叶皮层（Brainnetome 5-3）,Cun_L_5_3,Cun_L_5_3,EXACT_BRAINNETOME_XREF,ALIGNED
