canonical_g4_id,canonical_g4_name,hemisphere,relation,target_g3_id,source_reason,future_rollup_eligible,policy_version
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000032,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000058,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000064,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000460,Area Fp2 (FPole) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000057,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000461,"Area 6mp (SMA, mesial SFG) right",right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000028,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000462,"Area 6mp (SMA, mesial SFG) left",left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000027,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000066,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000064,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000062,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000464,Area Fo1 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000063,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000465,Area Fo3 (OFC) right,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000062,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000466,Area Fo3 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000467,Area Fo2 (OFC) right,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000066,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000468,Area Fo2 (OFC) left,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000065,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000469,Area 4p (PreCG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000074,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000469,Area 4p (PreCG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000164,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000469,Area 4p (PreCG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000070,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000470,Area 4p (PreCG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000069,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000470,Area 4p (PreCG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000073,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000470,Area 4p (PreCG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000163,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000475,Area Op6 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000078,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000476,Area Op6 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000077,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000476,Area Op6 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000055,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000477,Area Op5 (Frontal Operculum) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000078,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000477,Area Op5 (Frontal Operculum) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000166,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000478,Area Op5 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000077,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000478,Area Op5 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000165,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000479,Area Op7 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000481,Area Op9 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000482,Area Op9 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000053,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000482,Area Op9 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000051,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000482,Area Op9 (Frontal Operculum) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000049,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000483,Area Op8 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000484,Area Op8 (Frontal Operculum) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000053,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000486,Area IFS4 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000003,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000486,Area IFS4 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000035,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000486,Area IFS4 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000047,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000487,Area IFS2 (IFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000004,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000487,Area IFS2 (IFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000040,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000487,Area IFS2 (IFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000042,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000490,Area IFS1 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000039,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000490,Area IFS1 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000047,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000490,Area IFS1 (IFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000035,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000491,"Area IFJ2 (IFS, PreCS) right",right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000004,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000492,"Area IFJ2 (IFS, PreCS) left",left,PARTIAL_OVERLAP,NGIQ-BR-00000035,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000492,"Area IFJ2 (IFS, PreCS) left",left,PARTIAL_OVERLAP,NGIQ-BR-00000079,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000492,"Area IFJ2 (IFS, PreCS) left",left,PARTIAL_OVERLAP,NGIQ-BR-00000003,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000494,Area IFS3 (IFS) left,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000035,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000495,"Area IFJ1 (IFS, PreCS) right",right,PARTIAL_OVERLAP,NGIQ-BR-00000004,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000495,"Area IFJ1 (IFS, PreCS) right",right,PARTIAL_OVERLAP,NGIQ-BR-00000036,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000496,"Area IFJ1 (IFS, PreCS) left",left,PARTIAL_OVERLAP,NGIQ-BR-00000035,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000496,"Area IFJ1 (IFS, PreCS) left",left,PARTIAL_OVERLAP,NGIQ-BR-00000003,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000497,Area MFG2 (MFG) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000038,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000498,Area MFG2 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000037,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000499,Area 44 (IFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000056,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000499,Area 44 (IFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000050,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000502,Area 45 (IFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000047,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000502,Area 45 (IFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000049,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000502,Area 45 (IFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000039,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000503,Area 8v2 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000042,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000503,Area 8v2 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000034,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000504,Area 8v2 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000041,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000505,Area 8v1 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000042,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000505,Area 8v1 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000034,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000505,Area 8v1 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000022,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000505,Area 8v1 (MFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000044,FINAL_MULTI_TARGET_PARTIAL_GATE_PASS,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000506,Area 8v1 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000041,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000507,Area MFG4 (MFG) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000034,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000508,Area MFG4 (MFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000033,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000508,Area MFG4 (MFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000039,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000510,Area MFG1 (MFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000037,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000510,Area MFG1 (MFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000033,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000510,Area MFG1 (MFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000039,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000511,Area SFS2 (SFS) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000038,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000512,Area SFS2 (SFS) left,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000033,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000513,Area 6d3 (SFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000044,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000513,Area 6d3 (SFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000026,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000513,Area 6d3 (SFS) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000072,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000515,Area SFS1 (SFS) right,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000038,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000516,Area SFS1 (SFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000033,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000516,Area SFS1 (SFS) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000037,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000517,Area SFG3 (SFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000038,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000517,Area SFG3 (SFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000024,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000518,Area SFG3 (SFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000033,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000518,Area SFG3 (SFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000037,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000518,Area SFG3 (SFG) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000023,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000520,"Area MFG5 (MFG, IFG) left",left,APPROVE_CONTAINED_IN,NGIQ-BR-00000039,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000521,Area SFG2 (SFG) right,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000024,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000522,Area SFG2 (SFG) left,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000023,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000523,Area 8d2 (SFG) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000022,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000524,Area 8d2 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000021,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000525,Area 8d1 (SFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000022,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000525,Area 8d1 (SFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000024,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000525,Area 8d1 (SFG) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000002,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000526,Area 8d1 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000021,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000527,Area SFG4 (SFG) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000034,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000528,Area SFG4 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000033,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000529,Area Fo6 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000060,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000529,Area Fo6 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000068,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000530,Area Fo6 (OFC) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000067,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000530,Area Fo6 (OFC) left,left,PARTIAL_OVERLAP,NGIQ-BR-00000059,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000531,Area Fo5 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000046,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000531,Area Fo5 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000060,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000532,Area Fo5 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000045,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000533,Area Fo7 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000060,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000533,Area Fo7 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000062,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000534,Area Fo7 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000059,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000046,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000062,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000060,OWNER_CONFIRMED_PARTIAL,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000536,Area Fo4 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000537,Area Ig3 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000178,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000538,Area Ig3 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000177,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000539,Area Ig1 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000014,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000540,Area Ig1 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000013,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000541,Area Ig2 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000014,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000542,Area Ig2 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000013,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000543,Area Ia2 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000092,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000544,Area Ia2 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000091,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000545,Area Ia1 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000176,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000546,Area Ia1 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000175,DOMINANT_CRITERIA_V1,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000547,Area Ia3 (Insula) right,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000176,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000548,Area Ia3 (Insula) left,left,APPROVE_CONTAINED_IN,NGIQ-BR-00000175,OWNER_CONFIRMED_CONTAINED,True,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000549,Area Id2 (Insula) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000178,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
NGIQ-BR-00000549,Area Id2 (Insula) right,right,PARTIAL_OVERLAP,NGIQ-BR-00000014,OWNER_CONFIRMED_PARTIAL_SET_CONCORDANT,False,G4_G3_FINAL_SCIENTIFIC_POLICY_V1
