canonical_g4_id,canonical_g4_name,hemisphere,spatial_component_id,relation,target_g3_id,target_coverage,source_pp_top1_g4_weighted,source_hard_total_bna_coverage,source_bna_uncovered_fraction,decision_reason_code,future_rollup_eligible,future_primary_rollup,decision_policy_version,preliminary_relation_status
NGIQ-BR-00000450,Area 6v1 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000043,0.489631,0.38128372,0.95085973,0.04914027,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000450,Area 6v1 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000071,0.379494,0.38128372,0.95085973,0.04914027,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000446,Area 6v2 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000035,0.288072,0.38501909,0.92020914,0.07979086,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000446,Area 6v2 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000079,0.471361,0.38501909,0.92020914,0.07979086,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000444,Area 6v3 (PreCG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000079,0.538672,0.44572155,0.86690081,0.13309919,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000443,Area 6v3 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000070,0.219213,0.35026664,0.85904877,0.14095123,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000443,Area 6v3 (PreCG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,PARTIAL_OVERLAP,NGIQ-BR-00000080,0.455408,0.35026664,0.85904877,0.14095123,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000386,Area 7PC (SPL) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,PARTIAL_OVERLAP,NGIQ-BR-00000139,0.444714,0.37203811,0.92897605,0.07102395,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000386,Area 7PC (SPL) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,PARTIAL_OVERLAP,NGIQ-BR-00000141,0.222692,0.37203811,0.92897605,0.07102395,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000385,Area 7PC (SPL) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_7PC_SPL,PARTIAL_OVERLAP,NGIQ-BR-00000140,0.243644,0.34259185,0.88444451,0.11555549,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
