candidate_id,source_entity_id,target_entity_id,mapping_relation,decision_fidelity_status,target_identity_status,hemisphere_status,coverage_status,method_status,lifecycle_status,provenance_status,review_result
G3G1-STAGE-0F0CFAA325A026D81D2E,NGIQ-BR-00000156,NGIQ-BR-00000322,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-EF63435F16FB5646E10D,NGIQ-BR-00000157,NGIQ-BR-00000291,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-306EC7F997A0109D7DDB,NGIQ-BR-00000158,NGIQ-BR-00000322,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-B3677C88338377D432E6,NGIQ-BR-00000159,NGIQ-BR-00000291,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-CC33A4F7DF9B56395261,NGIQ-BR-00000160,NGIQ-BR-00000322,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-AB0516646BB8AD4555A4,NGIQ-BR-00000161,NGIQ-BR-00000291,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-C6F910CC3C1A6DE667F5,NGIQ-BR-00000162,NGIQ-BR-00000322,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-7100A88802BC9AB95A86,NGIQ-BR-00000163,NGIQ-BR-00000288,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-90117C7426773239F312,NGIQ-BR-00000164,NGIQ-BR-00000319,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-99FD1624541C4BE85360,NGIQ-BR-00000165,NGIQ-BR-00000288,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-052D76B703C00DF94E87,NGIQ-BR-00000166,NGIQ-BR-00000319,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-1D520CA89FCBA56C155C,NGIQ-BR-00000167,NGIQ-BR-00000288,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F9E0FE2E6C544BC55296,NGIQ-BR-00000168,NGIQ-BR-00000319,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-361F901C02F474CB038E,NGIQ-BR-00000169,NGIQ-BR-00000288,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-0A67F27797A96A4764E6,NGIQ-BR-00000170,NGIQ-BR-00000319,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-AAB2D76C9775CA77E1E4,NGIQ-BR-00000013,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-C93DF98FA795060E0A1A,NGIQ-BR-00000014,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-44379F604CFDA9D64630,NGIQ-BR-00000171,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-4FF96585B5FECEEF553D,NGIQ-BR-00000172,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-4EE4A083B27D175EB6B4,NGIQ-BR-00000173,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F10959BCB583224760AD,NGIQ-BR-00000174,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5B7ECD7E73504CEEB4B8,NGIQ-BR-00000175,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-127C427B23FF0C27E639,NGIQ-BR-00000176,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-51154F5D9A309550BBD6,NGIQ-BR-00000177,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F9E86ABD5B28ABDEB3E1,NGIQ-BR-00000178,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-B0676854686718965BED,NGIQ-BR-00000179,NGIQ-BR-00000299,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-93E6BFD59E395FF8D338,NGIQ-BR-00000180,NGIQ-BR-00000330,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F882FEC7824018D3C2DF,NGIQ-BR-00000181,NGIQ-BR-00000276,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-571B4BFF2C83A9E2C7AB,NGIQ-BR-00000181,NGIQ-BR-00000289,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-6D14E1F2F748162D86B3,NGIQ-BR-00000182,NGIQ-BR-00000307,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-58A23F313293CAF2C93C,NGIQ-BR-00000182,NGIQ-BR-00000320,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-36872F531EC7FB0F0E3B,NGIQ-BR-00000183,NGIQ-BR-00000269,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-14AF4CAE4516BF2F5362,NGIQ-BR-00000183,NGIQ-BR-00000289,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-9DD6973738C0636E21E7,NGIQ-BR-00000184,NGIQ-BR-00000300,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-90B87D5D3E098BACFF60,NGIQ-BR-00000184,NGIQ-BR-00000320,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-0CE22300321C5344EE23,NGIQ-BR-00000187,NGIQ-BR-00000276,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-A0AE43E05E793091AAB5,NGIQ-BR-00000188,NGIQ-BR-00000307,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-9DDC27EFB12328AB8AB5,NGIQ-BR-00000189,NGIQ-BR-00000269,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-51B1F4E199101E3B8EA4,NGIQ-BR-00000189,NGIQ-BR-00000289,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-EA27A989B56D7B9356AB,NGIQ-BR-00000190,NGIQ-BR-00000300,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-B0809E064BB6CA3F940F,NGIQ-BR-00000190,NGIQ-BR-00000320,partial_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-07DF302560C07809B5BE,NGIQ-BR-00000191,NGIQ-BR-00000289,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-8B4C29A9CC95A687A369,NGIQ-BR-00000192,NGIQ-BR-00000320,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-8AACD78BD2756E79F8EB,NGIQ-BR-00000193,NGIQ-BR-00000292,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-122448EB9C244C97A310,NGIQ-BR-00000194,NGIQ-BR-00000323,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-4514C64C92B3732417F3,NGIQ-BR-00000015,NGIQ-BR-00000279,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-7A96BADA56304412E35F,NGIQ-BR-00000016,NGIQ-BR-00000310,dominant_overlap,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F27CABDEBAC7430FE2F5,NGIQ-BR-00000199,NGIQ-BR-00000279,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-4A3F6CA90319D30739B5,NGIQ-BR-00000200,NGIQ-BR-00000310,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-610DC8DF8DE285DAF391,NGIQ-BR-00000203,NGIQ-BR-00000277,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-10AEDC5455BA70BFDD62,NGIQ-BR-00000204,NGIQ-BR-00000308,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-100D9ED794F5187AE9D8,NGIQ-BR-00000205,NGIQ-BR-00000277,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-2A3DB55B2A21EF2A26A2,NGIQ-BR-00000206,NGIQ-BR-00000308,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-09C7475AEAB8042B3068,NGIQ-BR-00000207,NGIQ-BR-00000277,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-1AC0F348C7D384824866,NGIQ-BR-00000208,NGIQ-BR-00000308,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-C6D773CA1D25136091B7,NGIQ-BR-00000209,NGIQ-BR-00000277,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-A36BF0D8623369342DFC,NGIQ-BR-00000210,NGIQ-BR-00000308,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-767123B12E7366D4C2AD,NGIQ-BR-00000215,NGIQ-BR-00000253,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-563F15BFF770AE0952FF,NGIQ-BR-00000216,NGIQ-BR-00000261,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-3D8B79777406A39CC868,NGIQ-BR-00000217,NGIQ-BR-00000253,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-D66548C6C64D00874755,NGIQ-BR-00000218,NGIQ-BR-00000261,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5D6D474A39A97B535D5E,NGIQ-BR-00000017,NGIQ-BR-00000252,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-2E96FF05A9CAA019AEB6,NGIQ-BR-00000018,NGIQ-BR-00000260,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-59FF8DB58BC518DFF679,NGIQ-BR-00000219,NGIQ-BR-00000252,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-EAF306332CDE66E8FE54,NGIQ-BR-00000220,NGIQ-BR-00000260,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-E46D2C44D4F8EDA02750,NGIQ-BR-00000019,NGIQ-BR-00000248,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-08D95289BD22C7658FA3,NGIQ-BR-00000221,NGIQ-BR-00000257,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-0CBE50E829C13B2A8C63,NGIQ-BR-00000222,NGIQ-BR-00000250,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-86BACEE2C2E3D1D8E169,NGIQ-BR-00000223,NGIQ-BR-00000259,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5489510ACC2EC71006AA,NGIQ-BR-00000224,NGIQ-BR-00000254,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-60F37B965CF74D21E0D8,NGIQ-BR-00000225,NGIQ-BR-00000262,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-723E87ABF0A98F88BA0B,NGIQ-BR-00000226,NGIQ-BR-00000249,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-EE8D1974650DF0F7914B,NGIQ-BR-00000227,NGIQ-BR-00000258,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-8AB6EC9511ED9D19D8F0,NGIQ-BR-00000228,NGIQ-BR-00000248,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-71CC9B7EB62A2365361A,NGIQ-BR-00000229,NGIQ-BR-00000257,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-C1E0A6B8DAC3179AC4D0,NGIQ-BR-00000230,NGIQ-BR-00000249,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-FB7D390EF213E5756396,NGIQ-BR-00000231,NGIQ-BR-00000258,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5A2CF3C0F6AE66B76791,NGIQ-BR-00000020,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-DFEC75004B4792E8B7BB,NGIQ-BR-00000232,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-ABB05C5BA63ACCD143B1,NGIQ-BR-00000233,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-6C26688964FC7D250551,NGIQ-BR-00000234,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5C2C1F51A664A60C826C,NGIQ-BR-00000235,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-D80B3ED47F84611D9183,NGIQ-BR-00000236,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-6724FAD18329F71759A5,NGIQ-BR-00000237,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-8A16F00148199A46F3BF,NGIQ-BR-00000238,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-9BAFDACA4564EF0CB979,NGIQ-BR-00000239,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-F637D3D48DA0BF83537E,NGIQ-BR-00000240,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-4B072711BD0E3D087F22,NGIQ-BR-00000241,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-5F0A9006561F98695D3A,NGIQ-BR-00000242,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-3A612137075773E930C5,NGIQ-BR-00000243,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-732F07A0911240508355,NGIQ-BR-00000244,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-34B7FAC7A9F8CB8EA60C,NGIQ-BR-00000245,NGIQ-BR-00000247,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
G3G1-STAGE-33078FFD7CA20912A139,NGIQ-BR-00000246,NGIQ-BR-00000256,contained_in,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
