component_index,parcel_id,lut_name,official_hemisphere_code,hemisphere,canonical_g3_id,canonical_name,asset_file,asset_sha256,alignment_method,alignment_status
92,92,A37elv_R,ITG_R_7_2,right,NGIQ-BR-00000104,ITG_R_7_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
93,93,A20r_L,ITG_L_7_3,left,NGIQ-BR-00000105,ITG_L_7_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
94,94,A20r_R,ITG_R_7_3,right,NGIQ-BR-00000106,ITG_R_7_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
95,95,A20il_L,ITG_L_7_4,left,NGIQ-BR-00000107,ITG_L_7_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
96,96,A20il_R,ITG_R_7_4,right,NGIQ-BR-00000108,ITG_R_7_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
97,97,A37vl_L,ITG_L_7_5,left,NGIQ-BR-00000109,ITG_L_7_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
98,98,A37vl_R,ITG_R_7_5,right,NGIQ-BR-00000110,ITG_R_7_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
99,99,A20cl_L,ITG_L_7_6,left,NGIQ-BR-00000111,ITG_L_7_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
100,100,A20cl_R,ITG_R_7_6,right,NGIQ-BR-00000112,ITG_R_7_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
101,101,A20cv_L,ITG_L_7_7,left,NGIQ-BR-00000113,ITG_L_7_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
102,102,A20cv_R,ITG_R_7_7,right,NGIQ-BR-00000114,ITG_R_7_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
103,103,A20rv_L,FuG_L_3_1,left,NGIQ-BR-00000115,FuG_L_3_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
104,104,A20rv_R,FuG_R_3_1,right,NGIQ-BR-00000116,FuG_R_3_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
105,105,A37mv_L,FuG_L_3_2,left,NGIQ-BR-00000117,FuG_L_3_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
106,106,A37mv_R,FuG_R_3_2,right,NGIQ-BR-00000118,FuG_R_3_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
107,107,A37lv_L,FuG_L_3_3,left,NGIQ-BR-00000119,FuG_L_3_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
108,108,A37lv_R,FuG_R_3_3,right,NGIQ-BR-00000120,FuG_R_3_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
109,109,A35/36r_L,PhG_L_6_1,left,NGIQ-BR-00000121,Ent_L_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
110,110,A35/36r_R,PhG_R_6_1,right,NGIQ-BR-00000122,Ent_R_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
111,111,A35/36c_L,PhG_L_6_2,left,NGIQ-BR-00000123,Ent_L_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
112,112,A35/36c_R,PhG_R_6_2,right,NGIQ-BR-00000124,Ent_R_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
113,113,TL_L,PhG_L_6_3,left,NGIQ-BR-00000125,Ent_L_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
114,114,TL_R,PhG_R_6_3,right,NGIQ-BR-00000126,Ent_R_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
115,115,A28/34_L,PhG_L_6_4,left,NGIQ-BR-00000127,Ent_L_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
116,116,A28/34_R,PhG_R_6_4,right,NGIQ-BR-00000128,Ent_R_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
117,117,TI_L,PhG_L_6_5,left,NGIQ-BR-00000129,Ent_L_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
118,118,TI_R,PhG_R_6_5,right,NGIQ-BR-00000130,Ent_R_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
119,119,TH_L,PhG_L_6_6,left,NGIQ-BR-00000131,Ent_L_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
120,120,TH_R,PhG_R_6_6,right,NGIQ-BR-00000132,Ent_R_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
121,121,rpSTS_L,pSTS_L_2_1,left,NGIQ-BR-00000133,pSTS_L_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
122,122,rpSTS_R,pSTS_R_2_1,right,NGIQ-BR-00000134,pSTS_R_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
123,123,cpSTS_L,pSTS_L_2_2,left,NGIQ-BR-00000135,pSTS_L_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
124,124,cpSTS_R,pSTS_R_2_2,right,NGIQ-BR-00000136,pSTS_R_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
125,125,A7r_L,SPL_L_5_1,left,NGIQ-BR-00000009,SPL_L_5_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
126,126,A7r_R,SPL_R_5_1,right,NGIQ-BR-00000010,SPL_R_5_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
127,127,A7c_L,SPL_L_5_2,left,NGIQ-BR-00000137,SPL_L_5_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
128,128,A7c_R,SPL_R_5_2,right,NGIQ-BR-00000138,SPL_R_5_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
129,129,A5l_L,SPL_L_5_3,left,NGIQ-BR-00000139,SPL_L_5_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
130,130,A5l_R,SPL_R_5_3,right,NGIQ-BR-00000140,SPL_R_5_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
131,131,A7pc_L,SPL_L_5_4,left,NGIQ-BR-00000141,SPL_L_5_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
132,132,A7pc_R,SPL_R_5_4,right,NGIQ-BR-00000142,SPL_R_5_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
133,133,A7ip_L,SPL_L_5_5,left,NGIQ-BR-00000143,SPL_L_5_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
134,134,A7ip_R,SPL_R_5_5,right,NGIQ-BR-00000144,SPL_R_5_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
135,135,A39c_L,IPL_L_6_1,left,NGIQ-BR-00000011,IPL_L_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
136,136,A39c_R,IPL_R_6_1,right,NGIQ-BR-00000012,IPL_R_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
137,137,A39rd_L,IPL_L_6_2,left,NGIQ-BR-00000145,IPL_L_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
138,138,A39rd_R,IPL_R_6_2,right,NGIQ-BR-00000146,IPL_R_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
139,139,A40rd_L,IPL_L_6_3,left,NGIQ-BR-00000147,IPL_L_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
140,140,A40rd_R,IPL_R_6_3,right,NGIQ-BR-00000148,IPL_R_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
141,141,A40c_L,IPL_L_6_4,left,NGIQ-BR-00000149,IPL_L_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
142,142,A40c_R,IPL_R_6_4,right,NGIQ-BR-00000150,IPL_R_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
143,143,A39rv_L,IPL_L_6_5,left,NGIQ-BR-00000151,IPL_L_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
144,144,A39rv_R,IPL_R_6_5,right,NGIQ-BR-00000152,IPL_R_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
145,145,A40rv_L,IPL_L_6_6,left,NGIQ-BR-00000153,IPL_L_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
146,146,A40rv_R,IPL_R_6_6,right,NGIQ-BR-00000154,IPL_R_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
147,147,A7m_L,PCun_L_4_1,left,NGIQ-BR-00000155,PCun_L_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
148,148,A7m_R,PCun_R_4_1,right,NGIQ-BR-00000156,PCun_R_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
149,149,A5m_L,PCun_L_4_2,left,NGIQ-BR-00000157,PCun_L_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
150,150,A5m_R,PCun_R_4_2,right,NGIQ-BR-00000158,PCun_R_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
151,151,dmPOS_L,PCun_L_4_3,left,NGIQ-BR-00000159,PCun_L_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
152,152,dmPOS_R,PCun_R_4_3,right,NGIQ-BR-00000160,PCun_R_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
153,153,A31_L,PCun_L_4_4,left,NGIQ-BR-00000161,PCun_L_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
154,154,A31_R,PCun_R_4_4,right,NGIQ-BR-00000162,PCun_R_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
155,155,A1/2/3ulhf_L,PoG_L_4_1,left,NGIQ-BR-00000163,PoG_L_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
156,156,A1/2/3ulhf_R,PoG_R_4_1,right,NGIQ-BR-00000164,PoG_R_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
157,157,A1/2/3tonIa_L,PoG_L_4_2,left,NGIQ-BR-00000165,PoG_L_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
158,158,A1/2/3tonIa_R,PoG_R_4_2,right,NGIQ-BR-00000166,PoG_R_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
159,159,A2_L,PoG_L_4_3,left,NGIQ-BR-00000167,PoG_L_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
160,160,A2_R,PoG_R_4_3,right,NGIQ-BR-00000168,PoG_R_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
161,161,A1/2/3tru_L,PoG_L_4_4,left,NGIQ-BR-00000169,PoG_L_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
162,162,A1/2/3tru_R,PoG_R_4_4,right,NGIQ-BR-00000170,PoG_R_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
163,163,G_L,INS_L_6_1,left,NGIQ-BR-00000013,Ins_L_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
164,164,G_R,INS_R_6_1,right,NGIQ-BR-00000014,Ins_R_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
165,165,vIa_L,INS_L_6_2,left,NGIQ-BR-00000171,Ins_L_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
166,166,vIa_R,INS_R_6_2,right,NGIQ-BR-00000172,Ins_R_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
167,167,dIa_L,INS_L_6_3,left,NGIQ-BR-00000173,Ins_L_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
168,168,dIa_R,INS_R_6_3,right,NGIQ-BR-00000174,Ins_R_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
169,169,vId/vIg_L,INS_L_6_4,left,NGIQ-BR-00000175,Ins_L_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
170,170,vId/vIg_R,INS_R_6_4,right,NGIQ-BR-00000176,Ins_R_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
171,171,dIg_L,INS_L_6_5,left,NGIQ-BR-00000177,Ins_L_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
172,172,dIg_R,INS_R_6_5,right,NGIQ-BR-00000178,Ins_R_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
173,173,dId_L,INS_L_6_6,left,NGIQ-BR-00000179,Ins_L_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
174,174,dId_R,INS_R_6_6,right,NGIQ-BR-00000180,Ins_R_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
175,175,A23d_L,CG_L_7_1,left,NGIQ-BR-00000181,CG_L_7_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
176,176,A23d_R,CG_R_7_1,right,NGIQ-BR-00000182,CG_R_7_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
177,177,A24rv_L,CG_L_7_2,left,NGIQ-BR-00000183,CG_L_7_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
178,178,A24rv_R,CG_R_7_2,right,NGIQ-BR-00000184,CG_R_7_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
179,179,A32p_L,CG_L_7_3,left,NGIQ-BR-00000185,CG_L_7_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
180,180,A32p_R,CG_R_7_3,right,NGIQ-BR-00000186,CG_R_7_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
181,181,A23v_L,CG_L_7_4,left,NGIQ-BR-00000187,CG_L_7_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
182,182,A23v_R,CG_R_7_4,right,NGIQ-BR-00000188,CG_R_7_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
183,183,A24cd_L,CG_L_7_5,left,NGIQ-BR-00000189,CG_L_7_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
184,184,A24cd_R,CG_R_7_5,right,NGIQ-BR-00000190,CG_R_7_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
