spatial_region_id,spatial_region_name,hemisphere,representation_type,external_region_id,g4_entity_id,g4_name,alignment_method,alignment_status
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_RIGHT,Area Fo7 (OFC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_RIGHT,NGIQ-BR-00000533,Area Fo7 (OFC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_LEFT,Area Fo7 (OFC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_LEFT,NGIQ-BR-00000534,Area Fo7 (OFC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_RIGHT,Area Fo4 (OFC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_RIGHT,NGIQ-BR-00000535,Area Fo4 (OFC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_LEFT,Area Fo4 (OFC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_LEFT,NGIQ-BR-00000536,Area Fo4 (OFC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_RIGHT,Area Ig3 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_RIGHT,NGIQ-BR-00000537,Area Ig3 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_LEFT,Area Ig3 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_LEFT,NGIQ-BR-00000538,Area Ig3 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_RIGHT,Area Ig1 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_RIGHT,NGIQ-BR-00000539,Area Ig1 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_LEFT,Area Ig1 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_LEFT,NGIQ-BR-00000540,Area Ig1 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_RIGHT,Area Ig2 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_RIGHT,NGIQ-BR-00000541,Area Ig2 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_LEFT,Area Ig2 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_LEFT,NGIQ-BR-00000542,Area Ig2 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_RIGHT,Area Ia2 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_RIGHT,NGIQ-BR-00000543,Area Ia2 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_LEFT,Area Ia2 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_LEFT,NGIQ-BR-00000544,Area Ia2 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_RIGHT,Area Ia1 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_RIGHT,NGIQ-BR-00000545,Area Ia1 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_LEFT,Area Ia1 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_LEFT,NGIQ-BR-00000546,Area Ia1 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_RIGHT,Area Ia3 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_RIGHT,NGIQ-BR-00000547,Area Ia3 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_LEFT,Area Ia3 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_LEFT,NGIQ-BR-00000548,Area Ia3 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_RIGHT,Area Id2 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_RIGHT,NGIQ-BR-00000549,Area Id2 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_LEFT,Area Id2 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_LEFT,NGIQ-BR-00000550,Area Id2 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_RIGHT,Area Id8 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_RIGHT,NGIQ-BR-00000551,Area Id8 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_LEFT,Area Id8 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_LEFT,NGIQ-BR-00000552,Area Id8 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_RIGHT,Area Id1 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_RIGHT,NGIQ-BR-00000553,Area Id1 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_LEFT,Area Id1 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_LEFT,NGIQ-BR-00000554,Area Id1 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_RIGHT,Area Id9 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_RIGHT,NGIQ-BR-00000555,Area Id9 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_LEFT,Area Id9 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_LEFT,NGIQ-BR-00000556,Area Id9 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_RIGHT,Area Id7 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_RIGHT,NGIQ-BR-00000557,Area Id7 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_LEFT,Area Id7 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_LEFT,NGIQ-BR-00000558,Area Id7 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_RIGHT,Area Id5 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_RIGHT,NGIQ-BR-00000559,Area Id5 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_LEFT,Area Id5 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_LEFT,NGIQ-BR-00000560,Area Id5 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_RIGHT,Area Id6 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_RIGHT,NGIQ-BR-00000561,Area Id6 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_LEFT,Area Id6 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_LEFT,NGIQ-BR-00000562,Area Id6 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_RIGHT,Area Id10 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_RIGHT,NGIQ-BR-00000563,Area Id10 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_LEFT,Area Id10 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_LEFT,NGIQ-BR-00000564,Area Id10 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_RIGHT,Area Id4 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_RIGHT,NGIQ-BR-00000565,Area Id4 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_LEFT,Area Id4 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_LEFT,NGIQ-BR-00000566,Area Id4 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_RIGHT,Area Id3 (Insula) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_RIGHT,NGIQ-BR-00000567,Area Id3 (Insula) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_LEFT,Area Id3 (Insula) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_LEFT,NGIQ-BR-00000568,Area Id3 (Insula) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_RIGHT,Area STS2 (STS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_RIGHT,NGIQ-BR-00000569,Area STS2 (STS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_LEFT,Area STS2 (STS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_LEFT,NGIQ-BR-00000570,Area STS2 (STS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_RIGHT,Area STS1 (STS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_RIGHT,NGIQ-BR-00000571,Area STS1 (STS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_LEFT,Area STS1 (STS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_LEFT,NGIQ-BR-00000572,Area STS1 (STS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,Area OTS1 (OTS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,NGIQ-BR-00000573,Area OTS1 (OTS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,Area OTS1 (OTS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,NGIQ-BR-00000574,Area OTS1 (OTS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_RIGHT,Area Te 3 (STG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_RIGHT,NGIQ-BR-00000575,Area Te 3 (STG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_LEFT,Area Te 3 (STG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_LEFT,NGIQ-BR-00000576,Area Te 3 (STG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_RIGHT,Area Te 2.2 (STG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_RIGHT,NGIQ-BR-00000577,Area Te 2.2 (STG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_LEFT,Area Te 2.2 (STG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_LEFT,NGIQ-BR-00000578,Area Te 2.2 (STG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_RIGHT,Area Te 2.1 (STG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_RIGHT,NGIQ-BR-00000579,Area Te 2.1 (STG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_LEFT,Area Te 2.1 (STG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_LEFT,NGIQ-BR-00000580,Area Te 2.1 (STG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_RIGHT,Area Te 1.1 (HESCHL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_RIGHT,NGIQ-BR-00000581,Area Te 1.1 (HESCHL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_LEFT,Area Te 1.1 (HESCHL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_LEFT,NGIQ-BR-00000582,Area Te 1.1 (HESCHL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_RIGHT,Area Te 1.2 (HESCHL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_RIGHT,NGIQ-BR-00000583,Area Te 1.2 (HESCHL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_LEFT,Area Te 1.2 (HESCHL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_LEFT,NGIQ-BR-00000584,Area Te 1.2 (HESCHL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_RIGHT,Area Te 1.0 (HESCHL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_RIGHT,NGIQ-BR-00000585,Area Te 1.0 (HESCHL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_LEFT,Area Te 1.0 (HESCHL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_LEFT,NGIQ-BR-00000586,Area Te 1.0 (HESCHL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_RIGHT,Area Ph1 (PhG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_RIGHT,NGIQ-BR-00000587,Area Ph1 (PhG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_LEFT,Area Ph1 (PhG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_LEFT,NGIQ-BR-00000588,Area Ph1 (PhG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_RIGHT,Area Ph2 (PhG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_RIGHT,NGIQ-BR-00000589,Area Ph2 (PhG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_LEFT,Area Ph2 (PhG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_LEFT,NGIQ-BR-00000590,Area Ph2 (PhG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_RIGHT,Area Ph3 (PhG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_RIGHT,NGIQ-BR-00000591,Area Ph3 (PhG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_LEFT,Area Ph3 (PhG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_LEFT,NGIQ-BR-00000592,Area Ph3 (PhG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_RIGHT,Area CoS1 (CoS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_RIGHT,NGIQ-BR-00000593,Area CoS1 (CoS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_LEFT,Area CoS1 (CoS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_COS1_COS_LEFT,NGIQ-BR-00000594,Area CoS1 (CoS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_RIGHT,Area TI (STG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_RIGHT,NGIQ-BR-00000595,Area TI (STG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
