hemisphere,g3_entity_id,parcel_id,official_code,official_modified_name,seed_mask_code,seed_type,cohort,current_authority_decision,g3_vertex_count,dk_unlabeled_vertex_count,dk_unlabeled_ratio,top1_dk_label,top1_dk_source_coverage,top2_dk_label,top2_dk_source_coverage,top3_dk_label,top3_dk_source_coverage,top1_minus_top2_margin,top1_g1_entity_id,top1_g1_name,top1_g1_coverage,non_g1_dk_coverage_ratio,unlabeled_ratio,number_of_overlapping_dk_regions,coverage_sum_error
right,NGIQ-BR-00000114,102,ITG_R_7_7,caudoventral of area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,974,0,0.0,inferiortemporal,1.0,,0,,0,1.0,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000116,104,FuG_R_3_1,rostroventral area 20,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1909,0,0.0,fusiform,0.870089,inferiortemporal,0.095338,parahippocampal,0.014667,0.774751,NGIQ-BR-00000304,Right Fusiform Gyrus,0.870089,0.007334,0.0,5,0.0
right,NGIQ-BR-00000118,106,FuG_R_3_2,medioventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1579,0,0.0,fusiform,0.9867,lingual,0.008233,lateraloccipital,0.005066,0.978467,NGIQ-BR-00000304,Right Fusiform Gyrus,0.9867,0,0.0,3,0.0
right,NGIQ-BR-00000120,108,FuG_R_3_3,lateroventral area 37,FuG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1636,0,0.0,fusiform,0.761614,inferiortemporal,0.237164,lateraloccipital,0.001222,0.52445,NGIQ-BR-00000304,Right Fusiform Gyrus,0.761614,0,0.0,3,0.0
right,NGIQ-BR-00000122,110,PhG_R_6_1,rostral area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,280,0,0.0,entorhinal,0.903571,fusiform,0.096429,,0,0.807143,NGIQ-BR-00000303,Right Entorhinal Cortex,0.903571,0,0.0,2,0.0
right,NGIQ-BR-00000124,112,PhG_R_6_2,caudal area 35/36,PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,371,0,0.0,parahippocampal,0.951482,entorhinal,0.040431,fusiform,0.008086,0.911051,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.951482,0,0.0,3,0.0
right,NGIQ-BR-00000126,114,PhG_R_6_3,"area TL (lateral PPHC, posterior parahippocampal gyrus)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,532,0,0.0,parahippocampal,0.836466,fusiform,0.163534,,0,0.672932,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.836466,0,0.0,2,0.0
right,NGIQ-BR-00000128,116,PhG_R_6_4,"area 28/34 (EC, entorhinal cortex)",PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,258,0,0.0,entorhinal,0.693798,parahippocampal,0.306202,,0,0.387597,NGIQ-BR-00000303,Right Entorhinal Cortex,0.693798,0,0.0,2,0.0
right,NGIQ-BR-00000130,118,PhG_R_6_5,area TI(temporal agranular insular cortex),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,179,0,0.0,entorhinal,0.977654,temporalpole,0.022346,,0,0.977654,NGIQ-BR-00000303,Right Entorhinal Cortex,0.977654,0.022346,0.0,2,0.0
right,NGIQ-BR-00000132,120,PhG_R_6_6,area TH (medial PPHC),PhG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,480,0,0.0,parahippocampal,0.995833,lingual,0.004167,,0,0.991667,NGIQ-BR-00000313,Right Parahippocampal Gyrus,0.995833,0,0.0,2,0.0
right,NGIQ-BR-00000134,122,pSTS_R_2_1,rostroposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,1312,0,0.0,bankssts,0.956555,middletemporal,0.036585,superiortemporal,0.00686,0.029726,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.036585,0.956555,0.0,3,0.0
right,NGIQ-BR-00000136,124,pSTS_R_2_2,caudoposterior superior temporal sulcus,Psts,single,SEED_TARGET_NOT_IN_G1,NO_G1_ROLLUP,801,0,0.0,bankssts,0.933833,supramarginal,0.047441,inferiorparietal,0.009988,0.037453,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.047441,0.933833,0.0,4,0.0
right,NGIQ-BR-00000010,126,SPL_R_5_1,rostral area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1349,0,0.0,superiorparietal,1.0,,0,,0,1.0,NGIQ-BR-00000326,Right Superior Parietal Lobule,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000138,128,SPL_R_5_2,caudal area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1421,0,0.0,superiorparietal,1.0,,0,,0,1.0,NGIQ-BR-00000326,Right Superior Parietal Lobule,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000140,130,SPL_R_5_3,lateral area 5,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1536,0,0.0,superiorparietal,0.979167,supramarginal,0.011068,postcentral,0.009766,0.968099,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.979167,0,0.0,3,0.0
right,NGIQ-BR-00000142,132,SPL_R_5_4,postcentral area 7,SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1464,0,0.0,superiorparietal,0.986339,postcentral,0.013661,,0,0.972678,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.986339,0,0.0,2,0.0
right,NGIQ-BR-00000144,134,SPL_R_5_5,intraparietal area 7(hIP3),SPL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1226,0,0.0,superiorparietal,0.967374,inferiorparietal,0.032626,,0,0.934747,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.967374,0,0.0,2,0.0
right,NGIQ-BR-00000012,136,IPL_R_6_1,caudal area 39(PGp),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2494,0,0.0,inferiorparietal,0.98316,middletemporal,0.014435,lateraloccipital,0.002005,0.968725,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.98316,0,0.0,4,0.0
right,NGIQ-BR-00000146,138,IPL_R_6_2,rostrodorsal area 39(Hip3),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2674,0,0.0,inferiorparietal,0.927823,superiorparietal,0.072177,,0,0.855647,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.927823,0,0.0,2,0.0
right,NGIQ-BR-00000148,140,IPL_R_6_3,rostrodorsal area 40(PFt),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3043,0,0.0,supramarginal,0.794611,inferiorparietal,0.178442,superiorparietal,0.016103,0.616168,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.794611,0,0.0,4,0.0
right,NGIQ-BR-00000150,142,IPL_R_6_4,caudal area 40(PFm),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2359,0,0.0,supramarginal,0.695634,inferiorparietal,0.299279,superiortemporal,0.005087,0.396354,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.695634,0,0.0,3,0.0
right,NGIQ-BR-00000152,144,IPL_R_6_5,rostroventral area 39(PGa),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3341,0,0.0,inferiorparietal,0.917989,supramarginal,0.049386,bankssts,0.027237,0.868602,NGIQ-BR-00000305,Right Inferior Parietal Lobule,0.917989,0.027237,0.0,4,0.0
right,NGIQ-BR-00000154,146,IPL_R_6_6,rostroventral area 40(PFop),IPL,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,3879,0,0.0,supramarginal,0.965971,postcentral,0.018561,superiortemporal,0.010312,0.947409,NGIQ-BR-00000328,Right Supramarginal Gyrus,0.965971,0,0.0,5,0.0
right,NGIQ-BR-00000156,148,PCun_R_4_1,medial area 7(PEp),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1236,0,0.0,precuneus,0.855178,superiorparietal,0.144822,,0,0.710356,NGIQ-BR-00000322,Right Precuneus,0.855178,0,0.0,2,0.0
right,NGIQ-BR-00000158,150,PCun_R_4_2,medial area 5(PEm),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1861,0,0.0,precuneus,0.945191,superiorparietal,0.053735,paracentral,0.001075,0.891456,NGIQ-BR-00000322,Right Precuneus,0.945191,0,0.0,3,0.0
right,NGIQ-BR-00000160,152,PCun_R_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2740,0,0.0,precuneus,0.923723,superiorparietal,0.048175,lingual,0.009489,0.875547,NGIQ-BR-00000322,Right Precuneus,0.923723,0,0.0,6,0.0
right,NGIQ-BR-00000162,154,PCun_R_4_4,area 31 (Lc1),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2446,0,0.0,precuneus,0.969338,isthmuscingulate,0.030662,,0,0.938675,NGIQ-BR-00000322,Right Precuneus,0.969338,0,0.0,2,0.0
right,NGIQ-BR-00000164,156,PoG_R_4_1,"area 1/2/3(upper limb, head and face region)",PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2740,0,0.0,postcentral,0.990146,precentral,0.009854,,0,0.980292,NGIQ-BR-00000319,Right Postcentral Gyrus,0.990146,0,0.0,2,0.0
right,NGIQ-BR-00000166,158,PoG_R_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1819,0,0.0,postcentral,0.930181,supramarginal,0.031336,precentral,0.025289,0.898846,NGIQ-BR-00000319,Right Postcentral Gyrus,0.930181,0,0.0,4,0.0
right,NGIQ-BR-00000168,160,PoG_R_4_3,area 2,PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2489,0,0.0,postcentral,0.97951,supramarginal,0.017678,superiorparietal,0.002812,0.961832,NGIQ-BR-00000319,Right Postcentral Gyrus,0.97951,0,0.0,3,0.0
right,NGIQ-BR-00000170,162,PoG_R_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1910,0,0.0,postcentral,0.965445,superiorparietal,0.027749,paracentral,0.004712,0.937696,NGIQ-BR-00000319,Right Postcentral Gyrus,0.965445,0,0.0,4,0.0
right,NGIQ-BR-00000014,164,INS_R_6_1,hypergranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1092,0,0.0,insula,0.946886,transversetemporal,0.041209,supramarginal,0.011905,0.905678,NGIQ-BR-00000330,Right Insula,0.946886,0,0.0,3,0.0
right,NGIQ-BR-00000172,166,INS_R_6_2,ventral agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,413,0,0.0,insula,0.920097,lateralorbitofrontal,0.079903,,0,0.840194,NGIQ-BR-00000330,Right Insula,0.920097,0,0.0,2,0.0
right,NGIQ-BR-00000174,168,INS_R_6_3,dorsal agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,658,0,0.0,insula,0.93921,lateralorbitofrontal,0.037994,parsopercularis,0.015198,0.901216,NGIQ-BR-00000330,Right Insula,0.93921,0,0.0,4,0.0
right,NGIQ-BR-00000176,170,INS_R_6_4,ventral dysgranular and granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1216,0,0.0,insula,0.922697,superiortemporal,0.077303,,0,0.845395,NGIQ-BR-00000330,Right Insula,0.922697,0,0.0,2,0.0
right,NGIQ-BR-00000178,172,INS_R_6_5,dorsal granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,807,0,0.0,insula,0.957869,postcentral,0.042131,,0,0.915737,NGIQ-BR-00000330,Right Insula,0.957869,0,0.0,2,0.0
right,NGIQ-BR-00000180,174,INS_R_6_6,dorsal dysgranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,922,0,0.0,insula,0.939262,precentral,0.037961,parsopercularis,0.022777,0.901302,NGIQ-BR-00000330,Right Insula,0.939262,0,0.0,3,0.0
right,NGIQ-BR-00000182,176,CG_R_7_1,dorsal area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1060,0,0.0,isthmuscingulate,0.616038,posteriorcingulate,0.346226,precuneus,0.037736,0.269811,NGIQ-BR-00000307,Right Isthmus Of Cingulate Gyrus,0.616038,0,0.0,3,0.0
right,NGIQ-BR-00000184,178,CG_R_7_2,rostroventral area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1481,0,0.0,caudalanteriorcingulate,0.474679,rostralanteriorcingulate,0.272113,posteriorcingulate,0.251182,0.202566,NGIQ-BR-00000300,Right Caudal Anterior Cingulate Cortex,0.474679,0,0.0,4,0.0
right,NGIQ-BR-00000186,180,CG_R_7_3,pregenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,701,0,0.0,caudalanteriorcingulate,0.805991,superiorfrontal,0.141227,rostralanteriorcingulate,0.052782,0.664765,NGIQ-BR-00000300,Right Caudal Anterior Cingulate Cortex,0.805991,0,0.0,3,0.0
right,NGIQ-BR-00000188,182,CG_R_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1585,0,0.0,isthmuscingulate,0.892114,posteriorcingulate,0.063722,precuneus,0.028391,0.828391,NGIQ-BR-00000307,Right Isthmus Of Cingulate Gyrus,0.892114,0,0.0,5,0.0
right,NGIQ-BR-00000190,184,CG_R_7_5,caudodorsal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,684,0,0.0,caudalanteriorcingulate,0.489766,posteriorcingulate,0.428363,superiorfrontal,0.081871,0.061404,NGIQ-BR-00000300,Right Caudal Anterior Cingulate Cortex,0.489766,0,0.0,3,0.0
right,NGIQ-BR-00000192,186,CG_R_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1752,0,0.0,posteriorcingulate,0.890982,paracentral,0.082763,precuneus,0.022831,0.808219,NGIQ-BR-00000320,Right Posterior Cingulate Cortex,0.890982,0,0.0,4,0.0
right,NGIQ-BR-00000194,188,CG_R_7_7,subgenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,535,0,0.0,rostralanteriorcingulate,0.900935,superiorfrontal,0.06729,medialorbitofrontal,0.028037,0.833645,NGIQ-BR-00000323,Right Rostral Anterior Cingulate Cortex,0.900935,0,0.0,4,0.0
right,NGIQ-BR-00000016,190,MVOcC_R_5_1,caudal lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,977,0,0.0,lingual,0.790174,pericalcarine,0.155578,lateraloccipital,0.054248,0.634596,NGIQ-BR-00000310,Right Lingual Gyrus,0.790174,0,0.0,3,0.0
right,NGIQ-BR-00000196,192,MVOcC_R_5_2,rostral cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1498,0,0.0,pericalcarine,0.44259,lingual,0.307744,cuneus,0.249666,0.134846,NGIQ-BR-00000318,Right Pericalcarine Cortex,0.44259,0,0.0,3,0.0
right,NGIQ-BR-00000198,194,MVOcC_R_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,986,0,0.0,cuneus,0.560852,pericalcarine,0.391481,superiorparietal,0.025355,0.169371,NGIQ-BR-00000302,Right Cuneus,0.560852,0,0.0,4,0.0
right,NGIQ-BR-00000200,196,MVOcC_R_5_4,rostral lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1536,0,0.0,lingual,0.923177,parahippocampal,0.048177,fusiform,0.028646,0.875,NGIQ-BR-00000310,Right Lingual Gyrus,0.923177,0,0.0,3,0.0
right,NGIQ-BR-00000202,198,MVOcC_R_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2514,0,0.0,lingual,0.47494,cuneus,0.232697,pericalcarine,0.196897,0.242243,NGIQ-BR-00000310,Right Lingual Gyrus,0.47494,0,0.0,6,0.0
right,NGIQ-BR-00000204,200,LOcC_R_4_1,middle occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1423,0,0.0,lateraloccipital,0.951511,inferiorparietal,0.048489,,0,0.903022,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.951511,0,0.0,2,0.0
right,NGIQ-BR-00000206,202,LOcC_R_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1411,0,0.0,lateraloccipital,0.820695,inferiortemporal,0.091425,inferiorparietal,0.07158,0.72927,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.820695,0,0.0,5,0.0
right,NGIQ-BR-00000208,204,LOcC_R_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1938,0,0.0,lateraloccipital,0.921053,pericalcarine,0.053148,cuneus,0.0258,0.867905,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.921053,0,0.0,3,0.0
right,NGIQ-BR-00000210,206,LOcC_R_4_4,inferior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1438,0,0.0,lateraloccipital,0.979138,fusiform,0.020862,,0,0.958275,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.979138,0,0.0,2,0.0
right,NGIQ-BR-00000212,208,LOcC_R_2_1,medial superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1311,0,0.0,superiorparietal,0.831426,lateraloccipital,0.121281,cuneus,0.040427,0.710145,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.831426,0,0.0,4,0.0
right,NGIQ-BR-00000214,210,LOcC_R_2_2,lateral superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1578,0,0.0,superiorparietal,0.943599,inferiorparietal,0.051965,lateraloccipital,0.004436,0.891635,NGIQ-BR-00000326,Right Superior Parietal Lobule,0.943599,0,0.0,3,0.0
