hemisphere,g3_entity_id,parcel_id,official_code,official_modified_name,seed_mask_code,seed_type,cohort,current_authority_decision,g3_vertex_count,dk_unlabeled_vertex_count,dk_unlabeled_ratio,top1_dk_label,top1_dk_source_coverage,top2_dk_label,top2_dk_source_coverage,top3_dk_label,top3_dk_source_coverage,top1_minus_top2_margin,top1_g1_entity_id,top1_g1_name,top1_g1_coverage,non_g1_dk_coverage_ratio,unlabeled_ratio,number_of_overlapping_dk_regions,coverage_sum_error
left,NGIQ-BR-00000159,151,PCun_L_4_3,dorsomedial parietooccipital sulcus(PEr),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2275,0,0.0,precuneus,0.963516,superiorparietal,0.018901,cuneus,0.016703,0.944615,NGIQ-BR-00000291,Left Precuneus,0.963516,0,0.0,4,0.0
left,NGIQ-BR-00000161,153,PCun_L_4_4,area 31 (Lc1),Pcun,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2006,0,0.0,precuneus,0.95015,isthmuscingulate,0.04985,,0,0.900299,NGIQ-BR-00000291,Left Precuneus,0.95015,0,0.0,2,0.0
left,NGIQ-BR-00000163,155,PoG_L_4_1,"area 1/2/3(upper limb, head and face region)",PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,3151,0,0.0,postcentral,0.987623,precentral,0.012377,,0,0.975246,NGIQ-BR-00000288,Left Postcentral Gyrus,0.987623,0,0.0,2,0.0
left,NGIQ-BR-00000165,157,PoG_L_4_2,area 1/2/3(tongue and larynx region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2054,0,0.0,postcentral,0.910906,supramarginal,0.054041,insula,0.028238,0.856865,NGIQ-BR-00000288,Left Postcentral Gyrus,0.910906,0,0.0,4,0.0
left,NGIQ-BR-00000167,159,PoG_L_4_3,area 2,PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2431,0,0.0,postcentral,0.899218,superiorparietal,0.097079,supramarginal,0.003702,0.802139,NGIQ-BR-00000288,Left Postcentral Gyrus,0.899218,0,0.0,3,0.0
left,NGIQ-BR-00000169,161,PoG_L_4_4,area 1/2/3(trunk region),PoG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2112,0,0.0,postcentral,0.951705,superiorparietal,0.025095,paracentral,0.016572,0.92661,NGIQ-BR-00000288,Left Postcentral Gyrus,0.951705,0,0.0,5,0.0
left,NGIQ-BR-00000013,163,INS_L_6_1,hypergranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1065,0,0.0,insula,0.965258,transversetemporal,0.032864,superiortemporal,0.001878,0.932394,NGIQ-BR-00000299,Left Insula,0.965258,0,0.0,3,0.0
left,NGIQ-BR-00000171,165,INS_L_6_2,ventral agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,717,0,0.0,insula,0.601116,lateralorbitofrontal,0.398884,,0,0.202232,NGIQ-BR-00000299,Left Insula,0.601116,0,0.0,2,0.0
left,NGIQ-BR-00000173,167,INS_L_6_3,dorsal agranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,727,0,0.0,insula,0.927098,lateralorbitofrontal,0.05227,parstriangularis,0.020633,0.874828,NGIQ-BR-00000299,Left Insula,0.927098,0,0.0,3,0.0
left,NGIQ-BR-00000175,169,INS_L_6_4,ventral dysgranular and granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1128,0,0.0,insula,0.948582,superiortemporal,0.051418,,0,0.897163,NGIQ-BR-00000299,Left Insula,0.948582,0,0.0,2,0.0
left,NGIQ-BR-00000177,171,INS_L_6_5,dorsal granular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,771,0,0.0,insula,1.0,,0,,0,1.0,NGIQ-BR-00000299,Left Insula,1.0,0,0.0,1,0.0
left,NGIQ-BR-00000179,173,INS_L_6_6,dorsal dysgranular insula,INS,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,0,0.0,insula,0.735672,parsopercularis,0.222412,precentral,0.041916,0.513259,NGIQ-BR-00000299,Left Insula,0.735672,0,0.0,3,0.0
left,NGIQ-BR-00000181,175,CG_L_7_1,dorsal area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1209,0,0.0,isthmuscingulate,0.608768,posteriorcingulate,0.378825,precuneus,0.012407,0.229942,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,0.608768,0,0.0,3,0.0
left,NGIQ-BR-00000183,177,CG_L_7_2,rostroventral area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,0,0.0,caudalanteriorcingulate,0.57441,posteriorcingulate,0.372958,rostralanteriorcingulate,0.052632,0.201452,NGIQ-BR-00000269,Left Caudal Anterior Cingulate Cortex,0.57441,0,0.0,3,0.0
left,NGIQ-BR-00000185,179,CG_L_7_3,pregenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,877,0,0.0,superiorfrontal,0.402509,caudalanteriorcingulate,0.337514,rostralanteriorcingulate,0.259977,0.064994,NGIQ-BR-00000294,Left Superior Frontal Gyrus,0.402509,0,0.0,3,0.0
left,NGIQ-BR-00000187,181,CG_L_7_4,ventral area 23,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1819,0,0.0,isthmuscingulate,0.861462,posteriorcingulate,0.092908,precuneus,0.031336,0.768554,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,0.861462,0,0.0,5,0.0
left,NGIQ-BR-00000189,183,CG_L_7_5,caudodorsal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1081,0,0.0,caudalanteriorcingulate,0.454209,posteriorcingulate,0.296022,superiorfrontal,0.249769,0.158187,NGIQ-BR-00000269,Left Caudal Anterior Cingulate Cortex,0.454209,0,0.0,3,0.0
left,NGIQ-BR-00000191,185,CG_L_7_6,caudal area 24,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2256,0,0.0,posteriorcingulate,0.702128,paracentral,0.215426,superiorfrontal,0.054521,0.486702,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,0.702128,0,0.0,4,0.0
left,NGIQ-BR-00000193,187,CG_L_7_7,subgenual area 32,CG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1074,0,0.0,rostralanteriorcingulate,0.936685,medialorbitofrontal,0.039106,superiorfrontal,0.024209,0.897579,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,0.936685,0,0.0,3,0.0
left,NGIQ-BR-00000015,189,MVOcC_L_5_1,caudal lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,642,0,0.0,lingual,0.981308,lateraloccipital,0.018692,,0,0.962617,NGIQ-BR-00000279,Left Lingual Gyrus,0.981308,0,0.0,2,0.0
left,NGIQ-BR-00000195,191,MVOcC_L_5_2,rostral cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1477,0,0.0,pericalcarine,0.415708,lingual,0.293839,cuneus,0.290454,0.121869,NGIQ-BR-00000287,Left Pericalcarine Cortex,0.415708,0,0.0,3,0.0
left,NGIQ-BR-00000197,193,MVOcC_L_5_3,caudal cuneus gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1063,0,0.0,pericalcarine,0.477893,cuneus,0.280339,lingual,0.208843,0.197554,NGIQ-BR-00000287,Left Pericalcarine Cortex,0.477893,0,0.0,5,0.0
left,NGIQ-BR-00000199,195,MVOcC_L_5_4,rostral lingual gyrus,MVOcC,composite,HUMAN_AUTHORITY_APPROVED_CANDIDATE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,1753,0,0.0,lingual,0.979464,fusiform,0.010268,parahippocampal,0.010268,0.969196,NGIQ-BR-00000279,Left Lingual Gyrus,0.979464,0,0.0,3,0.0
left,NGIQ-BR-00000201,197,MVOcC_L_5_5,ventromedial parietooccipital sulcus,MVOcC,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,2892,0,0.0,lingual,0.379668,cuneus,0.265906,pericalcarine,0.262794,0.113762,NGIQ-BR-00000279,Left Lingual Gyrus,0.379668,0,0.0,5,0.0
left,NGIQ-BR-00000203,199,LOcC_L_4_1,middle occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1532,0,0.0,lateraloccipital,0.907963,inferiorparietal,0.086162,superiorparietal,0.005875,0.821802,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.907963,0,0.0,3,0.0
left,NGIQ-BR-00000205,201,LOcC_L_4_2,area V5/MT+,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1697,0,0.0,lateraloccipital,0.770183,inferiorparietal,0.096641,inferiortemporal,0.075427,0.673542,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.770183,0,0.0,5,0.0
left,NGIQ-BR-00000207,203,LOcC_L_4_3,occipital polar cortex,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1848,0,0.0,lateraloccipital,0.964827,pericalcarine,0.016234,cuneus,0.007035,0.948593,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.964827,0,0.0,5,0.0
left,NGIQ-BR-00000209,205,LOcC_L_4_4,inferior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1799,0,0.0,lateraloccipital,0.945525,fusiform,0.038355,lingual,0.01612,0.907171,NGIQ-BR-00000277,Left Lateral Occipital Cortex,0.945525,0,0.0,3,0.0
left,NGIQ-BR-00000211,207,LOcC_L_2_1,medial superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1039,0,0.0,superiorparietal,0.844081,cuneus,0.079885,lateraloccipital,0.076035,0.764196,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.844081,0,0.0,3,0.0
left,NGIQ-BR-00000213,209,LOcC_L_2_2,lateral superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1702,0,0.0,superiorparietal,0.991187,inferiorparietal,0.008813,,0,0.982374,NGIQ-BR-00000295,Left Superior Parietal Lobule,0.991187,0,0.0,2,0.0
right,NGIQ-BR-00000002,2,SFG_R_7_1,medial area 8,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1854,0,0.0,superiorfrontal,1.0,,0,,0,1.0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000022,4,SFG_R_7_2,dorsolateral area 8,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1412,0,0.0,superiorfrontal,0.983711,caudalmiddlefrontal,0.016289,,0,0.967422,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.983711,0,0.0,2,0.0
right,NGIQ-BR-00000024,6,SFG_R_7_3,lateral area 9,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1517,0,0.0,superiorfrontal,0.970336,rostralmiddlefrontal,0.029664,,0,0.940672,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.970336,0,0.0,2,0.0
right,NGIQ-BR-00000026,8,SFG_R_7_4,dorsolateral area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1530,0,0.0,superiorfrontal,0.995425,precentral,0.002614,caudalmiddlefrontal,0.001961,0.99281,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.995425,0,0.0,3,0.0
right,NGIQ-BR-00000028,10,SFG_R_7_5,medial area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1638,0,0.0,superiorfrontal,0.937118,paracentral,0.051893,posteriorcingulate,0.010989,0.885226,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.937118,0,0.0,3,0.0
right,NGIQ-BR-00000030,12,SFG_R_7_6,medial area 9,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1795,0,0.0,superiorfrontal,1.0,,0,,0,1.0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000032,14,SFG_R_7_7,medial area 10,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1506,0,0.0,superiorfrontal,0.996016,rostralmiddlefrontal,0.003984,,0,0.992032,NGIQ-BR-00000325,Right Superior Frontal Gyrus,0.996016,0,0.0,2,0.0
right,NGIQ-BR-00000034,16,MFG_R_7_1,dorsal area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1946,0,0.0,rostralmiddlefrontal,0.820144,caudalmiddlefrontal,0.131552,superiorfrontal,0.048304,0.688592,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.820144,0,0.0,3,0.0
right,NGIQ-BR-00000036,18,MFG_R_7_2,inferior frontal junction,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1435,0,0.0,caudalmiddlefrontal,0.942857,rostralmiddlefrontal,0.043206,precentral,0.013937,0.899652,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,0.942857,0,0.0,3,0.0
right,NGIQ-BR-00000038,20,MFG_R_7_3,area 46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1609,0,0.0,rostralmiddlefrontal,1.0,,0,,0,1.0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000040,22,MFG_R_7_4,ventral area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1838,0,0.0,rostralmiddlefrontal,0.975517,parstriangularis,0.012514,parsopercularis,0.01197,0.963003,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.975517,0,0.0,3,0.0
right,NGIQ-BR-00000042,24,MFG_R_7_5,ventrolateral area 8,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1347,0,0.0,rostralmiddlefrontal,0.637713,caudalmiddlefrontal,0.362287,,0,0.275427,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.637713,0,0.0,2,0.0
right,NGIQ-BR-00000044,26,MFG_R_7_6,ventrolateral area 6,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1206,0,0.0,caudalmiddlefrontal,0.958541,superiorfrontal,0.04063,precentral,0.000829,0.91791,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,0.958541,0,0.0,3,0.0
right,NGIQ-BR-00000046,28,MFG_R_7_7,lateral area 10,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1571,0,0.0,rostralmiddlefrontal,0.93571,parsorbitalis,0.028644,lateralorbitofrontal,0.019096,0.907066,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,0.93571,0,0.0,4,0.0
right,NGIQ-BR-00000004,30,IFG_R_6_1,dorsal area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,0,0.0,parsopercularis,0.72323,rostralmiddlefrontal,0.241379,caudalmiddlefrontal,0.033575,0.481851,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",0.72323,0,0.0,4,0.0
right,NGIQ-BR-00000048,32,IFG_R_6_2,inferior frontal sulcus,IFG,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,592,0,0.0,parstriangularis,0.726351,rostralmiddlefrontal,0.165541,parsopercularis,0.108108,0.560811,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",0.726351,0,0.0,3,0.0
right,NGIQ-BR-00000050,34,IFG_R_6_3,caudal area 45,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,542,0,0.0,parsopercularis,0.516605,parstriangularis,0.483395,,0,0.03321,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",0.516605,0,0.0,2,0.0
right,NGIQ-BR-00000052,36,IFG_R_6_4,rostral area 45,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,685,0,0.0,parstriangularis,1.0,,0,,0,1.0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",1.0,0,0.0,1,0.0
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,0,0.0,parstriangularis,0.530909,parsopercularis,0.437576,lateralorbitofrontal,0.015152,0.093333,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",0.530909,0,0.0,5,0.0
right,NGIQ-BR-00000056,40,IFG_R_6_6,ventral area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,565,0,0.0,parsopercularis,0.886726,precentral,0.113274,,0,0.773451,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",0.886726,0,0.0,2,0.0
right,NGIQ-BR-00000058,42,OrG_R_6_1,medial area 14,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1016,0,0.0,medialorbitofrontal,0.895669,rostralanteriorcingulate,0.058071,superiorfrontal,0.04626,0.837598,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,0.895669,0,0.0,3,0.0
right,NGIQ-BR-00000060,44,OrG_R_6_2,orbital area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,645,0,0.0,parsorbitalis,0.620155,lateralorbitofrontal,0.379845,,0,0.24031,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",0.620155,0,0.0,2,0.0
right,NGIQ-BR-00000062,46,OrG_R_6_3,lateral area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2618,0,0.0,lateralorbitofrontal,0.956455,insula,0.024446,parsorbitalis,0.018335,0.932009,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,0.956455,0,0.0,4,0.0
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,0,0.0,medialorbitofrontal,0.563107,frontalpole,0.275579,lateralorbitofrontal,0.11053,0.452577,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,0.563107,0.275579,0.0,5,0.0
right,NGIQ-BR-00000066,50,OrG_R_6_5,area 13,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1964,0,0.0,medialorbitofrontal,0.569756,lateralorbitofrontal,0.403259,rostralanteriorcingulate,0.024949,0.166497,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,0.569756,0,0.0,4,0.0
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,0,0.0,lateralorbitofrontal,0.495957,parsorbitalis,0.401617,parstriangularis,0.088949,0.09434,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,0.495957,0,0.0,5,0.0
right,NGIQ-BR-00000070,54,PrG_R_6_1,area 4(head and face region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1905,0,0.0,precentral,0.971129,postcentral,0.028871,,0,0.942257,NGIQ-BR-00000321,Right Precentral Gyrus,0.971129,0,0.0,2,0.0
right,NGIQ-BR-00000072,56,PrG_R_6_2,caudal dorsolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2652,0,0.0,precentral,0.844646,superiorfrontal,0.097662,caudalmiddlefrontal,0.057692,0.746983,NGIQ-BR-00000321,Right Precentral Gyrus,0.844646,0,0.0,3,0.0
right,NGIQ-BR-00000074,58,PrG_R_6_3,area 4(upper limb region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2254,0,0.0,precentral,0.964951,postcentral,0.035049,,0,0.929902,NGIQ-BR-00000321,Right Precentral Gyrus,0.964951,0,0.0,2,0.0
right,NGIQ-BR-00000076,60,PrG_R_6_4,area 4(trunk region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1811,0,0.0,precentral,0.899503,superiorfrontal,0.057427,postcentral,0.04307,0.842076,NGIQ-BR-00000321,Right Precentral Gyrus,0.899503,0,0.0,3,0.0
right,NGIQ-BR-00000078,62,PrG_R_6_5,area 4(tongue and larynx region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,0,0.0,precentral,0.954662,parsopercularis,0.025663,postcentral,0.019675,0.928999,NGIQ-BR-00000321,Right Precentral Gyrus,0.954662,0,0.0,3,0.0
right,NGIQ-BR-00000080,64,PrG_R_6_6,caudal ventrolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1439,0,0.0,precentral,0.965254,caudalmiddlefrontal,0.017373,parsopercularis,0.017373,0.94788,NGIQ-BR-00000321,Right Precentral Gyrus,0.965254,0,0.0,3,0.0
right,NGIQ-BR-00000082,66,PCL_R_2_1,area 1/2/3 (lower limb region),PCL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2123,0,0.0,paracentral,0.928874,precuneus,0.050871,postcentral,0.019312,0.878003,NGIQ-BR-00000314,Right Paracentral Lobule,0.928874,0,0.0,4,0.0
right,NGIQ-BR-00000084,68,PCL_R_2_2,"area 4, (lower limb region)",PCL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1723,0,0.0,paracentral,0.93906,precentral,0.049913,superiorfrontal,0.010447,0.889147,NGIQ-BR-00000314,Right Paracentral Lobule,0.93906,0,0.0,4,0.0
right,NGIQ-BR-00000006,70,STG_R_6_1,medial area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,918,0,0.0,temporalpole,0.794118,superiortemporal,0.147059,entorhinal,0.041394,0.105664,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.147059,0.794118,0.0,6,0.0
right,NGIQ-BR-00000086,72,STG_R_6_2,area 41/42,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1207,0,0.0,superiortemporal,0.865783,transversetemporal,0.126761,supramarginal,0.007457,0.739022,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.865783,0,0.0,3,0.0
right,NGIQ-BR-00000088,74,STG_R_6_3,TE1.0 and TE1.2,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1856,0,0.0,superiortemporal,0.675108,transversetemporal,0.304957,insula,0.019935,0.370151,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.675108,0,0.0,3,0.0
right,NGIQ-BR-00000090,76,STG_R_6_4,caudal area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1186,0,0.0,superiortemporal,0.958685,bankssts,0.040472,supramarginal,0.000843,0.957841,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.958685,0.040472,0.0,3,0.0
right,NGIQ-BR-00000092,78,STG_R_6_5,lateral area 38,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1489,0,0.0,superiortemporal,0.965749,insula,0.034251,,0,0.931498,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.965749,0,0.0,2,0.0
right,NGIQ-BR-00000094,80,STG_R_6_6,rostral area 22,STG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,617,0,0.0,superiortemporal,0.970827,bankssts,0.029173,,0,0.970827,NGIQ-BR-00000327,Right Superior Temporal Gyrus,0.970827,0.029173,0.0,2,0.0
right,NGIQ-BR-00000008,82,MTG_R_4_1,caudal area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1092,0,0.0,middletemporal,0.97619,inferiortemporal,0.02381,,0,0.952381,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.97619,0,0.0,2,0.0
right,NGIQ-BR-00000096,84,MTG_R_4_2,rostral area 21,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1256,0,0.0,middletemporal,0.895701,superiortemporal,0.085191,temporalpole,0.01035,0.81051,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.895701,0.01035,0.0,4,0.0
right,NGIQ-BR-00000098,86,MTG_R_4_3,dorsolateral area 37,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1290,0,0.0,middletemporal,0.873643,inferiorparietal,0.09845,bankssts,0.027907,0.775194,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.873643,0.027907,0.0,3,0.0
right,NGIQ-BR-00000100,88,MTG_R_4_4,anterior superior temporal sulcus,MTG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2445,0,0.0,middletemporal,0.594683,superiortemporal,0.405317,,0,0.189366,NGIQ-BR-00000312,Right Middle Temporal Gyrus,0.594683,0,0.0,2,0.0
right,NGIQ-BR-00000102,90,ITG_R_7_1,intermediate ventral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,382,0,0.0,inferiortemporal,1.0,,0,,0,1.0,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000104,92,ITG_R_7_2,extreme lateroventral area 37,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,116,0,0.0,inferiortemporal,1.0,,0,,0,1.0,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,1.0,0,0.0,1,0.0
right,NGIQ-BR-00000106,94,ITG_R_7_3,rostral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,572,0,0.0,inferiortemporal,0.954545,middletemporal,0.033217,temporalpole,0.01049,0.921329,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.954545,0.01049,0.0,4,0.0
right,NGIQ-BR-00000108,96,ITG_R_7_4,intermediate lateral area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,623,0,0.0,inferiortemporal,0.934189,middletemporal,0.065811,,0,0.868379,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.934189,0,0.0,2,0.0
right,NGIQ-BR-00000110,98,ITG_R_7_5,ventrolateral area 37,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,513,0,0.0,inferiortemporal,0.888889,middletemporal,0.107212,lateraloccipital,0.003899,0.781676,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.888889,0,0.0,3,0.0
right,NGIQ-BR-00000112,100,ITG_R_7_6,caudolateral of area 20,ITG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,449,0,0.0,inferiortemporal,0.89755,middletemporal,0.10245,,0,0.7951,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,0.89755,0,0.0,2,0.0
