canonical_g4_id,canonical_g4_name,hemisphere,decision_2ia,reason_code_2ia,revised_owner_stratum,top_target_g3,hard_top1_coverage,review_status
NGIQ-BR-00000540,Area Ig1 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000013,0.74307055,PENDING_OWNER_REVIEW
NGIQ-BR-00000541,Area Ig2 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000014,0.72807444,PENDING_OWNER_REVIEW
NGIQ-BR-00000542,Area Ig2 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000013,0.79060201,PENDING_OWNER_REVIEW
NGIQ-BR-00000543,Area Ia2 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000092,0.60037047,PENDING_OWNER_REVIEW
NGIQ-BR-00000544,Area Ia2 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000091,0.72854226,PENDING_OWNER_REVIEW
NGIQ-BR-00000545,Area Ia1 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000176,0.68077418,PENDING_OWNER_REVIEW
NGIQ-BR-00000546,Area Ia1 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000175,0.80874927,PENDING_OWNER_REVIEW
NGIQ-BR-00000547,Area Ia3 (Insula) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000176,0.89818472,PENDING_OWNER_REVIEW
NGIQ-BR-00000548,Area Ia3 (Insula) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000175,0.87929888,PENDING_OWNER_REVIEW
NGIQ-BR-00000549,Area Id2 (Insula) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000178,0.43190711,PENDING_OWNER_REVIEW
NGIQ-BR-00000550,Area Id2 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000013,0.51800209,PENDING_OWNER_REVIEW
NGIQ-BR-00000551,Area Id8 (Insula) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000174,0.40316256,PENDING_OWNER_REVIEW
NGIQ-BR-00000552,Area Id8 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000173,0.39435432,PENDING_OWNER_REVIEW
NGIQ-BR-00000553,Area Id1 (Insula) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000176,0.4298103,PENDING_OWNER_REVIEW
NGIQ-BR-00000554,Area Id1 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000175,0.40933141,PENDING_OWNER_REVIEW
NGIQ-BR-00000555,Area Id9 (Insula) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000176,0.29718009,PENDING_OWNER_REVIEW
NGIQ-BR-00000556,Area Id9 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000179,0.41236659,PENDING_OWNER_REVIEW
NGIQ-BR-00000557,Area Id7 (Insula) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000054,0.39669424,PENDING_OWNER_REVIEW
NGIQ-BR-00000558,Area Id7 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000173,0.49884358,PENDING_OWNER_REVIEW
NGIQ-BR-00000559,Area Id5 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000178,0.69501334,PENDING_OWNER_REVIEW
NGIQ-BR-00000560,Area Id5 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000177,0.69089774,PENDING_OWNER_REVIEW
NGIQ-BR-00000561,Area Id6 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000180,0.50877983,PENDING_OWNER_REVIEW
NGIQ-BR-00000562,Area Id6 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000179,0.49276001,PENDING_OWNER_REVIEW
NGIQ-BR-00000563,Area Id10 (Insula) right,right,CONFLICT_REVIEW,PARTIAL_TARGET_EVIDENCE_INCONSISTENT,PARTIAL_EVIDENCE_INCONSISTENT_CONFLICT,NGIQ-BR-00000068,0.32246585,PENDING_OWNER_REVIEW
NGIQ-BR-00000564,Area Id10 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000171,0.36552027,PENDING_OWNER_REVIEW
NGIQ-BR-00000565,Area Id4 (Insula) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000180,0.4062847,PENDING_OWNER_REVIEW
NGIQ-BR-00000566,Area Id4 (Insula) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000177,0.48016114,PENDING_OWNER_REVIEW
NGIQ-BR-00000567,Area Id3 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000176,0.56292174,PENDING_OWNER_REVIEW
NGIQ-BR-00000568,Area Id3 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000175,0.56992552,PENDING_OWNER_REVIEW
NGIQ-BR-00000569,Area STS2 (STS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000100,0.68059478,PENDING_OWNER_REVIEW
NGIQ-BR-00000570,Area STS2 (STS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000099,0.47663379,PENDING_OWNER_REVIEW
NGIQ-BR-00000571,Area STS1 (STS) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000100,0.55727487,PENDING_OWNER_REVIEW
NGIQ-BR-00000572,Area STS1 (STS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000093,0.35908799,PENDING_OWNER_REVIEW
NGIQ-BR-00000573,Area OTS1 (OTS) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000114,0.43371339,PENDING_OWNER_REVIEW
NGIQ-BR-00000574,Area OTS1 (OTS) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000101,0.29709464,PENDING_OWNER_REVIEW
NGIQ-BR-00000575,Area Te 3 (STG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000090,0.46602105,PENDING_OWNER_REVIEW
NGIQ-BR-00000576,Area Te 3 (STG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000093,0.28103271,PENDING_OWNER_REVIEW
NGIQ-BR-00000577,Area Te 2.2 (STG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000086,0.54625369,PENDING_OWNER_REVIEW
NGIQ-BR-00000578,Area Te 2.2 (STG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000085,0.46161237,PENDING_OWNER_REVIEW
NGIQ-BR-00000579,Area Te 2.1 (STG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000088,0.40234269,PENDING_OWNER_REVIEW
NGIQ-BR-00000580,Area Te 2.1 (STG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000087,0.50740275,PENDING_OWNER_REVIEW
NGIQ-BR-00000581,Area Te 1.1 (HESCHL) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000088,0.37445984,PENDING_OWNER_REVIEW
NGIQ-BR-00000582,Area Te 1.1 (HESCHL) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000087,0.4743694,PENDING_OWNER_REVIEW
NGIQ-BR-00000583,Area Te 1.2 (HESCHL) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000088,0.94972983,PENDING_OWNER_REVIEW
NGIQ-BR-00000584,Area Te 1.2 (HESCHL) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000087,0.53269551,PENDING_OWNER_REVIEW
NGIQ-BR-00000585,Area Te 1.0 (HESCHL) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000088,0.66621607,PENDING_OWNER_REVIEW
NGIQ-BR-00000586,Area Te 1.0 (HESCHL) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000087,0.63025018,PENDING_OWNER_REVIEW
NGIQ-BR-00000587,Area Ph1 (PhG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000200,0.50191267,PENDING_OWNER_REVIEW
NGIQ-BR-00000588,Area Ph1 (PhG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000199,0.65942005,PENDING_OWNER_REVIEW
NGIQ-BR-00000589,Area Ph2 (PhG) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000116,0.31327657,PENDING_OWNER_REVIEW
NGIQ-BR-00000590,Area Ph2 (PhG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000115,0.4094425,PENDING_OWNER_REVIEW
NGIQ-BR-00000591,Area Ph3 (PhG) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000200,0.88043939,PENDING_OWNER_REVIEW
NGIQ-BR-00000592,Area Ph3 (PhG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000199,0.76057092,PENDING_OWNER_REVIEW
NGIQ-BR-00000593,Area CoS1 (CoS) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000116,0.41253465,PENDING_OWNER_REVIEW
NGIQ-BR-00000594,Area CoS1 (CoS) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000115,0.50978445,PENDING_OWNER_REVIEW
NGIQ-BR-00000595,Area TI (STG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000088,0.45117255,PENDING_OWNER_REVIEW
NGIQ-BR-00000596,Area TI (STG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000087,0.45005112,PENDING_OWNER_REVIEW
NGIQ-BR-00000597,Area TeI (STG) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000088,0.81432878,PENDING_OWNER_REVIEW
NGIQ-BR-00000598,Area TeI (STG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000087,0.70772378,PENDING_OWNER_REVIEW
NGIQ-BR-00000599,Area FG5 (FusG) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,CONTAINED_BOUNDARY_REVIEW,NGIQ-BR-00000116,0.84679603,PENDING_OWNER_REVIEW
NGIQ-BR-00000600,Area FG5 (FusG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000115,0.45135716,PENDING_OWNER_REVIEW
NGIQ-BR-00000601,Area FG2 (FusG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000120,0.44349752,PENDING_OWNER_REVIEW
NGIQ-BR-00000602,Area FG2 (FusG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000119,0.46557825,PENDING_OWNER_REVIEW
NGIQ-BR-00000603,Area FG3 (FusG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000118,0.4398395,PENDING_OWNER_REVIEW
NGIQ-BR-00000604,Area FG3 (FusG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000117,0.38218748,PENDING_OWNER_REVIEW
NGIQ-BR-00000605,Area FG1 (FusG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000118,0.60380395,PENDING_OWNER_REVIEW
NGIQ-BR-00000606,Area FG1 (FusG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000117,0.78405059,PENDING_OWNER_REVIEW
NGIQ-BR-00000607,Area FG4 (FusG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000120,0.66272205,PENDING_OWNER_REVIEW
NGIQ-BR-00000608,Area FG4 (FusG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000119,0.65590585,PENDING_OWNER_REVIEW
NGIQ-BR-00000609,"Area TPJ (STG, SMG) right",right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000154,0.39794889,PENDING_OWNER_REVIEW
NGIQ-BR-00000610,"Area TPJ (STG, SMG) left",left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000085,0.25598701,PENDING_OWNER_REVIEW
NGIQ-BR-00000611,"Area hOc2 (V2, 18) right",right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000208,0.16253974,PENDING_OWNER_REVIEW
NGIQ-BR-00000612,"Area hOc2 (V2, 18) left",left,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000207,0.1956661,PENDING_OWNER_REVIEW
NGIQ-BR-00000613,"Area hOc1 (V1, 17, CalcS) right",right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000196,0.21428879,PENDING_OWNER_REVIEW
NGIQ-BR-00000614,"Area hOc1 (V1, 17, CalcS) left",left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000197,0.23309793,PENDING_OWNER_REVIEW
NGIQ-BR-00000615,Area hOc6 (POS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000202,0.51297163,PENDING_OWNER_REVIEW
NGIQ-BR-00000616,Area hOc6 (POS) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000201,0.60821608,PENDING_OWNER_REVIEW
NGIQ-BR-00000617,Area hOc4d (Cuneus) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000212,0.48278785,PENDING_OWNER_REVIEW
NGIQ-BR-00000618,Area hOc4d (Cuneus) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000211,0.37675595,PENDING_OWNER_REVIEW
NGIQ-BR-00000619,Area hOc3d (Cuneus) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000212,0.27313079,PENDING_OWNER_REVIEW
NGIQ-BR-00000620,Area hOc3d (Cuneus) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000211,0.37045816,PENDING_OWNER_REVIEW
NGIQ-BR-00000621,Area hOc3v (LingG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000210,0.45467808,PENDING_OWNER_REVIEW
NGIQ-BR-00000622,Area hOc3v (LingG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000209,0.34341011,PENDING_OWNER_REVIEW
NGIQ-BR-00000623,Area hOc4v (LingG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000210,0.43524849,PENDING_OWNER_REVIEW
NGIQ-BR-00000624,Area hOc4v (LingG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000209,0.38170513,PENDING_OWNER_REVIEW
NGIQ-BR-00000625,Area hOc4lp (LOC) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000204,0.65116093,PENDING_OWNER_REVIEW
NGIQ-BR-00000626,Area hOc4lp (LOC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000203,0.54798947,PENDING_OWNER_REVIEW
NGIQ-BR-00000627,Area hOc5 (LOC) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000206,0.7032117,PENDING_OWNER_REVIEW
NGIQ-BR-00000628,Area hOc5 (LOC) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000205,0.87319857,PENDING_OWNER_REVIEW
NGIQ-BR-00000629,Area hOc4la (LOC) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000206,0.61303109,PENDING_OWNER_REVIEW
NGIQ-BR-00000630,Area hOc4la (LOC) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000205,0.4955266,PENDING_OWNER_REVIEW
NGIQ-BR-00000631,Area p24c.pd24cd (pACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000194,0.33898049,PENDING_OWNER_REVIEW
NGIQ-BR-00000632,Area p24c.pd24cv (pACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000194,0.33898049,PENDING_OWNER_REVIEW
NGIQ-BR-00000633,Area p24c.pv24c (pACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000194,0.33898049,PENDING_OWNER_REVIEW
NGIQ-BR-00000634,Area p24c.pd24cd (pACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000185,0.43082422,PENDING_OWNER_REVIEW
NGIQ-BR-00000635,Area p24c.pd24cv (pACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000185,0.43082422,PENDING_OWNER_REVIEW
NGIQ-BR-00000636,Area p24c.pv24c (pACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000185,0.43082422,PENDING_OWNER_REVIEW
NGIQ-BR-00000637,Area 25.25a (sACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000066,0.44490675,PENDING_OWNER_REVIEW
NGIQ-BR-00000638,Area 25.25p (sACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000066,0.44490675,PENDING_OWNER_REVIEW
NGIQ-BR-00000639,Area 25.25a (sACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000065,0.7365528,PENDING_OWNER_REVIEW
NGIQ-BR-00000640,Area 25.25p (sACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000065,0.7365528,PENDING_OWNER_REVIEW
NGIQ-BR-00000641,Area p24ab.p24a (pACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000194,0.57189325,PENDING_OWNER_REVIEW
NGIQ-BR-00000642,Area p24ab.p24b (pACC) right,right,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000194,0.57189325,PENDING_OWNER_REVIEW
NGIQ-BR-00000643,Area p24ab.p24a (pACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000193,0.65891131,PENDING_OWNER_REVIEW
NGIQ-BR-00000644,Area p24ab.p24b (pACC) left,left,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,UNCHANGED_2IA_SHARED_SPATIAL_EVIDENCE_ONLY,NGIQ-BR-00000193,0.65891131,PENDING_OWNER_REVIEW
NGIQ-BR-00000645,Area s32 (sACC) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000058,0.71323587,PENDING_OWNER_REVIEW
NGIQ-BR-00000646,Area s32 (sACC) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000065,0.38474468,PENDING_OWNER_REVIEW
