row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,canonical_g4_descendant_count,canonical_g4_ids,canonical_g4_entity_ids,spatial_identity_status
247,AREA_SFG3_SFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG,Area SFG3 (SFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_LEFT,NGIQ-BR-00000518,ONE_TO_ONE_CANONICAL
248,AREA_SFG3_SFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG,Area SFG3 (SFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_RIGHT,NGIQ-BR-00000517,ONE_TO_ONE_CANONICAL
249,AREA_SFG4_SFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG,Area SFG4 (SFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_LEFT,NGIQ-BR-00000528,ONE_TO_ONE_CANONICAL
250,AREA_SFG4_SFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG,Area SFG4 (SFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_RIGHT,NGIQ-BR-00000527,ONE_TO_ONE_CANONICAL
251,AREA_SFS1_SFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS,Area SFS1 (SFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_LEFT,NGIQ-BR-00000516,ONE_TO_ONE_CANONICAL
252,AREA_SFS1_SFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS,Area SFS1 (SFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_RIGHT,NGIQ-BR-00000515,ONE_TO_ONE_CANONICAL
253,AREA_SFS2_SFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS,Area SFS2 (SFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_LEFT,NGIQ-BR-00000512,ONE_TO_ONE_CANONICAL
254,AREA_SFS2_SFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS,Area SFS2 (SFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_RIGHT,NGIQ-BR-00000511,ONE_TO_ONE_CANONICAL
255,AREA_STS1_STS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS,Area STS1 (STS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_LEFT,NGIQ-BR-00000572,ONE_TO_ONE_CANONICAL
256,AREA_STS1_STS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS,Area STS1 (STS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS1_STS_RIGHT,NGIQ-BR-00000571,ONE_TO_ONE_CANONICAL
257,AREA_STS2_STS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS,Area STS2 (STS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_LEFT,NGIQ-BR-00000570,ONE_TO_ONE_CANONICAL
258,AREA_STS2_STS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS,Area STS2 (STS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_STS2_STS_RIGHT,NGIQ-BR-00000569,ONE_TO_ONE_CANONICAL
259,AREA_TEI_STG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG,Area TeI (STG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_LEFT,NGIQ-BR-00000598,ONE_TO_ONE_CANONICAL
260,AREA_TEI_STG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG,Area TeI (STG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_RIGHT,NGIQ-BR-00000597,ONE_TO_ONE_CANONICAL
261,AREA_TE_1_0_HESCHL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL,Area Te 1.0 (HESCHL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_LEFT,NGIQ-BR-00000586,ONE_TO_ONE_CANONICAL
262,AREA_TE_1_0_HESCHL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL,Area Te 1.0 (HESCHL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_0_HESCHL_RIGHT,NGIQ-BR-00000585,ONE_TO_ONE_CANONICAL
263,AREA_TE_1_1_HESCHL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL,Area Te 1.1 (HESCHL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_LEFT,NGIQ-BR-00000582,ONE_TO_ONE_CANONICAL
264,AREA_TE_1_1_HESCHL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL,Area Te 1.1 (HESCHL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_1_HESCHL_RIGHT,NGIQ-BR-00000581,ONE_TO_ONE_CANONICAL
265,AREA_TE_1_2_HESCHL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL,Area Te 1.2 (HESCHL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_LEFT,NGIQ-BR-00000584,ONE_TO_ONE_CANONICAL
266,AREA_TE_1_2_HESCHL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL,Area Te 1.2 (HESCHL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_1_2_HESCHL_RIGHT,NGIQ-BR-00000583,ONE_TO_ONE_CANONICAL
267,AREA_TE_2_1_STG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG,Area Te 2.1 (STG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_LEFT,NGIQ-BR-00000580,ONE_TO_ONE_CANONICAL
268,AREA_TE_2_1_STG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG,Area Te 2.1 (STG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_1_STG_RIGHT,NGIQ-BR-00000579,ONE_TO_ONE_CANONICAL
269,AREA_TE_2_2_STG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG,Area Te 2.2 (STG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_LEFT,NGIQ-BR-00000578,ONE_TO_ONE_CANONICAL
270,AREA_TE_2_2_STG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG,Area Te 2.2 (STG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_2_2_STG_RIGHT,NGIQ-BR-00000577,ONE_TO_ONE_CANONICAL
271,AREA_TE_3_STG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG,Area Te 3 (STG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_LEFT,NGIQ-BR-00000576,ONE_TO_ONE_CANONICAL
272,AREA_TE_3_STG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG,Area Te 3 (STG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TE_3_STG_RIGHT,NGIQ-BR-00000575,ONE_TO_ONE_CANONICAL
273,AREA_TI_STG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG,Area TI (STG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_LEFT,NGIQ-BR-00000596,ONE_TO_ONE_CANONICAL
274,AREA_TI_STG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG,Area TI (STG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_RIGHT,NGIQ-BR-00000595,ONE_TO_ONE_CANONICAL
275,AREA_TPJ_STG_SMG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG,"Area TPJ (STG, SMG) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_LEFT,NGIQ-BR-00000610,ONE_TO_ONE_CANONICAL
276,AREA_TPJ_STG_SMG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG,"Area TPJ (STG, SMG) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_RIGHT,NGIQ-BR-00000609,ONE_TO_ONE_CANONICAL
277,ASTR_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,Astr (Amygdala) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA_LEFT,NGIQ-BR-00000368,ONE_TO_ONE_CANONICAL
278,ASTR_AMYGDALA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA,Astr (Amygdala) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ASTR_AMYGDALA_RIGHT,NGIQ-BR-00000367,ONE_TO_ONE_CANONICAL
279,AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS,"AV (Thalamus, anteroventral Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_LEFT,NGIQ-BR-00000740,ONE_TO_ONE_CANONICAL
280,AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS,"AV (Thalamus, anteroventral Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_RIGHT,NGIQ-BR-00000739,ONE_TO_ONE_CANONICAL
281,BST_BASAL_FOREBRAIN_BED_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS,"BST (Basal Forebrain, Bed Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS_LEFT,NGIQ-BR-00000344,ONE_TO_ONE_CANONICAL
282,BST_BASAL_FOREBRAIN_BED_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS,"BST (Basal Forebrain, Bed Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_BST_BASAL_FOREBRAIN_BED_NUCLEUS_RIGHT,NGIQ-BR-00000343,ONE_TO_ONE_CANONICAL
283,CA1_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS,CA1 (Hippocampus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_LEFT,NGIQ-BR-00000684,ONE_TO_ONE_CANONICAL
284,CA1_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS,CA1 (Hippocampus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000683,ONE_TO_ONE_CANONICAL
285,CA2_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS,CA2 (Hippocampus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_LEFT,NGIQ-BR-00000680,ONE_TO_ONE_CANONICAL
286,CA2_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS,CA2 (Hippocampus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000679,ONE_TO_ONE_CANONICAL
287,CA3_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS,CA3 (Hippocampus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_LEFT,NGIQ-BR-00000666,ONE_TO_ONE_CANONICAL
288,CA3_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS,CA3 (Hippocampus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000665,ONE_TO_ONE_CANONICAL
289,CGL_METATHALAMUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS,CGL (Metathalamus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_LEFT,NGIQ-BR-00000714,ONE_TO_ONE_CANONICAL
290,CGL_METATHALAMUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS,CGL (Metathalamus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_RIGHT,NGIQ-BR-00000713,ONE_TO_ONE_CANONICAL
291,CGM_METATHALAMUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS,CGM (Metathalamus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_LEFT,NGIQ-BR-00000712,ONE_TO_ONE_CANONICAL
292,CGM_METATHALAMUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS,CGM (Metathalamus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_RIGHT,NGIQ-BR-00000711,ONE_TO_ONE_CANONICAL
293,CH_123_BASAL_FOREBRAIN_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN,Ch 123 (Basal Forebrain) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN_LEFT,NGIQ-BR-00000346,ONE_TO_ONE_CANONICAL
294,CH_123_BASAL_FOREBRAIN_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN,Ch 123 (Basal Forebrain) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_123_BASAL_FOREBRAIN_RIGHT,NGIQ-BR-00000345,ONE_TO_ONE_CANONICAL
295,CH_4_BASAL_FOREBRAIN_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN_LEFT,NGIQ-BR-00000342,ONE_TO_ONE_CANONICAL
296,CH_4_BASAL_FOREBRAIN_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN_RIGHT,NGIQ-BR-00000341,ONE_TO_ONE_CANONICAL
297,CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI,"CL (Thalamus, anterior intralaminar nuclei) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_LEFT,NGIQ-BR-00000770,ONE_TO_ONE_CANONICAL
298,CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI,"CL (Thalamus, anterior intralaminar nuclei) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_RIGHT,NGIQ-BR-00000769,ONE_TO_ONE_CANONICAL
299,CM_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA,CM (Amygdala) left,left,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AAA_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_CE_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_ME_AMYGDALA_LEFT,NGIQ-BR-00000350;NGIQ-BR-00000351;NGIQ-BR-00000352,SHARED_SPATIAL_REPRESENTATION
300,CM_AMYGDALA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AMYGDALA,CM (Amygdala) right,right,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_AAA_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_CE_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_ME_AMYGDALA_RIGHT,NGIQ-BR-00000347;NGIQ-BR-00000348;NGIQ-BR-00000349,SHARED_SPATIAL_REPRESENTATION
301,CM_THALAMUS_CENTROMEDIAN_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS,"CM (Thalamus, centromedian Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS_LEFT,NGIQ-BR-00000768,ONE_TO_ONE_CANONICAL
302,CM_THALAMUS_CENTROMEDIAN_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS,"CM (Thalamus, centromedian Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS_RIGHT,NGIQ-BR-00000767,ONE_TO_ONE_CANONICAL
303,DG_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS,DG (Hippocampus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_LEFT,NGIQ-BR-00000678,ONE_TO_ONE_CANONICAL
304,DG_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS,DG (Hippocampus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000677,ONE_TO_ONE_CANONICAL
305,FRONTAL_II_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP,Frontal-II (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
306,FRONTAL_II_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP,Frontal-II (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
307,FRONTAL_I_1_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP,Frontal-I.1 (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
308,FRONTAL_I_1_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP,Frontal-I.1 (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
309,FRONTAL_I_2_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
310,FRONTAL_I_2_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
311,FRONTAL_TO_OCCIPITAL_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
312,FRONTAL_TO_OCCIPITAL_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
313,FRONTAL_TO_TEMPORAL_II_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
314,FRONTAL_TO_TEMPORAL_II_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
315,FRONTAL_TO_TEMPORAL_I_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_LEFT,,ONE_TO_ONE_CANONICAL
316,FRONTAL_TO_TEMPORAL_I_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_RIGHT,,ONE_TO_ONE_CANONICAL
